"Sigla","Dados da contratação","Vl Global","Inicio Vigência","Fim Vigência","Download"
"EMSERH","Contratada: JR SERVIÇOS POR IMAGEM LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviços de saúde para realização de exames de raio x, com locação de equipamento, manutenção, materiais, insumos, equipe técnico-operacional e obrigações inerentes às atividades necessárias à execução dos serviços, para atender os leitos de retaguarda da Unidade Macroregional de Caxiais, administrado pela EMSERH.                                                          Processo/Ano: 99319/2021                                                          Contrato/Ano: 451/2021                                                          Dt. Assinatura: 07/07/2021","155.700,00","07/07/2021","02/01/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: JR SERVIÇOS POR IMAGEM LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação Emergencial de empresa especializada na prestação de serviços de saúde para realização de exames de RAIO-X, com equipamentos portátil, materiais, insumos, equipe técnico-operacional e obrigações inerentes às atividades necessárias à execução dos serviços, em atendimento a demanda do Hospital de Campanha de São Luís.                                                          Processo/Ano: 49579/2021                                                          Contrato/Ano: 234/2021                                                          Dt. Assinatura: 23/04/2021","155.760,00","23/04/2021","19/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ELOGIC TELECOMUNICACOES EIRELI                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada para execução de serviço de cabeamento lógico estruturado, para atender às necessidades do HOSPITAL DE CAMPANHA – ESPAÇO RENASCENÇA, Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 46095/2021                                                          Contrato/Ano: 223/2021                                                          Dt. Assinatura: 27/04/2021","81.416,00","27/04/2021","23/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ELOGIC TELECOMUNICACOES EIRELI                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada para execução de serviço de cabeamento lógico estruturado, para atender às necessidades do HOSPITAL DE CAMPANHA – ESPAÇO RENASCENÇA, Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 46095/2021                                                          Contrato/Ano: 223/2021                                                          Dt. Assinatura: 27/04/2021","81.416,00","27/04/2021","23/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ANDREI SANTOS SILVA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Este Contrato tem por objeto, contratação na forma de Registro de Preço de Empresa Especializada no fornecimento de Insumos Eletrônicos para atender as necessidades das Unidades de Saúde da administradas pela EMSERH e Sede Administrativa, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independentemente de suas transcrições.                                                          Processo/Ano: 39675/2021                                                          Contrato/Ano: 233/2021                                                          Dt. Assinatura: 27/04/2021","37.702,80","27/04/2021","27/04/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ICARAÍ DO BRASIL INDÚSTRIA QUÍMICA LTDA - EPP                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de materiais médicos hospitalares, tipo diversos IX, para atender às demandas das Unidades Hospitalares administradas pela EMSERH.                                                          Processo/Ano: 74655/2021                                                          Contrato/Ano: 708/2021                                                          Dt. Assinatura: 29/11/2021","171.303,00","29/11/2021","29/11/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: Y G A COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EIRELI (EVM COMÉRCIO)                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada no fornecimento de água mineral potável (garrafão de 20 litros) visando atender o Hospital Regional de Carutapera, unidade administrada pela EMSERH.                                                          Processo/Ano: 40224/2021                                                          Contrato/Ano: 493/2021                                                          Dt. Assinatura: 30/07/2021","22.500,00","30/07/2021","30/07/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: Y G A COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EIRELI (EVM COMÉRCIO)                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação EMERGENCIAL de empresa especializada no fornecimento de água mineral potável (garrafão de 20 litros) visando atender o Hospital de Campanha de São Luís.                                                          Processo/Ano: 52992/2021                                                          Contrato/Ano: 218/2021                                                          Dt. Assinatura: 23/04/2021","15.624,00","23/04/2021","19/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: Y G A COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EIRELI (EVM COMÉRCIO)                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: FORNECIMENTO DE ÁGUA MINERAL EM GARRAFÕES DE 20 L PARA ATENDER A POLICLÍNICA DE AÇAILÂNDIA.                                                          Processo/Ano: 5966/2021                                                          Contrato/Ano: 330/2021                                                          Dt. Assinatura: 25/05/2021","8.640,00","25/05/2021","25/05/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: DELTA INDÚSTRIA E COMÉRCIO EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de material médico hospitalar (álcool etílico 70%), para atender às necessidades das Unidades Hospitalares administradas pela EMSERH (Lote 01).                                                          Processo/Ano: 151.595/2021                                                          Contrato/Ano: 83/2022                                                          Dt. Assinatura: 07/02/2022","1.022.580,00","07/02/2022","07/02/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: GLOBALSERV, COMÉRCIO, IMPORTAÇÃO, EXPORTAÇÃO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada na prestação de serviços continuados de limpeza, conservação e higienização, das áreas médico-hospitalares, externas e esquadrias com fornecimento de mão de obra qualificada, materiais, produtos saneantes, equipamentos e utensílios, para atender a necessidade da Unidade de Saúde Hospital de Campanha de São Luís, Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 49.609/2021                                                          Contrato/Ano: 274/2021                                                          Dt. Assinatura: 30/04/2021","869.101,08","30/04/2021","27/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GLOBALSERV, COMÉRCIO, IMPORTAÇÃO, EXPORTAÇÃO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Este Contrato tem por objeto, Contratação de empresa especializada na prestação de Serviços de Continuados de Limpeza, conservação e higienização, das áreas internas médico-hospitalares, externas, e esquadrias com fornecimento de mão de obra qualificada, materiais, produtos saneantes, equipamentos e utensílios, para atender a necessidade da Policlínica de Codó, administrados pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 251991/2021                                                          Contrato/Ano: 572/2022                                                          Dt. Assinatura: 07/10/2022","271.225,44","07/10/2022","07/10/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GLOBALSERV, COMÉRCIO, IMPORTAÇÃO, EXPORTAÇÃO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Este Contrato tem por objeto, Contratação de empresa especializada na prestação de Serviços de Continuados de Limpeza, conservação e higienização, das áreas internas médico-hospitalares, externas, e esquadrias com fornecimento de mão de obra qualificada, materiais, produtos saneantes, equipamentos e utensílios, para atender a necessidade do Hospital da Ilha.                                                          Processo/Ano: 160250/2021                                                          Contrato/Ano: 85/2022                                                          Dt. Assinatura: 07/02/2022","4.369.496,16","07/02/2022","07/02/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: GLOBALSERV, COMÉRCIO, IMPORTAÇÃO, EXPORTAÇÃO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação EMERGENCIAL de empresa especializada na prestação de SERVIÇOS CONTINUADOS DE LIMPEZA, CONSERVAÇÃO E HIGIENIZAÇÃO, das áreas médico-hospitalares, externas e esquadrias com fornecimento de mão de obra qualificada, materiais, produtos saneantes, equipamentos e utensílios, para atender a necessidade da Unidade de Saúde POLICLÍNICA DE CODÓ, administrados pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 252110/2021                                                          Contrato/Ano: 144/2022                                                          Dt. Assinatura: 03/03/2022","126.946,62","03/03/2022","30/08/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: GLOBALSERV, COMÉRCIO, IMPORTAÇÃO, EXPORTAÇÃO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviço continuados de limpeza, conservação e higienização, para atender as necessidades do Hospital Regional de Barra do Corda                                                          Processo/Ano: 229.018/2021                                                          Contrato/Ano: 40/2022                                                          Dt. Assinatura: 19/01/2022","962.820,06","19/01/2022","18/07/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: JL REZENDE COMÉRCIO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada em serviços técnicos no ramo de engenharia clínica, abrangendo serviços de manutenção preventiva, corretiva, calibração e qualificação, com reposição de peças nos equipamentos médico assistenciais deste contrato, para atender às necessidades do Hospital de Campanha de Imperatriz, Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares - EMSERH                                                          Processo/Ano: 34.546/2021                                                          Contrato/Ano: 275/2021                                                          Dt. Assinatura: 05/05/2021","55.656,00","05/05/2021","01/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: JL REZENDE COMÉRCIO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Serviços técnicos de manutenção preventiva, corretiva, calibração e qualificação, com reposição de peças nos equipamentos médicos assistenciais do Hospital de Retaguarda de Caxias.                                                          Processo/Ano: 61311/2021                                                          Contrato/Ano: 323/2021                                                          Dt. Assinatura: 20/05/2021","64.440,00","20/05/2021","16/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: LABORATORIO LACERDA LTDA-ME                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada na prestação de serviços laboratoriais em análises clínicas para atender as necessidades do Hospital Regional de Santa Luzia do Paruá-MA                                                          Processo/Ano: 781/2021                                                          Contrato/Ano: 281/2021                                                          Dt. Assinatura: 05/05/2021","365.930,74","05/05/2021","31/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: LABORATORIO LACERDA LTDA-ME                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada na prestação de serviços laboratoriais em análises clínicas para atender as necessidades do Hospital Regional de Carutapera - MA.                                                          Processo/Ano: 24034/2021                                                          Contrato/Ano: 258/2021                                                          Dt. Assinatura: 11/05/2021","354.535,00","11/05/2021","06/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: LABORATORIO LACERDA LTDA-ME                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada na prestação de serviços laboratoriais em análises clínicas.                                                          Processo/Ano: 23277/2021                                                          Contrato/Ano: 489/2021                                                          Dt. Assinatura: 04/08/2021","500.965,44","04/08/2021","04/08/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: LABORATORIO LACERDA LTDA-ME                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada na prestação de serviços laboratoriais em análises clínicas para atender as necessidades do Hospital Regional De Santa Luzia Do Paruá - MA, administrado pela EMSERH.                                                           Processo/Ano: 88022/2021                                                          Contrato/Ano: 71/2022                                                          Dt. Assinatura: 10/02/2022","796.999,72","10/02/2022","10/02/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: JOSILMED COMÉRCIO DE MATERIAL HOSPITALAR EIRELI - EPP                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de materiais médicos hospitalares, tipo diversos XV, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 152653/2021                                                          Contrato/Ano: 246/2022                                                          Dt. Assinatura: 22/04/2023","97.900,00","22/04/2022","22/04/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: LUZA PARK SEGURANÇA PRIVADA LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: SERVIÇOS CONTINUADOS DE VIGILÂNCIA PATRIMONIAL E SEGURANÇA ARMADA PARA O HOSPITAL DE CUIDADOS INTENSIVOS HCI                                                          Processo/Ano: 27697/2021                                                          Contrato/Ano: 470/2021                                                          Dt. Assinatura: 13/07/2021","563.999,74","13/07/2021","13/07/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: LUZA PARK SEGURANÇA PRIVADA LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para prestação de serviços continuados de vigilância patrimonial e segurança armada, diurna e noturna, para atender a demanda do HOSPITAL REGIONAL DE BARRA DO CORDA (MA), Unida de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH, de acordo com as especificações, quantitativos e condições constantes no Termo de Referência e proposta apresentada pela Empresa, ora Contratada (anexa), partes integrantes deste Contrato, independentemente de suas transcrições.                                                          Processo/Ano: 227.158/2021                                                          Contrato/Ano: 232/2022                                                          Dt. Assinatura: 07/04/2022","344.499,80","07/04/2022","07/04/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: ZUCK PAPEIS LTDA EPP                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada no fornecimento de medicamentos de formas farmacêuticas diversas para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                           Processo/Ano: 42.399/2021                                                          Contrato/Ano: 700/2021                                                          Dt. Assinatura: 29/11/2021","1.200.000,00","29/11/2021","29/11/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. M. LIMA EIRELI - ME (LABORATÓRIO DO TRABALHADOR)                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada para a prestação de serviços laboratoriais em análises clínicas para atender às necessidades da Unidade de Cuidados Intensivos de Açailândia (MA), estabelecimento de saúde administrado pela Empresa Maranhense de Serviços Hospitalares – EMSERH, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independentemente de suas transcrições.                                                          Processo/Ano: 40.226/2021                                                          Contrato/Ano: 319/2021                                                          Dt. Assinatura: 18/05/2021","477.386,00","18/05/2021","14/11/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: ROCHE DIAGNÓSTICA BRASIL - LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada no fornecimento de testes para triagem sorológica com cessão de equipamento em comodato para o HEMOCENTRO COORDENADOR DE HEMATOLOGIA E HEMOTERAPIA DO MARANHÃO – HEMOMAR – LOTE 2.                                                          Processo/Ano: 40437/2021                                                          Contrato/Ano: 214/2021                                                          Dt. Assinatura: 20/05/2021","2.407.728,00","20/05/2021","15/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: SAÚDE E IMAGEM EQUIPAMENTOS MÉDICOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada em serviços técnicos no ramo de Engenharia Clínica, abrangendo serviços de manutenção preventiva, corretiva, calibração e qualificação, com reposição de peças, nos equipamentos médicos assistenciais para Unidade de Saúde do Hospital de Campanha de São Luís.                                                          Processo/Ano: 61721/2021                                                          Contrato/Ano: 327/2021                                                          Dt. Assinatura: 20/05/2021","59.256,00","20/05/2021","15/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: SAÚDE E IMAGEM EQUIPAMENTOS MÉDICOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada em serviços técnicos no ramo de engenharia clínica, abrangendo serviços de manutenção preventiva, corretiva, calibração e qualificação, com reposição de peças, nos equipamentos médico assistenciais, para atender as demandas da Policlínica do Cohatrac.                                                          Processo/Ano: 41178/2021                                                          Contrato/Ano: 391/2021                                                          Dt. Assinatura: 15/06/2021","36.432,00","15/06/2021","11/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: CCP MED DISTRIBUIDORA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de insumos e soluções para as C.M.E’s (Centrais de Materiais e Esterilização) para atender a demanda das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 20734/2021                                                          Contrato/Ano: 304/2021                                                          Dt. Assinatura: 26/05/2021","11.598,00","26/05/2021","26/05/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: INDAPHARMA COMERCIO E SERVICOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de insumos e soluções para as C.M.E’s (Centrais de Materiais e Esterilização) para atender a demanda das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 20.734/2021                                                          Contrato/Ano: 280/2021                                                          Dt. Assinatura: 26/05/2021","117.342,00","26/05/2021","26/05/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: NJ Serviços Médicos Ltda                                                                                                           Tipo de Contratação: DISPENSA                                                          Objeto: Prestação de serviços médicos, para atender a demanda do Hospital de Campanha de São Luís, administrado pela EMSERH.                                                           Processo/Ano: 47290/2021                                                          Contrato/Ano: 359/2021                                                          Dt. Assinatura: 31/05/2021","632.100,00","31/05/2021","26/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: NJ Serviços Médicos Ltda                                                                                                           Tipo de Contratação: DISPENSA                                                          Objeto: Prestação de serviços de saúde, para atender a demanda do Hospital de Campanha de São Luís, administrado pela EMSERH.                                                          Processo/Ano: 47293/2021                                                          Contrato/Ano: 362/2021                                                          Dt. Assinatura: 02/06/2021","1.530.900,00","02/06/2021","28/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: NJ Serviços Médicos Ltda                                                                                                           Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviços médico ambulatorial em Ortopedia, para atendimento à demanda externa (Afonso Cunha) do Hospital de Urgência e Emergência de Presidente Dutra.                                                           Processo/Ano: 205594/2021                                                          Contrato/Ano: 721/2021                                                          Dt. Assinatura: 06/12/2021","69.600,00","06/12/2021","04/06/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: NJ Serviços Médicos Ltda                                                                                                           Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviços médico ambulatorial em Ortopedia, para atendimento à demanda externa (Mirador) do Hospital de Urgência e Emergência de Presidente Dutra.                                                          Processo/Ano: 202648/2021                                                          Contrato/Ano: 722/2021                                                          Dt. Assinatura: 06/12/2021","63.600,00","06/12/2021","04/06/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: NJ Serviços Médicos Ltda                                                                                                           Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviço médico ambulatorial de ortopedia para atendimento â demanda externa do Hospital Regional Adélia Matos Fonseca.                                                          Processo/Ano: 203351/2021                                                          Contrato/Ano: 729/2021                                                          Dt. Assinatura: 15/12/2021","46.800,00","15/12/2021","13/06/2022","Detalhar                                                                                                                                                                                                                PDF"
