"Sigla","Dados da contratação","Vl Global","Inicio Vigência","Fim Vigência","Download"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de materiais médicos hospitalares (DIVERSOS I) para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 285200/2019                                                          Contrato/Ano: 95/2022                                                          Dt. Assinatura: 14/02/2022","808.514,73","14/02/2022","14/02/2024","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Materiais Médico-Hospitalares, do tipo Curativos, para atender às necessidades das Unidades Hospitalares administradas pela EMSERH.                                                          Processo/Ano: 149.046/2019                                                          Contrato/Ano: 85/2019                                                          Dt. Assinatura: 03/04/2019","2.394.900,00","03/04/2019","03/04/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Medicamentos de Formas Farmacêuticas Diversas para atender as necessidades das Unidades Hospitalares administrada pela Empresa Maranhense de Serviços Hospitalares.                                                          Processo/Ano: 229373/2019                                                          Contrato/Ano: 213/2020                                                          Dt. Assinatura: 22/06/2020","2.550.000,00","22/06/2020","22/06/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Medicamentos de Formas Farmacêuticas Injetáveis (Grupo I) para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 224668/2019                                                          Contrato/Ano: 154/2020                                                          Dt. Assinatura: 22/05/2020","2.120.720,00","22/05/2020","22/05/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Nutrições Parenterais para atender às necessidades das Unidades de Saúde administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 10135/2019                                                          Contrato/Ano: 247/2019                                                          Dt. Assinatura: 12/08/2019","298.922,00","12/08/2019","12/08/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Materiais Médicos Hospitalares (Perfurocortantes) para atender as necessidades das Unidades Hospitalares administradas pela EMSERH.                                                          Processo/Ano: 284.360/2019                                                          Contrato/Ano: 404/2020                                                          Dt. Assinatura: 19/09/2020","382.794,03","15/09/2020","15/09/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: 1.1	Fornecimento de medicamentos de formas farmacêuticas Via Oral (frascos), para atender as necessidades das Unidades de Saúde administradas pela EMSERH                                                          Processo/Ano: 91.090/2019                                                          Contrato/Ano: 152/2019                                                          Dt. Assinatura: 22/05/2020","35.000,00","22/05/2019","22/05/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: medicamentos de formas farmaceuticas injetaveis                                                          Processo/Ano: 91113/2019                                                          Contrato/Ano: 162/2019                                                          Dt. Assinatura: 29/05/2019","307.600,00","29/05/2019","29/05/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Medicamentos de Formas Farmacêuticas Injetáveis para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 104.325/2019                                                          Contrato/Ano: 292/2019                                                          Dt. Assinatura: 16/09/2019","5.160.000,00","16/09/2019","16/09/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M. A. SILVA E CIA LTDA                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de Medicamentos oncológicos para atender as necessidades do Hospital do Câncer do Maranhão,                                                           Processo/Ano: 114.096/2019                                                          Contrato/Ano: 351/2019                                                          Dt. Assinatura: 22/10/2019","60.120,00","22/10/2019","22/10/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: TRIVALE ADMINISTRACAO LTDA                                                                                                                             Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para prestação de Serviços de Implantação e Operacionalização de Sistema de Gerenciamento Informatizado de Abastecimento e Lavagem de Veículos, para atender às necessidades das Unidades de Saúde administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH, bem como sua Sede Administrativa, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independente de suas transcrições.                                                          Processo/Ano: 75.546/2019                                                          Contrato/Ano: 383/2019                                                          Dt. Assinatura: 04/12/2019","5.147.976,00","04/12/2019","04/12/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: MED SURGERY HOSPITALAR LTDA.                                                                                                                           Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para fornecimento de OPME - órteses próteses e materiais especiais – hemostáticos, neurocirurgia, quimioterapia e gastroenterologia, para atender às necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 238.817/2019                                                          Contrato/Ano: 408/2020                                                          Dt. Assinatura: 28/08/2020","981.198,00","28/08/2020","28/08/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: MED SURGERY HOSPITALAR LTDA.                                                                                                                           Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de OPME – Órteses, Próteses e Materiais Especiais (Curativos Especiais p/ Tratamento de Epidermólise Bolhosa), para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 191.168/2019                                                          Contrato/Ano: 260/2020                                                          Dt. Assinatura: 03/07/2020","85.800,00","03/07/2020","03/07/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: DELIVERY PRODUTOS MEDICOS E NUTRICIONAIS EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para fornecimento de OPME - órteses próteses e materiais especiais – hemostáticos, neurocirurgia, quimioterapia e gastroenterologia, para atender às necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 238.817/2019                                                          Contrato/Ano: 416/2020                                                          Dt. Assinatura: 31/08/2020","66.328,00","31/08/2020","31/08/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: DELIVERY PRODUTOS MEDICOS E NUTRICIONAIS EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de Material Médico Hospitalar para atender as necessidades das Unidades administradas pela EMSERH                                                           Processo/Ano: 174.768/2019                                                          Contrato/Ano: 37/2020                                                          Dt. Assinatura: 18/03/2020","55.000,00","18/03/2020","18/03/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: DELIVERY PRODUTOS MEDICOS E NUTRICIONAIS EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de suplementos nutricionistas (para o tratamento de Epidermólise Bolhosa) para atender as necessidades das Unidades de Saúde administradas pela EMSERH.                                                          Processo/Ano: 194327/2019                                                          Contrato/Ano: 397/2020                                                          Dt. Assinatura: 25/08/2020","12.880,00","25/08/2020","25/08/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: STERILIZA CORPORATION                                                                                                                                  Tipo de Contratação: DISPENSA                                                          Objeto: contratação emergencial para prestação de serviço de reprocessamento de material médico-hospitalar por óxido de etileno e/ou vapor saturado sob pressão, para os materiais utilizados na upa da cidade operária, administrada pela EMSERH, incluídos insumos, mão de obra e logística necessários para a execução dos serviços                                                          Processo/Ano: 273954/2019                                                          Contrato/Ano: 51/2020                                                          Dt. Assinatura: 30/03/2020","54.511,98","30/03/2020","11/05/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ECOSERVICE GESTÃO E SERVIÇOS AMBIENTAIS LTDA                                                                                                                      Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para serviços de coleta, transporte, tratamento e disposição final de resíduos de serviços de saúde de classificação A, B e E, com fornecimento de bombonas, em regime de comodato, para atender a demanda do Hospital Macrorregional Ruth de Aquino Noleto, situado na Cidade de Imperatriz, Estado do Maranhão, Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independente de suas transcrições.                                                          Processo/Ano: 79.035/2019                                                          Contrato/Ano: 328/2019                                                          Dt. Assinatura: 04/10/2019","168.600,00","04/10/2019","04/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: A. C. S.  CATANHO.                                                                                                                                     Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Fornecimento de materiais de limpeza para atender às necessidades dos Serviços de Verificação de Óbitos (SVP), administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 214.660/2019                                                          Contrato/Ano: 2/2020                                                          Dt. Assinatura: 16/01/2020","5.545,14","16/01/2020","16/01/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: FUJICOM COMÉRCIO                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: 1.1	Fornecimento de insumos críticos para o Ciclo Produtivo do Sangue (bolsas para coleta e filtro) em regime de comodato, para os setores de triagem de doadores, coleta, produção, estocagem e distribuição do Hemocentro Coordenador e dos Hemonúcleos que compõem a Hemorrede do Maranhão.                                                          Processo/Ano: 179.258/2019                                                          Contrato/Ano: 144/2020                                                          Dt. Assinatura: 14/05/2020","15.065.464,40","14/05/2020","14/05/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: OBS PINTO ENGENHARIA                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada no serviço de execução dos serviços de construção de Cabine de Medição, Proteção e Subestação Abrigada.                                                           Processo/Ano: 142.911/2019                                                          Contrato/Ano: 266/2019                                                          Dt. Assinatura: 26/08/2019","399.950,00","26/08/2019","22/02/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: CATARINA FERREIRA DE SOUSA                                                                                                                             Tipo de Contratação: DISPENSA                                                          Objeto: Aquisição de materiais e equipamentos para o TEA – CER Olho D’Agua, em concordância com as especificações, quantitativa e condições constantes neste Contrato.                                                            Processo/Ano: 166.174/2019                                                          Contrato/Ano: 45/2020                                                          Dt. Assinatura: 27/03/2020","16.267,00","27/03/2020","23/09/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: CATARINA FERREIRA DE SOUSA                                                                                                                             Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa para o fornecimento de materiais de limpeza e epi's                                                          Processo/Ano: 73687/2019                                                          Contrato/Ano: 133/2019                                                          Dt. Assinatura: 22/05/2019","62.785,60","22/05/2019","28/09/2019","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: PROF LAB COMERCIO E REPRESENTACOES LTDA                                                                                                                Tipo de Contratação: LICITAÇÃO                                                          Objeto: 1.1	Este contrato tem por objeto o fornecimento de equipamentos de proteção individual – epi e demais insumos para o Laboratório Central de Saúde Pública do maranhão – lacen/ma, administrado pela Empresa Maranhense de Serviços Hospitalares - EMSERH                                                          Processo/Ano: 82.783/2019                                                          Contrato/Ano: 10/2020                                                          Dt. Assinatura: 05/02/2020","11.588,00","05/02/2020","05/02/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: PROF LAB COMERCIO E REPRESENTACOES LTDA                                                                                                                Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de materiais médicos hospitalares (DIVERSOS I) para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 285200/2019                                                          Contrato/Ano: 541/2021                                                          Dt. Assinatura: 27/08/2021","95.103,00","27/08/2021","27/08/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: PROF LAB COMERCIO E REPRESENTACOES LTDA                                                                                                                Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de sangue de carneiro e cavalo desfibrinado, soro normal bovino e soro normal de cavalo.                                                          Processo/Ano: 280.536/2019                                                          Contrato/Ano: 139/2020                                                          Dt. Assinatura: 19/05/2020","13.520,00","19/05/2020","19/05/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: PROF LAB COMERCIO E REPRESENTACOES LTDA                                                                                                                Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de KITS/REAGENTES para o Laboratório de Sorologia do Hemomar para Testagem em Doadores de Sangue.                                                           Processo/Ano: 2522/2019                                                          Contrato/Ano: 46/2020                                                          Dt. Assinatura: 25/03/2020","14.400,00","25/03/2020","25/03/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: PROF LAB COMERCIO E REPRESENTACOES LTDA                                                                                                                Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para fornecimento de Equipamentos de Proteção Individual – Epi e demais insumos para o Laboratório Central de Saúde Pública Do Maranhão – LACEN/MA, administrado pela Empresa Maranhense de Serviços Hospitalares - EMSERH, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independente de suas transcrições.                                                          Processo/Ano: 58.680/2019                                                          Contrato/Ano: 07/2020                                                          Dt. Assinatura: 22/01/2020","53.220,00","22/01/2020","22/01/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: BRASIL PHARMA HOSPITAL LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Fornecimento de Medicamentos de Formas Farmacêuticas Injetáveis (Grupo II) para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 224.681/2019                                                          Contrato/Ano: 323/2020                                                          Dt. Assinatura: 05/08/2020","319.500,00","05/08/2020","05/08/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ZILFARMA PRODUTOS FARMACEUTICOS LTDA                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Nutrições Parenterais para atender às necessidades das Unidades de Saúde administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 10.135/2019                                                          Contrato/Ano: 246/2019                                                          Dt. Assinatura: 12/08/2019","447.200,00","12/08/2019","12/08/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ZILFARMA PRODUTOS FARMACEUTICOS LTDA                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de Material Médico Hospitalar para atender as necessidades das Unidades administradas pela EMSERH                                                           Processo/Ano: 174.768/2019                                                          Contrato/Ano: 38/2020                                                          Dt. Assinatura: 18/03/2020","220.000,00","18/03/2020","18/03/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: PROTEC EXPORT IND.COM.IMP.E EX.DE EQ.M.H.LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para fornecimento de materiais médicos hospitalares para atender às necessidades das Unidades de Saúde administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independente de suas transcrições.                                                          Processo/Ano: 118.935/2019                                                          Contrato/Ano: 397/2019                                                          Dt. Assinatura: 13/12/2019","37.500,00","13/12/2019","13/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: FARMACE IND. QUIMICO-FARMACEUTICO CEARENSE LT                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de medicamentos de formas farmacêuticas diversas para atender as necessidades das Unidades administradas pela EMSERH                                                          Processo/Ano: 104330/2019                                                          Contrato/Ano: 369/2019                                                          Dt. Assinatura: 12/11/2019","1.248.701,50","12/11/2019","12/11/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: FARMACE IND. QUIMICO-FARMACEUTICO CEARENSE LT                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de Material Médico Hospitalar para atender as necessidades das Unidades administradas pela EMSERH                                                           Processo/Ano: 174.768/2019                                                          Contrato/Ano: 36/2020                                                          Dt. Assinatura: 19/03/2020","450.000,00","19/03/2020","19/03/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: FARMACE IND. QUIMICO-FARMACEUTICO CEARENSE LT                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: 1.1	Fornecimento de medicamentos de formas farmacêuticas Via Oral (frascos), para atender as necessidades das Unidades de Saúde administradas pela EMSERH.                                                           Processo/Ano: 91.130/2019                                                          Contrato/Ano: 158/2019                                                          Dt. Assinatura: 06/06/2019","5.000,00","06/06/2019","06/06/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: FARMACE IND. QUIMICO-FARMACEUTICO CEARENSE LT                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: É objeto deste Contrato Fornecimento de MEDICAMENTOS DE FORMAS FARMACÊUTICAS INJETÁVEIS (GRUPO III), visando suprir as necessidades da Empresa Maranhense de Serviços Hospitalares - EMSERH                                                          Processo/Ano: 203.296/2019                                                          Contrato/Ano: 340/2019                                                          Dt. Assinatura: 15/10/2019","158.338,96","15/10/2019","15/10/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: FARMACE IND. QUIMICO-FARMACEUTICO CEARENSE LT                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Medicamentos de Formas Farmacêuticas Injetáveis (Grupo I) para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 224.668/2019                                                          Contrato/Ano: 153/2020                                                          Dt. Assinatura: 22/05/2020","562.500,00","22/05/2020","22/05/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: FARMACE IND. QUIMICO-FARMACEUTICO CEARENSE LT                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: 1.1	Fornecimento de MEDICAMENTOS DE FORMAS FARMACÊUTICAS INJETÁVEIS (GRUPO II), visando suprir as necessidades da Empresa Maranhense de Serviços Hospitalares - EMSERH, em consonância com as especificações, quantitativos e condições constantes neste Contrato                                                          Processo/Ano: 91.156/2019                                                          Contrato/Ano: 166/2019                                                          Dt. Assinatura: 06/06/2019","738.000,00","06/06/2019","06/06/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: FARMACE IND. QUIMICO-FARMACEUTICO CEARENSE LT                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Medicamentos de Formas Farmacêuticas Injetáveis (Grupo II) para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                            Processo/Ano: 224.681/2019                                                          Contrato/Ano: 322/2020                                                          Dt. Assinatura: 30/07/2020","1.124.550,00","30/07/2020","30/07/2021","Detalhar                                                                                                                                                                                                                PDF"
