"Sigla","Dados da contratação","Vl Global","Inicio Vigência","Fim Vigência","Download"
"EMSERH","Contratada: INSTITUTO ACOLHER VIDAS                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE SAÚDE EM ENDOCRINOLOGIA PARA ATENDER A DEMANDA DA POLICLÍNICA DE CAXIAS                                                          Processo/Ano: 123673/2022                                                          Contrato/Ano: 072/2023                                                          Dt. Assinatura: 06/02/2023","139.992,00","06/02/2023","06/02/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: INSTITUTO ACOLHER VIDAS                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviço de saúde em ENDOCRINOLOGIA, com realização de consultas para atender a demanda da POLICLÍNICA DO CUJUPE, administrado pela EMSERH                                                          Processo/Ano: 29074/2022                                                          Contrato/Ano: 215/2022                                                          Dt. Assinatura: 31/03/2022","74.400,00","31/03/2022","26/09/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: INSTITUTO ACOLHER VIDAS                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviço de saúde em mastologia, com consultas e procedimentos, para atender a demanda da Policlínica do Cujupe, administrada pela EMSERH.                                                          Processo/Ano: 29079/2022                                                          Contrato/Ano: 216/2022                                                          Dt. Assinatura: 01/04/2022","75.000,00","01/04/2022","27/09/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: INSTITUTO ACOLHER VIDAS                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA na Prestação de Serviços de Saúde em Ginecologia/ Obstetrícia (AMBULATÓRIO), com realização de consultas para atender a demanda da POLICLÍNICA DO COROADINHO – LOTE 1                                                          Processo/Ano: 56204/2022                                                          Contrato/Ano: 036/2023                                                          Dt. Assinatura: 17/01/2023","129.000,00","17/01/2023","17/01/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: INSTITUTO ACOLHER VIDAS                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviço de saúde em urologia, para atender a demanda da Policlínica de Cujupe - MA, administrada pela EMSERH.                                                           Processo/Ano: 29874/2022                                                          Contrato/Ano: 217/2022                                                          Dt. Assinatura: 01/04/2022","90.000,00","01/04/2022","27/09/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: INSTITUTO ACOLHER VIDAS                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Contratação de empresa especializada na prestação de Serviços de Saúde, especialidade em GINECOLOGIA para atender a demanda da POLICLÍNICA DO CUJUPE, administrado pela EMSERH                                                          Processo/Ano: 29880/2022                                                          Contrato/Ano: 237/2023                                                          Dt. Assinatura: 04/05/2023","108.765,00","04/05/2023","04/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: Paramed Distribuidora de Medicamentos Ltda                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: o Fornecimento de Material Médico-Hospitalar, Tipo Sonda Foley – ITEM 05                                                          Processo/Ano: 140154/2022                                                          Contrato/Ano: 77/2023                                                          Dt. Assinatura: 02/02/2023","5.370,00","02/02/2023","02/02/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: Paramed Distribuidora de Medicamentos Ltda                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada no Fornecimento de Medicamentos DIVERSOS II, para atender as necessidades das Unidades Hospitalares, administradas pela Empresa Maranhense de Serviços Hospitalares.                                                          Processo/Ano: 77763/2022                                                          Contrato/Ano: 018/2023                                                          Dt. Assinatura: 12/01/2023","44.072,50","12/01/2023","12/01/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: Paramed Distribuidora de Medicamentos Ltda                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Aquisição emergencial de medicamentos, inclusos na PORTARIA 344/98 (ANTÍDOTO, ANESTÉSICO, ANTICONVULSIVANTE, BENZODIAZEPÍNICO E ANTIPISSICÓTICO) para atender as necessidades Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 122095/2022                                                          Contrato/Ano: 642/2022                                                          Dt. Assinatura: 28/11/2022","7.750,00","28/11/2022","27/05/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GM Distribuidora de Produtos para Saúde Ltda                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada no Fornecimento de Medicamentos Diversos III, LOTE 07, para atender as necessidades das Unidades Hospitalares, administradas pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 112930/2022                                                          Contrato/Ano: 273/2023                                                          Dt. Assinatura: 09/05/2023","52.800,00","09/05/2023","09/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GM Distribuidora de Produtos para Saúde Ltda                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada para fornecimento de medicamentos quimioterápicos, para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares.                                                          Processo/Ano: 44279/2022                                                          Contrato/Ano: 544/2022                                                          Dt. Assinatura: 06/10/2022","1.305,00","06/10/2022","06/10/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GM Distribuidora de Produtos para Saúde Ltda                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de Materiais Médico Hospitalares do tipo Fios Cirúrgicos, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 193075/2022                                                          Contrato/Ano: 207/2023                                                          Dt. Assinatura: 10/04/2023","82.216,80","10/04/2023","10/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GM Distribuidora de Produtos para Saúde Ltda                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Materiais médico hospitalares tipo absorventes                                                          Processo/Ano: 44324/2022                                                          Contrato/Ano: 292/2022                                                          Dt. Assinatura: 09/05/2022","21.120,00","09/05/2022","09/05/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GM Distribuidora de Produtos para Saúde Ltda                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de Materiais Médico-Hospitalares (Fios Cirúrgicos-Catgut), ITENS Nº 05, 06, 07, 08, 11, 12 E 13, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 142276/2022                                                          Contrato/Ano: 255/2023                                                          Dt. Assinatura: 02/05/2023","74.749,60","02/05/2023","02/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: HIT CARE NORDESTE IMPORTAÇÃO, COMERCIO E SERVIÇOS DE PRODUTOS MEDICOS, ODONTOLOGICOS E HOSPITALARES LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Este Contrato tem por objeto, a contratação de empresa especializada para locação de 01 (UM) APARELHO CR, DRY E CASSETE, para atender o HOSPITAL DE BARRA DO CORDA/MA, unidade de saúde administrada pela EMSERH                                                          Processo/Ano: 49484/2022                                                          Contrato/Ano: 257/2023                                                          Dt. Assinatura: 08/05/2023","118.800,00","08/05/2023","08/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: : Contratação de empresa especializada para fornecimento de materiais médicos hospitalares, tipo fraldas descartáveis, para atender às necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 39.740/2022                                                          Contrato/Ano: 577/2022                                                          Dt. Assinatura: 24/10/2022","98.100,00","24/10/2022","24/10/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada para o Fornecimento de medicamentos ANTIBIÓTICOS e AINES (LOTE 10) para atender as necessidades Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 66094/2022                                                          Contrato/Ano: 199/2023                                                          Dt. Assinatura: 10/04/2023","21.480,00","10/04/2023","10/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para aquisição de materiais médico-hospitalares (ITEM 05), tais como: bolsa pressórica, amniótomo, cateter umbilical e outros, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH.                                                          Processo/Ano: 8278/2022                                                          Contrato/Ano: 541/2022                                                          Dt. Assinatura: 11/10/2022","81.000,00","11/10/2022","11/10/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: contratação de empresa especializada para o fornecimento de Materiais da Anestesia e Gasoterapia, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 8284/2022                                                          Contrato/Ano: 235/2023                                                          Dt. Assinatura: 04/05/2023","28.298,00","04/05/2023","04/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para fornecimento de material médico hospitalar (tipo: luva para procedimento e agulha hipodérmica), ITENS Nº 01, 02, 03, 04 e 06, para atender às necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 84056/2022                                                          Contrato/Ano: 004/2023                                                          Dt. Assinatura: 05/01/2023","3.535.945,00","05/01/2023","05/01/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada para aquisição de Materiais Médico-hospitalares, Tais quais: Equipos, Cateteres e Afins, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 57563/2022                                                          Contrato/Ano: 73/2023                                                          Dt. Assinatura: 22/03/2023","1.710.000,00","22/03/2023","22/03/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Este Contrato tem por objeto, a aquisição de Materiais médico-hospitalares – Diversos, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH – ITENS 02 e 10                                                          Processo/Ano: 196065/2022                                                          Contrato/Ano: 113/2023                                                          Dt. Assinatura: 06/03/2023","16.750,00","06/03/2023","06/03/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Contratação de empresa especializada no Fornecimento de Medicamentos ANTIINFLAMATÓRIOS E ANESTESICOS LOCAIS para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 196088/2022                                                          Contrato/Ano: 322/2023                                                          Dt. Assinatura: 05/06/2023","87.720,00","05/06/2023","05/06/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Este Contrato tem por objeto, a contratação de empresa especializada no fornecimento de medicamentos ANTIBIÓTICOS, ANTIFÚNGICOS E OUTROS (ITENS 02 e 03) para atender as necessidades das Unidades Hospitalares administradas pela EMSERH, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independentemente de suas transcrições                                                          Processo/Ano: 49909/2022                                                          Contrato/Ano: 153/2023                                                          Dt. Assinatura: 26/04/2023","64.620,00","26/04/2023","26/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Contratação de empresa especializada no Fornecimento de Medicamentos ANTIBIOTICOS, ITEM Nº 01 e 11, para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 242140/2022                                                          Contrato/Ano: 188/2023                                                          Dt. Assinatura: 27/04/2023","70.944,00","27/04/2023","27/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Fornecimento de Medicamentos PSICOTRÓPICOS, ANTIEMÉTICOS E ODONTOLÓGICOS, item 02, para atender as necessidades das Unidades Hospitalares, administradas pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 211355/2022                                                          Contrato/Ano: 309/2023                                                          Dt. Assinatura: 06/06/2023","19.740,00","06/06/2023","06/06/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I. VASCONCELOS CAVALCANTE (MED CARE DISTRIBUIDORA E REPRESENTAÇÕES)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada para a aquisição de materiais médico-hospitalares, TIPO PAPEL GRAU CIRÚRGICO (ITEM 01), para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 84061/2022                                                          Contrato/Ano: 042/2023                                                          Dt. Assinatura: 20/03/2023","14.496,00","20/03/2023","20/03/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada no Fornecimento de Medicamentos LAXATIVOS E REPOSITOR ELETROLÍTICO (ITEM 01) para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 145597/2022                                                          Contrato/Ano: 130/2023                                                          Dt. Assinatura: 21/03/2023","638.280,00","21/03/2023","21/03/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GESTMEDH GESTÃO EM SERVIÇOS MÉDICOS HOSPITALARES EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada na Prestação de Serviços de Saúde em Ortopedia, para atender às necessidades do Hospital Regional de Barra do Corda/MA.                                                          Processo/Ano: 3389/2022                                                          Contrato/Ano: 047/2023                                                          Dt. Assinatura: 08/02/2023","1.348.999,92","08/02/2023","08/02/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I L FIALHO JÚNIOR COMÉRCIO EIRELI                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Contratação de empresa para fornecimento de gêneros secos, carnes, peixes, hortifrutis, polpas, descartáveis, químicos e material de limpeza, mediante sistema de Registro de Preço.                                                          Processo/Ano: 42697/2022                                                          Contrato/Ano: 295/2022                                                          Dt. Assinatura: 23/05/2022","919.319,60","23/05/2022","23/05/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: I L FIALHO JÚNIOR COMÉRCIO EIRELI                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Contrato tem por objeto o consumo da Ata de Registro de Preços nº 018/2021 que trata da aquisição de gêneros secos, carnes, aves, peixes, hortifrutis, polpas, descartáveis, químicos e material de limpeza, mediante Sistema de Registro de Preços, para atender a demanda do Hospital Regional de Urgência e Emergência de Presidente Dutra                                                          Processo/Ano: 50223/2022                                                          Contrato/Ano: 296/2022                                                          Dt. Assinatura: 24/05/2022","482.705,40","24/05/2022","24/05/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: E S NEVES COMERCIO EIRELLI                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Este Contrato tem por objeto o registro de preços para o fornecimento de gêneros secos, carnes, aves, peixes, hortifrutis, polpas, descartáveis, químicos e material de limpeza, mediante Sistema de Registro de Preços, para atender a demanda do Hospital Regional de Urgência e Emergência de Presidente Dutra, conforme Termo de Referência, parte integrante deste Contrato, independentemente de suas transcrições.                                                          Processo/Ano: 48.920/2022                                                          Contrato/Ano: 355/2022                                                          Dt. Assinatura: 17/06/2022","209.508,58","17/06/2022","17/06/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: L. BARROSO BARBOSA & CIA LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: contratação de empresa especializada na prestação de serviços de saúde em GENÉTICA MÉDICA para atender a demanda da POLICLÍNICA DE CAXIAS, administrada pela EMSERH                                                          Processo/Ano: 123747/2022                                                          Contrato/Ano: 359/2023                                                          Dt. Assinatura: 20/06/2023","189.000,00","20/06/2023","20/06/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: L. BARROSO BARBOSA & CIA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada para serviços de saúde em genética médica, para atendimento à demanda da POLICLÍNICA DE CAXIAS, Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares - EMSERH.                                                          Processo/Ano: 120.995/2022                                                          Contrato/Ano: 629/2022                                                          Dt. Assinatura: 25/11/2022","90.000,00","25/11/2022","24/05/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: L. BARROSO BARBOSA & CIA LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de Empresa especializada na prestação de serviços de saúde em HEMATOLOGIA para atender a demanda da POLICLÍNICA DE CAXIAS, administrada pela EMSERH.                                                          Processo/Ano: 123722/2022                                                          Contrato/Ano: 219/2023                                                          Dt. Assinatura: 18/04/2023","180.000,00","18/04/2023","18/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: L. BARROSO BARBOSA & CIA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação EMERGENCIAL de empresa especializada na Prestação de Serviços de Saúde em PSIQUIATRIA para atender a demanda da POLICLÍNICA DE CAXIAS, Unidade de Saúde administrada pela EMSERH.                                                          Processo/Ano: 120718/2022                                                          Contrato/Ano: 672/2022                                                          Dt. Assinatura: 28/12/2022","105.000,00","28/12/2022","26/06/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: L. BARROSO BARBOSA & CIA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação Emergencial de Empresa Especializada na Prestação de Serviços de Saúde em INFECTOLOGIA para atender a demanda da POLICLÍNICA DE CAXIAS, Unidade de Saúde administrada pela EMSERH.                                                          Processo/Ano: 121257/2022                                                          Contrato/Ano: 524/2022                                                          Dt. Assinatura: 27/09/2022","90.000,00","27/09/2022","26/03/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: AAZ SAUDE COMÉRCIO DE PRODUTOS MÉDICOS E HOSPITALARES EIRELI EPP                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de Materiais de cinesioterapia para utilização em salas de parto humanizado e Centros de Reabilitação, ITENS Nº 13, 21 e 22, afim  atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 168934/2022                                                          Contrato/Ano: 253/2023                                                          Dt. Assinatura: 02/05/2023","14.040,00","02/05/2023","02/05/2025","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: T. BARRAOS AMANCIO EIRELI (CENTRALMED)                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Prestação de serviços de saúde médico ambulatorial em ginecologia para atendimento à demanda externa do Hospital de Urgência e Emergência de Presidente Dutra                                                          Processo/Ano: 17547/2022                                                          Contrato/Ano: 198/2022                                                          Dt. Assinatura: 29/03/2022","75.000,00","29/03/2022","24/09/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: VIMARTECH MANUTENÇÕES LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS HOSPITALARES do tipo CARDIOVERSOR PORTATIL/DESFIBRILADOR, PARA POLICLINICA DO COROADINHO, UNIDADE ADMINISTRADA PELA EMPRESA MARANHENSE DE SERVIÇOS HOSPITALARES/EMSERH.                                                          Processo/Ano: 59371/2022                                                          Contrato/Ano: 396/2022                                                          Dt. Assinatura: 02/08/2022","16.800,00","02/08/2022","28/01/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: E P L dos Santos Serviço e Comércio                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de água mineral galão de 20 litros para atender o HEMOMAR SÃO LUIS, unidade de saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 44044/2022                                                          Contrato/Ano: 628/2022                                                          Dt. Assinatura: 17/11/2022","18.792,00","17/11/2022","17/11/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: E P L dos Santos Serviço e Comércio                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: fornecimento de água mineral galão de 20 litros para atender a Policlínica do Cujupe, unidade de saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 29925/2022                                                          Contrato/Ano: 202/2023                                                          Dt. Assinatura: 03/04/2023","17.820,00","03/04/2023","03/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: E P L dos Santos Serviço e Comércio                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: contratação EMERGENCIAL de empresa especializada para o fornecimento de água mineral galão de 20 litros para atender a Policlínica do Cujupe, unidade de saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 30514/2022                                                          Contrato/Ano: 504/2022                                                          Dt. Assinatura: 05/09/2022","5.250,00","05/09/2022","04/03/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: E P L dos Santos Serviço e Comércio                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada para o fornecimento de ÁGUA MINERAL, galão de 20 litros para atender a Policlínica do Coroadinho, unidade de saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 55646/2022                                                          Contrato/Ano: 029/2023                                                          Dt. Assinatura: 16/01/2023","13.500,00","16/01/2023","16/01/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: E P L dos Santos Serviço e Comércio                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada para contratação de empresa especializada para o fornecimento de ÁGUA MINERAL, galão de 20 litros para atender o HOSPITAL DE CARUTAPERA, unidade de saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 127253/2022                                                          Contrato/Ano: 084/2023                                                          Dt. Assinatura: 13/03/2023","24.000,00","13/03/2023","13/03/2024","Detalhar                                                                                                                                                                                                                PDF"
