"Sigla","Dados da contratação","Vl Global","Inicio Vigência","Fim Vigência","Download"
"EMSERH","Contratada: GOT - GRUPO DE SERVIÇO MÉDICO DE ORTOPEDIA E TRAUMATOLOGIA LTDA - ME                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviços de saúde, para atender à demanda do Hospital de Pedreiras, sediada na Rua Abílio Monteiro, nº 1539 – Pedreiras (MA), Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 74.369/2020                                                          Contrato/Ano: 242/2020                                                          Dt. Assinatura: 25/06/2020","1.189.500,00","25/06/2020","25/12/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: GOT - GRUPO DE SERVIÇO MÉDICO DE ORTOPEDIA E TRAUMATOLOGIA LTDA - ME                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviços de saúde, para atender à demanda do Hospital de Pedreiras                                                          Processo/Ano: 74.371/2020                                                          Contrato/Ano: 275/2020                                                          Dt. Assinatura: 01/07/2020","594.750,00","01/07/2020","01/01/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: MARCOS QUEQUE PRODUTOS MÉDICOS HOSPITALARES                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Fornecimento de insumos utilizados no Banco de Sangue de Cordão Umbilical e de Placenta do Estado do Maranhão (CPC) para uso no Analisador Contador Digital de Células da marca Mindray (compatíveis com Mindray série BC 3000).                                                          Processo/Ano: 5849/2020                                                          Contrato/Ano: 263/2020                                                          Dt. Assinatura: 25/06/2020","34.919,30","25/06/2020","25/06/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ALS BRAZ                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de medicamentos formas farmacêuticas diversas para atender as necessidades das Unidades Hospitalares administrada pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 99971/2020                                                          Contrato/Ano: 49/2021                                                          Dt. Assinatura: 02/02/2021","130.745,00","02/02/2021","02/02/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: ALS BRAZ                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada no fornecimento de medicamentos formas farmacêuticas diversas para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 96.314/2020                                                          Contrato/Ano: 11/2021                                                          Dt. Assinatura: 01/02/2021","3.000,00","01/02/2021","01/02/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ALS BRAZ                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de medicamentos formas farmacêuticas diversas (itens 24 e 25) para atender as necessidades das Unidades Hospitalares administrada pela Empresa Maranhense de Serviços Hospitalares.                                                          Processo/Ano: 86039/2020                                                          Contrato/Ano: 106/2021                                                          Dt. Assinatura: 17/02/2021","91.500,00","17/02/2021","17/02/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ALS BRAZ                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de Medicamentos oncológicos para atender as necessidades do Hospital do Câncer do Maranhão Dr. Tarquínio Lopes Filho administrado pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 126422/2020                                                          Contrato/Ano: 396/2021                                                          Dt. Assinatura: 11/08/2021","63.099,00","11/08/2021","11/08/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ALS BRAZ                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Este contrato tem por objeto, fornecimento de Medicamentos Oncológicos Injetáveis necessários na assistência prestada pelo Hospital de Câncer do Maranhão Dr. Tarquínio Lopes Filho, unidade esta administrada pela EMSERH, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independente de suas transcrições.                                                          Processo/Ano: 118.667/2020                                                          Contrato/Ano: 466/2020                                                          Dt. Assinatura: 10/11/2020","72.521,00","10/11/2020","10/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: SILVEIRA & REGO COMÉRCIO DE MATERIAIS HOSPITALARES E DE LABORATÓRIOS LTDA (PHARMAQ)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação emergencial de empresa especializada para fornecimento de indicadores biológicos com comodato de incubadoras para atender às necessidades das novas unidades hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH, para assistência aos pacientes suspeitos e portadores de covid-19                                                          Processo/Ano: 77.285/2020                                                          Contrato/Ano: 292/2020                                                          Dt. Assinatura: 13/07/2020","69.300,00","13/07/2020","13/01/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: PAIVA E OLIVEIRA LTDA (DMI - DIAGNÓSTICO MÉDICO POR IMAGEM)                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviços de saúde, na modalidade de terapia intensiva adulto, para atender à demanda do Hospital Regional de Santa Luzia do Paruá (MA), Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 76.020/2020                                                          Contrato/Ano: 291/2020                                                          Dt. Assinatura: 10/07/2020","701.922,00","10/07/2020","10/01/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: PAIVA E OLIVEIRA LTDA (DMI - DIAGNÓSTICO MÉDICO POR IMAGEM)                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE SAÚDE, NA MODALIDADE DE CLÍNICA MÉDICA, PARA ATENDER A DEMANDA DO HOSPITAL REGIONAL DE SANTA LUZIA DO PARUÁ/MA                                                          Processo/Ano: 76.016/2020                                                          Contrato/Ano: 293/2020                                                          Dt. Assinatura: 10/07/2020","788.815,95","10/07/2020","10/01/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: LUÍS ANDRÉ MONTEIRO DE PAULA CAVALCANTE (L.A CIENTÍFICA)                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto:  Constitui o presente objeto o fornecimento de insumos para análise de água para consumo humano, visando atender as necessidades do Laboratório de Bromatologia e Química do LACEN/MA.                                                           Processo/Ano: 280.540/2020                                                          Contrato/Ano: 312/2020                                                          Dt. Assinatura: 22/07/2020","26.400,00","22/07/2020","22/07/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: NUTRI BRASIL EIRELI                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: contratação de Empresa Especializada na Prestação de Serviços Contínuos de Nutrição e Alimentação Hospitalar para atender a demanda do HOSPITAL DE SANTA LUZIA DO PARUÁ, Unidade de Saúde administrada pela EMSERH                                                          Processo/Ano: 73.419/2020                                                          Contrato/Ano: 289/2020                                                          Dt. Assinatura: 21/07/2020","530.989,80","21/07/2020","21/01/2020","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: NUTRI BRASIL EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Prestação de Serviços Contínuos de Nutrição e Alimentação Hospitalar para atender a demanda do HOSPITAL DE SANTA LUZIA DO PARUÁ, Unidade de Saúde administrada pela EMSERH                                                          Processo/Ano: 76691/2020                                                          Contrato/Ano: 523/2020                                                          Dt. Assinatura: 15/12/2020","1.315.548,96","15/12/2020","15/12/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: NUTRI BRASIL EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada na prestação de serviços contínuos de nutrição e alimentação hospitalar para atender às necessidades do Hospital Regional de Lago da Pedra, Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares - EMSERH                                                          Processo/Ano: 48.910/2020                                                          Contrato/Ano: 541/2020                                                          Dt. Assinatura: 16/12/2020","1.029.647,76","16/12/2020","16/12/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: G M VALENCIA PRODUTOS HOSPITALARES                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para fornecimento de materiais médicos hospitalares para atender às necessidades das Unidades de Saúde administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 285.086/2020                                                          Contrato/Ano: 316/2020                                                          Dt. Assinatura: 22/07/2020","51.104,78","22/07/2020","22/07/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: G M VALENCIA PRODUTOS HOSPITALARES                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de insumos e soluções para as C.M.E’s (Centrais de Materiais e Esterilização) para atender a demanda das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 20.734/2020                                                          Contrato/Ano: 278/2021                                                          Dt. Assinatura: 28/05/2021","833.750,00","28/05/2021","28/05/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: G M VALENCIA PRODUTOS HOSPITALARES                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Este contrato tem por objeto o fornecimento de Materiais Médicos Hospitalares (Diversos IV), para atender à demanda das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares - EMSERH, conforme Termo de Referência e proposta adequada apresentada pela Empresa Contratada (anexa), partes integrantes deste Contrato, independentemente de suas transcrições.                                                          Processo/Ano: 99.790/2020                                                          Contrato/Ano: 322/2022                                                          Dt. Assinatura: 01/06/2022","832.686,93","01/06/2022","01/06/2024","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: SINGULAR PRODUTOS E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação EMERGENCIAL de Empresa Especializada em SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DA REDE DE TUBULAÇÕES DE GASES MEDICINAIS INCLUINDO FINS DE LINHA, RÉGUA HOSPITALAR E CENTRAL DE VÁCUO, COM PEÇAS DE REPOSIÇÃO, para atender as necessidades do HOSPITAL DE LAGO DA PEDRA -MA.                                                          Processo/Ano: 76.593/2020                                                          Contrato/Ano: 329/2020                                                          Dt. Assinatura: 27/07/2020","42.000,00","27/07/2020","27/01/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: SINGULAR PRODUTOS E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação EMERGENCIAL de Empresa Especializada em SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DA REDE DE TUBULAÇÕES DE GASES MEDICINAIS INCLUINDO FINS DE LINHA, RÉGUA HOSPITALAR E CENTRAL DE VÁCUO, COM PEÇAS DE REPOSIÇÃO para atender as necessidades do Hospital de Pedreiras-MA.                                                          Processo/Ano: 79.217/2020                                                          Contrato/Ano: 330/2020                                                          Dt. Assinatura: 27/07/2020","42.000,00","27/07/2020","27/01/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: SINGULAR PRODUTOS E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada em serviços de manutenção preventiva e corretiva da rede de tubulações de gases medicinais incluindo fins de linha, régua hospitalar e central de vácuo, com comodato de bomba a vácuo, para atender às necessidades da UPA DA CIDADE DE PAÇO DO LUMIAR (MA), Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 79.210/2020                                                          Contrato/Ano: 360/2020                                                          Dt. Assinatura: 05/08/2020","42.000,00","05/08/2020","05/02/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: SINGULAR PRODUTOS E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação EMERGENCIAL de Empresa Especializada em SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DA REDE DE TUBULAÇÕES DE GASES MEDICINAIS INCLUINDO FINS DE LINHA, RÉGUA HOSPITALAR E CENTRAL DE VÁCUO, COM COMODATO DE BOMBA A VÁCUO, para atender as necessidades do Hospital de SANTA LUZIA DO PARUÁ-MA                                                          Processo/Ano: 79.199/2020                                                          Contrato/Ano: 367/2020                                                          Dt. Assinatura: 21/08/2020","66.000,00","21/08/2020","21/02/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: SINGULAR PRODUTOS E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada em serviços de manutenção preventiva e corretiva da rede de tubulações de gases medicinais incluindo fins de linha, régua hospitalar e rede de vácuo, com peças de reposição, para as Unidades de Saúde gerenciadas pela Empresa Maranhense de Serviços Médicos – EMSERH (Lotes II – Carutapera e Santa Luzia do Paruá e V – Imperatriz).                                                          Processo/Ano: 180.031/2020                                                          Contrato/Ano: 166/2022                                                          Dt. Assinatura: 15/03/2022","879.898,85","15/03/2022","15/03/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: NORTE GERADORES IMP EXP E LOCAÇÃO DE MÁQUINAS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviços de manutenção preventiva e corretiva, com fornecimento de peças, insumos e combustível nos grupos geradores presentes no Hospital Regional de Lago da Pedra (MA), Hospital de Santa Luzia do Paruá (MA), UPA de Paço do Lumiar (MA) e Hospital Regional de Carutapera (MA), Unidades de Saúde administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 77.283/2020                                                          Contrato/Ano: 321/2020                                                          Dt. Assinatura: 30/07/2020","226.759,99","30/07/2020","30/01/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: SURGICALMEDI IMPORTADORA E DISTRIBUIDORA DE MATERIAIS CIRÚRGICOS                                                                                                           Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contrato nº 34-2021 - Proc. nº 12.518-2020 - OPME Urologia - Surgicalmedi                                                          Processo/Ano: 12.518/2020                                                          Contrato/Ano: 34/2021                                                          Dt. Assinatura: 15/01/2021","7.000,00","15/01/2021","15/01/2023","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: NUTRI HOSPITALAR ALIMENTACAO E SERVICOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: 1.1	Contratação de empresa especializada na prestação de serviços contínuos de nutrição e alimentação hospitalar para atender a demanda das Unidades de Saúde administradas pela EMSERH.  a)	Hospital Regional Dr. Everaldo Ferreira; b)	Hospital Alarico Nunes Pacheco; c)	Unidade de Pronto Atendimento de Timon (UPA TIMON);                                                          Processo/Ano: 26674/2020                                                          Contrato/Ano: 331/2020                                                          Dt. Assinatura: 04/08/2020","4.898.999,52","04/08/2020","04/08/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: ECLIN GESTÃO EM ENGENHARIA CLÍNICA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: prestação de serviços de manutenção preventiva, corretiva, calibração e qualificação, com reposição de peças, nos equipamentos medico assistenciais neste termo, para a unidade de saúde gerenciada pela Emserh o Hospital Regional de Lago da Pedra/MA                                                          Processo/Ano: 76596/2020                                                          Contrato/Ano: 319/2020                                                          Dt. Assinatura: 06/08/2020","108.000,00","06/08/2020","06/02/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ECLIN GESTÃO EM ENGENHARIA CLÍNICA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA, CALIBRAÇÃO E QUALIFICAÇÃO, COM REPOSIÇÃO DE PEÇAS, NOS EQUIPAMENTOS MÉDICOS ASSISTENCIAIS PARA ATENDER A DEMANDA DO HOSPITAL REGIONAL DE SANTA LUZIA DO PARUÁ/MA                                                          Processo/Ano: 79.233/2020                                                          Contrato/Ano: 365/2020                                                          Dt. Assinatura: 18/08/2020","119.988,79","18/08/2020","18/02/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ECLIN GESTÃO EM ENGENHARIA CLÍNICA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Prestação de serviços de manutenção preventiva, corretiva, calibração e qualificação, com reposição de peças, nos equipamentos médicos assistenciais para atender a demanda da UPA DE PAÇO DO LUMIAR/MA                                                          Processo/Ano: 79243/2020                                                          Contrato/Ano: 366/2020                                                          Dt. Assinatura: 18/08/2020","35.999,64","18/08/2020","18/02/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ECLIN GESTÃO EM ENGENHARIA CLÍNICA LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Contratação emergencial de empresa especializada na prestação de serviços de manutenção preventiva, corretiva, calibração e qualificação, com reposição de peças, nos equipamentos médico assistenciais, para atender à demanda do HOSPITAL REGIONAL DE PEDREIRAS/MA, Unidade de Saúde administrada pela Empresa Maranhense de Serviços Hospitalares – EMSERH                                                          Processo/Ano: 79248/2020                                                          Contrato/Ano: 372/2020                                                          Dt. Assinatura: 18/08/2020","119.986,27","18/08/2020","18/02/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: MICROWAY TECNOLOGIA DE INFORMATICA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: contratação EMERGENCIAL de empresa especializada na locação de computadores, com monitor, mouse, teclado e estabilizador, para atender a Unidade de Saúde do HOSPITAL DE PEDREIRAS, em Pedreiras– Maranhão                                                          Processo/Ano: 78.020/2020                                                          Contrato/Ano: 364/2020                                                          Dt. Assinatura: 10/08/2020","44.100,00","10/08/2020","10/02/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: MICROWAY TECNOLOGIA DE INFORMATICA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: CONTRATAÇÃO EMERGENCIAL de Empresa Especializada para a LOCAÇÃO DE COMPUTADORES COMPLETOS PARA USO, COM MONITOR, MOUSE, TECLADO E ESTABILIZADOR, visando atender às necessidades do HOSPITAL GERAL DE BARREIRINHAS.                                                          Processo/Ano: 190679/2020                                                          Contrato/Ano: 82/2021                                                          Dt. Assinatura: 02/02/2021","20.580,00","02/02/2021","31/07/2021","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada no fornecimento de Medicamentos oncológicos – itens 25, 26, 27 e 28, necessários na assistência prestada pelo Hospital do Câncer do Maranhão Dr. Tarquínio Lopes Filho.                                                          Processo/Ano: 187349/2020                                                          Contrato/Ano: 356/2021                                                          Dt. Assinatura: 24/06/2021","362.500,00","24/06/2021","24/06/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de medicamentos oncológicos para atender as necessidades do Hospital do Câncer do Maranhão Dr. Tarquínio Lopes Filho, administrado pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 126.422/2020                                                          Contrato/Ano: 392/2021                                                          Dt. Assinatura: 15/07/2021","1.726.762,25","15/07/2021","15/07/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de medicamentos formas farmacêuticas diversas para atender as necessidades das Unidades Hospitalares administrada pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 96318/2020                                                          Contrato/Ano: 37/2021                                                          Dt. Assinatura: 03/02/2020","207.456,00","03/02/2021","03/02/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para fornecimento de medicamentos de formas farmacêuticas diversas para atender às necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                           Processo/Ano: 158.974/2020                                                          Contrato/Ano: 294/2021                                                          Dt. Assinatura: 06/05/2021","4.029.912,00","06/05/2021","06/05/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"EMSERH","Contratada: ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de medicamentos oncológicos.                                                          Processo/Ano: 126442/2020                                                          Contrato/Ano: 309/2021                                                          Dt. Assinatura: 10/05/2021","2.930.400,00","10/05/2021","10/05/2022","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Este Contrato tem por objeto Fornecimento de Medicamentos de Formas Farmacêuticas Injetáveis – itens 38 e 39, para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares – EMSERH.                                                          Processo/Ano: 25406/2020                                                          Contrato/Ano: 424/2021                                                          Dt. Assinatura: 15/07/2021","386.958,00","15/07/2021","15/07/2022","Detalhar                                                                                                                                                                                                                PDF"
