CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0128/2022,25.203.000358.2022,13/09/2022,31/12/2022,3,MFD- 25.0301,18.588.224/0001-21 - NACIONAL COMÉRCIO E REPRESENTAÇÃO EIRELI,MATERIAL MÉDICO-HOSPITALAR,"17.040,00",6.906 CONTRATOS,"10.826.765.409,86"
0129/2022,25.203.000358.2022,13/09/2022,31/12/2022,3,MFD- 25.0301,00.304.559/0003-77 - HUNTER CIENTIFICA COMERCIAL E SERVIÇOS LTDA,MATERIAL MÉDICO-HOSPITALAR,"11.520,00",6.906 CONTRATOS,"10.826.765.409,86"
0330/2022,25.000.308525.2022,13/09/2022,31/12/2022,3,SES - 25.0001,39.500.536/0001-01 - FAROMED COMERCIO DE MATERIAIS HOSPITALARES LTDA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"1.303,75",6.906 CONTRATOS,"10.826.765.409,86"
0683/2022,27.000.002847.2022,13/09/2022,31/12/2022,3,SEDH - 27.0001,46.462.463/0001-76 - ARTHUR ANTUNES DOS SANTOS SILVA,MATERIAL DE USO ESPECÍFICO,"19.600,00",6.906 CONTRATOS,"10.826.765.409,86"
0043/2022,25.242.000034.2022,12/09/2022,31/12/2022,3,UPAGUARABIRA 25.4401,03.246.587/0001-01 - SUFRAMED COMÉRCIO DE MATERIAIS MÉDICO HOSPITALAR LTDA,MEDICAMENTOS,"62.528,00",6.906 CONTRATOS,"10.826.765.409,86"
0050/2022,31.201.001842.2022,12/09/2022,04/04/2024,19,DER - 31.0101,10.641.065/0001-70 - NIEMAIA CONSTRUÇÕES EIRELI,OBRAS,"27.254.468,96",6.906 CONTRATOS,"10.826.765.409,86"
0050/2022,31.205.005843.2021,12/09/2022,12/12/2022,3,SUDEMA - 34.0101,00.449.936/0001-02 - ENGEMAIA & CIA LTDA,SERVIÇO ESPECIALIZADO,"138.950,00",6.906 CONTRATOS,"10.826.765.409,86"
0054/2022,15.000.000508.2022,12/09/2022,12/05/2023,8,PM/PB - 15.0001,39.674.563/0001-09 - VIABILIZE SERVIÇOS DE ENGENHARIA E CONSTRUÇÃO LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"145.877,25",6.906 CONTRATOS,"10.826.765.409,86"
0062/2022,30.000.001783.2022,12/09/2022,11/09/2023,12,SEAD - 19.0001,11.859.597/0001-40 - ALBERTO RIBEIRO COUTINHO ,LOCAÇÃO DE BENS IMÓVEIS,"928.800,00",6.906 CONTRATOS,"10.826.765.409,86"
0080/2022,26.000.000016.2022,12/09/2022,31/12/2022,3,SEDS - 26.0001,02.323.033/0001-06 - UNIDAS VEÍCULOS E SERVIÇOS LTDA.,ARMAMENTOS E EQUIPAMENTOS MILITARES,"1.330.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0198/2022,25.510.002035.2022,12/09/2022,31/12/2022,3,FPGS 25.5101,32.823.138/0001-87 - RENALLY KELLY DA SILVA,OUTROS SERVIÇOS GERAIS,"29.190,00",6.906 CONTRATOS,"10.826.765.409,86"
0199/2022,25.510.002035.2022,12/09/2022,31/12/2022,3,FPGS 25.5101,02.393.076/0001-50 - UNIMIXX COMÉRCIO E SERVIÇOS EIRELI,OUTROS SERVIÇOS GERAIS,"46.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0202/2022,25.510.007036.2022,12/09/2022,11/03/2023,6,FPGS 25.5101,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRIÇÃO ENTEREAL E PARENTERAL LTDA,GÊNEROS ALIMENTÍCIOS,"62.639,00",6.906 CONTRATOS,"10.826.765.409,86"
0203/2022,25.510.007036.2022,12/09/2022,11/03/2023,6,FPGS 25.5101,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE S/A,GÊNEROS ALIMENTÍCIOS,"76.196,70",6.906 CONTRATOS,"10.826.765.409,86"
0205/2022,25.510.005071.2022,12/09/2022,11/03/2023,6,FPGS 25.5101,06.948.769/0001-12 - TECNOCENTER MATERIAIS MÉDICOS HOSPITALARES LTDA,GÊNEROS ALIMENTÍCIOS,"13.668,36",6.906 CONTRATOS,"10.826.765.409,86"
0206/2022,25.510.005071.2022,12/09/2022,11/03/2023,6,FPGS 25.5101,07.160.019/0001-44 - VITALE COMERCIO S.A,GÊNEROS ALIMENTÍCIOS,"48.647,49",6.906 CONTRATOS,"10.826.765.409,86"
0209/2022,25.510.013042.2022,12/09/2022,31/12/2022,3,FPGS 25.5101,03.817.043/0001-52 - PHARMAPLUS LTDA,MATERIAL DA ÁREA DE SAÚDE,"58.220,50",6.906 CONTRATOS,"10.826.765.409,86"
0211/2022,25.510.009039.2022,12/09/2022,11/03/2023,6,FPGS 25.5101,03.307.478/0001-57 - MAX FILMES COMÉRCIO LTDA,MATERIAL MÉDICO-HOSPITALAR,"26.100,00",6.906 CONTRATOS,"10.826.765.409,86"
0215/2022,25.510.009039.2022,12/09/2022,11/03/2023,6,FPGS 25.5101,26.556.283/0001-46 - PRIMED COMERCIO DE PRODUTOS HOSPITALARES EIRELI,MATERIAL MÉDICO-HOSPITALAR,"565,00",6.906 CONTRATOS,"10.826.765.409,86"
0216/2022,25.510.009039.2022,12/09/2022,11/03/2023,6,FPGS 25.5101,22.465.640/0001-00 - MJ COMERCIO DE ARTIGOS MÉDICOS E ORTOPÉDICOS LTDA,MATERIAL MÉDICO-HOSPITALAR,"2.622,00",6.906 CONTRATOS,"10.826.765.409,86"
0224/2022,25.510.013042.2022,12/09/2022,31/12/2022,3,FPGS 25.5101,22.465.640/0001-00 - MJ COMERCIO DE ARTIGOS MÉDICOS E ORTOPÉDICOS LTDA,MATERIAL DA ÁREA DE SAÚDE,"200,00",6.906 CONTRATOS,"10.826.765.409,86"
0226/2022,25.510.013042.2022,12/09/2022,31/12/2022,3,FPGS 25.5101,37.844.417/0001-40 - LOG DISTRIBUIDORA DE PRODUTOS HOSPITALAR E HIGIENE PESSOAL LTDA  ,MATERIAL DA ÁREA DE SAÚDE,"41.850,00",6.906 CONTRATOS,"10.826.765.409,86"
0227/2022,25.510.140112.2022,12/09/2022,11/03/2023,6,FPGS 25.5101,33.877.885/0001-60 - ANDERSON HERBET,MANUTENÇÃO E RECUPERAÇÃO,"78.090,00",6.906 CONTRATOS,"10.826.765.409,86"
0228/2022,25.510.014015.2022,12/09/2022,11/09/2023,12,FPGS 25.5101,18.113.863/0001-30 - EMPATECH - ENGENHARIA PARA O MEIO AMBIENTE LTDA,MANUTENÇÃO E RECUPERAÇÃO,"348.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0006/2022,19.000.012662.2022,08/09/2022,07/09/2023,12,CGE - 11.0001 ,92.559.830/0001-71 - GREEN CARD S/A REFEIÇOES COMERCIO E SERVICOS,SERVIÇOS,"374.400,00",6.906 CONTRATOS,"10.826.765.409,86"
0007/2022,15.201.000325.2022,08/09/2022,08/09/2023,12,IHGER - 15.0101,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"40.992,00",6.906 CONTRATOS,"10.826.765.409,86"
0009/2022,,09/09/2022,31/12/2022,3,SECOM - 29.0001,89.237.911/0289-08 - GLOBAL DISTRIBUICAO DE BENS DE CONSUMO LTDA,MÁQUINAS E EQUIPAMENTOS,"80.500,00",6.906 CONTRATOS,"10.826.765.409,86"
0019/2022,31.000.000352.2022,08/09/2022,31/12/2022,3,SEIRH - 31.0001,07.534.706/0001-82 - H.L.R DE OLIVEIRA PRODUTOS AGRÍCOLAS LTDA-EPP,AQUISIÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"151.050,00",6.906 CONTRATOS,"10.826.765.409,86"
0021/2022,15.201.000358.2022,08/09/2022,08/09/2023,12,IHGER - 15.0101,10.757.876/0001-30 - SR PRODUTOS MÉDICOS LTDA,SERVIÇO HOSPITALAR,"269.160,00",6.906 CONTRATOS,"10.826.765.409,86"
0022/2022,25.210.000027.2021,09/09/2022,31/12/2022,3,HRDJC- 25.1001,17.227.485/0001-53 - LG PRODUTOS HOSPITALARES LTDA,MATERIAL MÉDICO-HOSPITALAR,"2.040,00",6.906 CONTRATOS,"10.826.765.409,86"
0040/2022,27.201.000186.2022,09/09/2022,31/12/2022,3,FUNDAC - 27.0101,24.174.062/0001-88 - MACHADO ARMARINHOS LTDA EPP,MATERIAL DE CONSUMO,"4.880,00",6.906 CONTRATOS,"10.826.765.409,86"
0044/2022,31.205.003154.2022,09/09/2022,09/12/2022,3,SUDEMA - 34.0101,33.932.061/0001-46 - LEAO COMERCIO DE MULTIUTILIDADES LTDA.,MATERIAL DE CONSUMO,"24.130,00",6.906 CONTRATOS,"10.826.765.409,86"
0054/2022,22.000.006270.2022,09/09/2022,09/03/2023,6,SEE - 22.0001,35.169.152/0001-05 - L&M SOLUÇÕES TECNOLOGICAS EM INFORMÁTICA EIRELLI,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"167.085,00",6.906 CONTRATOS,"10.826.765.409,86"
0069/2022,25.210.000076.2022,09/09/2022,31/12/2022,3,HRDJC- 25.1001,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI,MATERIAL MÉDICO-HOSPITALAR,"2.914,00",6.906 CONTRATOS,"10.826.765.409,86"
0070/2022,25.210.000076.2022,09/09/2022,31/12/2022,3,HRDJC- 25.1001,22.465.640/0001-00 - MJ COMÉRCIO DE ARTIGOS MÉDICOS E ORTOPÉDICOS LTDA,MATERIAL MÉDICO-HOSPITALAR,"1.350,00",6.906 CONTRATOS,"10.826.765.409,86"
0324/2022,25.000.1307569.2022,09/09/2022,30/06/2023,9,SES - 25.0001,12.040.718/0001-90 - GRADUAL COMÉRCIO E SERVIÇOS EIRELI,MATERIAL DA ÁREA DE SAÚDE,"24.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0325/2022,25.000.1307569.2022,09/09/2022,30/06/2023,9,SES - 25.0001,00.377.455/0001-20 - IDEXX BRASIL LABORATÓRIOS LTDA,MATERIAL DA ÁREA DE SAÚDE,"179.625,00",6.906 CONTRATOS,"10.826.765.409,86"
0326/2022,25.000.308525.2022,12/09/2022,31/12/2022,3,SES - 25.0001,04.956.527/0001-45 - ORION COMERCIO DE ARTIGOS MEDICOS LTDA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"31.235,95",6.906 CONTRATOS,"10.826.765.409,86"
0327/2022,25.000.308525.2022,12/09/2022,31/12/2022,3,SES - 25.0001,18.836.913/0001-08 - CIRURTECH COMERCIO DE ARTIGOS MEDICOS LTDA EPP,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"7.044,65",6.906 CONTRATOS,"10.826.765.409,86"
0328/2022,25.000.308525.2022,12/09/2022,31/12/2022,3,SES - 25.0001,08.697.852/0001-91 - ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"14.281,45",6.906 CONTRATOS,"10.826.765.409,86"
054//2022,31.203.000064.2022,09/09/2022,09/09/2023,12,DOCAS - 31.0301,05.340.639/0001-30 -  PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,SERVIÇO ESPECIALIZADO,"75.017,27",6.906 CONTRATOS,"10.826.765.409,86"
0605/2022,27.000.000547.2022,09/09/2022,09/09/2023,12,SEDH - 27.0001,39.674.563/0001-09 - VIABILIZE SERVIÇOS DE ENGENHARIA E CONSTRUÇÃO LTDA,MANUTENÇÃO E RECUPERAÇÃO,"80.130,13",6.906 CONTRATOS,"10.826.765.409,86"
0702/2022,27.000.001712.2022,12/09/2022,12/11/2022,2,SEDH - 27.0001,38.389.889/0001-13 - RK SERVIÇOS E COMÉRCIO,MATERIAL ESPORTIVO,"43.514,50",6.906 CONTRATOS,"10.826.765.409,86"
3449/2022,29.204.000211.2022,09/09/2022,09/09/2027,60,EPC - 29.0401,34.028.316/0019-32 - EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,SERVIÇO POSTAL E TELEMÁTICO,"140.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0012/2022,21.000.000172.2022,05/09/2022,05/09/2023,12,SETDE - 21.0001,92.559.830/0001-71 - GREEN CARD S/A REFEIÇÕES COMERCIO E SERVIÇOS,OUTROS SERVIÇOS ESPECIALIZADOS,"206.400,00",6.906 CONTRATOS,"10.826.765.409,86"
0022/2022,19.000.011941.2022,06/09/2022,06/09/2023,12,LACEN 25.3701,21.308.480/0001-22 - AR RP CERTIFICAÇÃO DIGITAL EIRELI,OUTROS SERVIÇOS ESPECIALIZADOS,"418,00",6.906 CONTRATOS,"10.826.765.409,86"
0028/2022,19.000.015552.2021,08/09/2022,31/12/2022,3,IHGER - 15.0101,00.301.402/0001-26 - MARIA DE FÁTIMA SILVA SOUZA,GÊNEROS ALIMENTÍCIOS / HOSPITAIS,"83.959,70",6.906 CONTRATOS,"10.826.765.409,86"
0029/2022,24.000.001933.2021,08/09/2022,31/12/2022,3,SEAP - 24.0001,05.640.659/0001-26 - ESCUDO INDUSTRIA DE CALÇADOS E EPI LTDA,ARMAMENTOS E EQUIPAMENTOS MILITARES,"351.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0030/2022,24.000.001933.2021,08/09/2022,31/12/2022,3,SEAP - 24.0001,27.963.904/0001-79 - JB COMÉRCIO E SERVIÇOS EIRELI,ARMAMENTOS E EQUIPAMENTOS MILITARES,"171.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0031/2022,24.000.001933.2021,08/09/2022,31/12/2022,3,SEAP - 24.0001,24.728.467/0001-10 - N. S. KARYDI EIRELI,ARMAMENTOS E EQUIPAMENTOS MILITARES,"67.500,00",6.906 CONTRATOS,"10.826.765.409,86"
0031/2022,"38.000,001713.2021",08/09/2022,31/12/2022,3,PC - 38.0001,05.765.913/0001-12 - VENDE TUDO MAGAZINE LTDA,MATERIAL DE USO ESPECÍFICO,"9.900,00",6.906 CONTRATOS,"10.826.765.409,86"
0032/2022,24.000.001933.2021,08/09/2022,31/12/2022,3,SEAP - 24.0001,13.241.077/0001-03 - PREMIERSEG INDÚSTRIA E COMÉRCIO LTDA EPP,ARMAMENTOS E EQUIPAMENTOS MILITARES,"68.400,00",6.906 CONTRATOS,"10.826.765.409,86"
0032/2022,38.000.001713.2021,08/09/2022,31/12/2022,3,PC - 38.0001,30.712.427/0001-83 - AGS COMÉRCIO E SERVIÇOS LTDA,MATERIAL DE USO ESPECÍFICO,"167.300,00",6.906 CONTRATOS,"10.826.765.409,86"
0041/2022,25.242.000054.2022,07/09/2022,31/12/2022,3,UPAGUARABIRA 25.4401,03.246.587/0001-01 - SUFRAMED COMÉRCIO DE MATERIAIS MÉDICO HOSPITALAR LTDA,MEDICAMENTOS,"148.800,00",6.906 CONTRATOS,"10.826.765.409,86"
0047/2022,19.000.002784.2021,06/09/2022,31/12/2022,3,PM/PB - 15.0001,14.694.208/0001-62 - GIVANILDO DA FONSECA LIMA,MATERIAL DE CONSUMO,"49.450,00",6.906 CONTRATOS,"10.826.765.409,86"
0049/2022,31.201.001993.2022,08/09/2022,27/09/2024,24,DER - 31.0101,04.690.015/0001-80 - IDEAL INFRAESTRUTURA E MONTAGEM LTDA,OBRAS,"47.941.705,96",6.906 CONTRATOS,"10.826.765.409,86"
0079/2022,26.000.000017.2021,08/09/2022,31/12/2022,3,SEDS - 26.0001,01.073.371/0001-66 - OTTOBONI COMÉRCIO E IMPORTAÇÃO LTDA.,EQUIPAMENTOS,"122.700,00",6.906 CONTRATOS,"10.826.765.409,86"
0083/2022,25.240.000143.2022,08/09/2022,08/03/2023,6,HCCG - 25.4201,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI - ME,SERVIÇO HOSPITALAR,"508.320,00",6.906 CONTRATOS,"10.826.765.409,86"
0089/2022,31.202.001857.2022,08/09/2022,07/12/2022,3,SUPLAN - 31.0201,08.792.356/0001-17 - INSTEC INSTALAÇÕES TÉCNICA LTDA ME,OBRAS,"44.785,74",6.906 CONTRATOS,"10.826.765.409,86"
0120/2022,25.216.000199.2022,08/09/2022,31/12/2022,3,HRUECG - 25.1601,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,MATERIAL DE CONSUMO,"46.413,40",6.906 CONTRATOS,"10.826.765.409,86"
0121/2022,25.216.000199.2022,08/09/2022,31/12/2022,3,HRUECG - 25.1601,35.044.590/0001-39 - JR COMÉRCIO DE UTILIDADES EIRELI,MATERIAL DE CONSUMO,"117.176,64",6.906 CONTRATOS,"10.826.765.409,86"
0128/2022,25.237.000211.2022,08/09/2022,07/03/2023,6,MPF- 25.1101,40.729.834/0001-57 - JD SERVIÇOS DE RECEPÇÃO E APOIO LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"225.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0150/2022,25.215.000060.2022,08/09/2022,31/12/2022,3,HEETSHL - 25.1501,22.465.640/0001-00 - MJ COMÉRCIO DE ARTGOS MÉDICOS E ORTOPÉDICOS,MATERIAL MÉDICO-HOSPITALAR,"17.671,00",6.906 CONTRATOS,"10.826.765.409,86"
0184/2022,22.204.002404.2022,06/09/2022,01/02/2023,5,UEPB - 35.0401,19.535.854/0001-09 - AROLDO DO NASCIMENTO ANDRADE,SERVIÇO ESPECIALIZADO,"27.500,00",6.906 CONTRATOS,"10.826.765.409,86"
0001/2022,,02/09/2022,01/09/2027,60,SEAD - 19.0001,08.354.789/0001-90 - FUNDAÇÃO MENINO DE ENGENHO,OUTRAS CESSÕES E CONCESSÕES,,6.906 CONTRATOS,"10.826.765.409,86"
0011/2022,,02/09/2022,01/12/2022,3,PBPREV - 09.0101,00.800.611/0001-14 - ESCOLA E ESCRITORIO LIVRARIA E PAPELARIA LTDA EPP,MATERIAL DE EXPEDIENTE,"49.960,00",6.906 CONTRATOS,"10.826.765.409,86"
0016/2022,,02/09/2022,01/09/2027,60,SEAD - 19.0001,08.754.111/0001-03 - PREFEITURA MUNICIPAL DE AREIA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,6.906 CONTRATOS,"10.826.765.409,86"
0017/2022,,05/09/2022,04/09/2027,60,SEAD - 19.0001,08.917.080/0001-56 - PREFEITURA MUNICIPAL DE SAPÉ,TERMO DE CESSÃO DE USO,,6.906 CONTRATOS,"10.826.765.409,86"
0021/2022,28.000.000484.2022,02/09/2022,02/09/2023,12,PCOOPERAR - 28.0001,09.189.499/0001-00 - COMPANHIA PARAIBANA DE PROCESSAMENTO DE DADOS,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"40.992,00",6.906 CONTRATOS,"10.826.765.409,86"
0026/2022,21.202.000009.2022,05/09/2022,04/10/2022,1,PBTUR 21.0201,27.287.283/0001-50 - ASSOCIAÇAO BRASILEIRA DE AGENCIAS DE VIAGENS,SERVIÇO ESPECIALIZADO NA ÁREA TURÍSTICA,"78.812,71",6.906 CONTRATOS,"10.826.765.409,86"
0030/2022,32.000.800024.2022,02/09/2022,31/12/2022,3,SEDAP - 32.0001,07.990.965/0001-18 - ÁGAPE CONSTRUÇÔES E SERVIÇOS LTDA ,SERVIÇO ESPECIALIZADO,"38.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0044/2022,26.000.000125.2021,02/09/2022,31/12/2022,3,SEDS - 26.0001,34.354.190/0001-67 - PUBLIC SHOP ELETRO ELETRONICOS EIRELI,EQUIPAMENTOS DOMÉSTICOS,"12.777,00",6.906 CONTRATOS,"10.826.765.409,86"
0048/2022,31.201.001841.2022,02/09/2022,25/03/2024,18,DER - 31.0101,10.641.065/0001-70 - NIEMAIA CONSTRUÇÕES EIRELI,OBRAS,"28.396.093,14",6.906 CONTRATOS,"10.826.765.409,86"
0049/2022,,05/09/2022,05/09/2023,12,SUDEMA - 34.0101,124.988.994-48 - JULIAN ROBSON DANTAS RODRIGUES,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",6.906 CONTRATOS,"10.826.765.409,86"
0052/2022,,05/09/2022,05/09/2023,12,SUDEMA - 34.0101,108.752.374-52 - JOÃO PAULO RODRIGUES DE LIMA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",6.906 CONTRATOS,"10.826.765.409,86"
0053/2022,15.000.000506.2022,02/09/2022,02/12/2022,3,PM/PB - 15.0001,36.007.259/0001-01 - ALTPLAN CONSTRUTORA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"99.351,80",6.906 CONTRATOS,"10.826.765.409,86"
0055/2022,15.000.000501.2022,02/09/2022,02/05/2023,8,PM/PB - 15.0001,07.870.719/0001-22 - EXA ENGENHARIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"301.990,54",6.906 CONTRATOS,"10.826.765.409,86"
0059/2022,30.000.148279.2022,02/09/2022,01/09/2023,12,SEAD - 19.0001,204.798.244-87 - ESPÓLIO DE JOÃO CAETANO DOS SANTOS REPRESENTADO POR GERMANO AGRA C. CAETANO,LOCAÇÃO DE BENS IMÓVEIS,"608.404,08",6.906 CONTRATOS,"10.826.765.409,86"
0119/2022,25.203.000455.2022,02/09/2022,01/03/2023,6,MFD- 25.0301,02.914.690/0001-10 - COPY LINE COMÉRCIO E SERVIÇOS LTDA-ME,SERVIÇO ESPECIALIZADO,"94.200,00",6.906 CONTRATOS,"10.826.765.409,86"
0165/2022,25.510.016026.2022,05/09/2022,04/09/2023,12,FPGS 25.5101,58.295.213/0023-83 - PHILIPS MEDICAL SYSTEMS LTDA,MANUTENÇÃO E RECUPERAÇÃO,"344.500,24",6.906 CONTRATOS,"10.826.765.409,86"
0197/2022,25.510.012076.2022,05/09/2022,04/12/2022,3,FPGS 25.5101,02.927.946/0001-23 - ALDRIN COUTINHO DE ARAÚJO EIRELI (HORT FRUT SALUTAR),GÊNEROS ALIMENTÍCIOS,"11.343,00",6.906 CONTRATOS,"10.826.765.409,86"
0200/2022,25.510.017017.2022,05/09/2022,04/09/2023,12,FPGS 25.5101,08.980.641/0001-61 - MAPROS LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"202.440,00",6.906 CONTRATOS,"10.826.765.409,86"
0663/2022,19.000.011888.2021,05/09/2022,31/12/2022,3,SEDH - 27.0001,20.873.342/0001-23 - HC COMÉRCIO DE PAPELARIA E SERVIÇOS LTDA,MATERIAL DE EXPEDIENTE,"6.448,00",6.906 CONTRATOS,"10.826.765.409,86"
0682/2022,27.000.002310.2022,05/09/2022,05/10/2022,1,SEDH - 27.0001,02.393.076/0001-50 - UNIMIXX COMÉRCIO E SERVIÇOS EIRELI,MATERIAL DE USO ESPECÍFICO,"29.994,00",6.906 CONTRATOS,"10.826.765.409,86"
0005/2022,110000001972022,01/09/2022,31/08/2023,11,CGE - 11.0001 ,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"4.491,00",6.906 CONTRATOS,"10.826.765.409,86"
0010/2022,09.201.005519.2021,01/09/2022,31/08/2023,11,PBPREV - 09.0101,10.547.708/0001-10 - TERCEIRIZE SERVIÇOS ESPECIALIZADOS EIRELI EPP,SERVIÇOS,"328.380,96",6.906 CONTRATOS,"10.826.765.409,86"
0016/2022,25.510.014019.2022,01/09/2022,30/11/2022,2,FPGS 25.5101,44.734.671/0001-51 - CRISTALIA PRODUTOS QUÍMICOS FARMACEÚTICOS LTDA,MEDICAMENTOS,"17.082,00",6.906 CONTRATOS,"10.826.765.409,86"
0024/2022,25.510.014019.2022,01/09/2022,30/11/2022,2,FPGS 25.5101,67.729.178/0006-53 - COMERCIAL CIRÚRGICA RIOCLARENSE LTDA,MEDICAMENTOS,"11.380,00",6.906 CONTRATOS,"10.826.765.409,86"
0054/2022,26.201.018866.2022,01/09/2022,01/09/2023,12,DETRAN - 26.0101,10.207.478/0001-40 - CLÍNICA MÉDICA IDEÃO LTDA - ME ,OUTROS SERVIÇOS ESPECIALIZADOS,"121.730,40",6.906 CONTRATOS,"10.826.765.409,86"
0058/2022,30.000.000503.2022,01/09/2022,31/08/2023,11,SEAD - 19.0001,12.990.849/0001-39 - RR PARTICIPAÇÕES E ADMINISTRAÇÃO LTDA,LOCAÇÃO DE BENS IMÓVEIS,"87.600,00",6.906 CONTRATOS,"10.826.765.409,86"
0080/2022,25.205.012298.2022,01/09/2022,04/03/2023,6,CHCF - 25.0501 ,31.473.350/0001-07 - DLM COMÉRCIO E SERVIÇOS EIRELI,SERVIÇOS,"145.465,20",6.906 CONTRATOS,"10.826.765.409,86"
0135/2022,25.510.025021.2022,01/09/2022,31/12/2022,3,FPGS 25.5101,38.320.250/0001-81 - ALFA COMERCIO E SERVIÇOS ,MATERIAL DE LIMPEZA E EMBALAGEM,"474,30",6.906 CONTRATOS,"10.826.765.409,86"
0177/2022,25.510.020214.2022,01/09/2022,31/12/2022,3,FPGS 25.5101,05.765.913/0001-12 - VENDE TUDO MAGAZINE LTDA,AQUISIÇÃO DE COLCHÕES,"103.398,00",6.906 CONTRATOS,"10.826.765.409,86"
0178/2022,25.510.020212.2022,01/09/2022,31/08/2023,11,FPGS 25.5101,09.291.683/0001-58 - NEFRUZA SERVIÇOS NEFROLÓGICOS FIUZA CHAVES LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"1.014.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0179/2022,25.510.020213.2022,01/09/2022,31/08/2023,11,FPGS 25.5101,11.426.166/0001-90 - DIAGFARMA COMERCIO E SERVIÇOS DE PRODUTOS HOSPITALARES E LABORATORIAIS LTDA,OUTROS SERVIÇOS DE SAÚDE,"6.238.800,00",6.906 CONTRATOS,"10.826.765.409,86"
0183/2022,25.510.160211.2022,01/09/2022,31/12/2022,3,FPGS 25.5101,27.081.027/0001-02 - FABIANO TADEU DE OLIVEIRA (FRANOLIVER),MATERIAL PARA MANUTENÇÃO,"10.328,65",6.906 CONTRATOS,"10.826.765.409,86"
0187/2022,25.510.027011.2022,01/09/2022,31/08/2023,11,FPGS 25.5101,13.992.299/0001-50 - PB AMBIENTAL GESTÃO DE RESÍDUOS INDÚSTRIA E COMÉRCIO LTDA  - EPP,SERVIÇOS,"329.400,00",6.906 CONTRATOS,"10.826.765.409,86"
0188/2022,25.510.090228.2022,01/09/2022,31/08/2023,11,FPGS 25.5101,03.112.378/0001-75 - RESGATE KM EXPRESS EIRELI ME,SERVIÇO DE SAÚDE,"384.000,00",6.906 CONTRATOS,"10.826.765.409,86"
0189/2022,25.510.012076.2022,01/09/2022,30/11/2022,2,FPGS 25.5101,32.272.266/0001-80 - RAIMUNDO CARVALHO DE ALENCAR NETO,GÊNEROS ALIMENTÍCIOS,"439.687,66",6.906 CONTRATOS,"10.826.765.409,86"
0191/2022,25.510.012076.2022,01/09/2022,30/11/2022,2,FPGS 25.5101,03.160.525/0001-82 - NORT FRUT EIRELI,GÊNEROS ALIMENTÍCIOS,"53.549,94",6.906 CONTRATOS,"10.826.765.409,86"
0192/2022,25.510.012076.2022,01/09/2022,30/11/2022,2,FPGS 25.5101,02.368.789/0001-63 - INDUSTRIA DE POLPAS NATURAL SABOR EIRELI,GÊNEROS ALIMENTÍCIOS,"54.618,15",6.906 CONTRATOS,"10.826.765.409,86"
