CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0024/2021,19.000.006670.2020,26/07/2021,31/12/2021,5,LACEN 25.3701,29.745.922/0001-00 - RAVD COMÉRCIO E MULTI ULTILIDADES EIRELI,MATERIAL DE LIMPEZA E EMBALAGEM,"2.505,00",6.171 CONTRATOS,"10.208.904.525,07"
0052/2021,26.201.003059.2021,27/07/2021,26/07/2022,12,DETRAN - 26.0101,24.043.027/0001-20 - ALL MED SERVIÇOS MEDICOS LTDA,SERVIÇO ESPECIALIZADO,"1.518.571,95",6.171 CONTRATOS,"10.208.904.525,07"
0058/2021,31.202.000391.2021,27/07/2021,12/06/2023,23,SUPLAN - 31.0201,06.230.710/0001-94 - CONSTRUMAIA ENGENHARIA E PROJETOS EIRELI ,OBRAS,"2.189.122,91",6.171 CONTRATOS,"10.208.904.525,07"
0061/2021,25.203.000310.2021,27/07/2021,31/12/2021,5,MFD- 25.0301,26.290.355/0001-56 - LM DISTRIBUIDORA EIRELI,GÊNEROS ALIMENTÍCIOS / HOSPITAIS,"1.022.635,00",6.171 CONTRATOS,"10.208.904.525,07"
0062/2021,25.203.000310.2021,27/07/2021,31/12/2021,5,MFD- 25.0301,35.795.557/0001-40 - AMANDA SIIBELLE OLIVEIRA ARAÚJO ,GÊNEROS ALIMENTÍCIOS / HOSPITAIS,"340.032,00",6.171 CONTRATOS,"10.208.904.525,07"
0063/2021,25.203.000310.2021,27/07/2021,31/12/2021,5,MFD- 25.0301,04.462.687/0001-38 - CHRISTIANNY MAROJA-ME,GÊNEROS ALIMENTÍCIOS / HOSPITAIS,"303.140,00",6.171 CONTRATOS,"10.208.904.525,07"
0064/2021,25.203.000310.2021,27/07/2021,31/12/2021,5,MFD- 25.0301,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA,GÊNEROS ALIMENTÍCIOS / HOSPITAIS,"211.204,40",6.171 CONTRATOS,"10.208.904.525,07"
0251/2021,27.000.003130.2021,27/07/2021,27/10/2021,3,SEDH - 27.0001,17.342.397/0001-00 - IVON PAULO COELHO COSTA CRUZ,MATERIAL DE EXPEDIENTE,"49.604,00",6.171 CONTRATOS,"10.208.904.525,07"
0263/2021,27.000.002120.2021,27/07/2021,30/11/2021,4,SEDH - 27.0001,08.028.642/0001-00 - COOPERATIVA DOS PRODUTORES E DA AGRICULTURA FAMILIAR DA PARAIBA - COOPAF,GÊNEROS ALIMENTÍCIOS,"1.280.286,10",6.171 CONTRATOS,"10.208.904.525,07"
0597/2021,22.204.002505.2020,27/07/2021,31/12/2021,5,UEPB - 35.0401,16.501.916/0001-65 - ELETROPECAS TI COMERCIAL - EIRELI,MATERIAL DE CONSUMO,"1.190,00",6.171 CONTRATOS,"10.208.904.525,07"
0598/2021,22.204.002505.2020,27/07/2021,31/12/2021,5,UEPB - 35.0401,24.418.247/0001-90 - VALE COMERCIAL DE MATERIAL PARA ESCRITORIO E INFORMATICA EIRELI,MATERIAL DE CONSUMO,"181.395,00",6.171 CONTRATOS,"10.208.904.525,07"
0600/2021,22.204.002505.2020,27/07/2021,31/12/2021,5,UEPB - 35.0401,31.768.037/0001-98 - EGC COMERCIO E ATACADISTA DE INFORMATICA E ELETROELETRONICOS EIRELI,MATERIAL DE CONSUMO,"580,00",6.171 CONTRATOS,"10.208.904.525,07"
0602/2021,22.204.002505.2020,27/07/2021,31/12/2021,5,UEPB - 35.0401,65.529.489/0001-39 - COMPUSET INFORMATICA LTDA,MATERIAL DE CONSUMO,"11.695,80",6.171 CONTRATOS,"10.208.904.525,07"
0608/2021,22.204.96492019.2021,27/07/2021,31/12/2021,5,UEPB - 35.0401,36.949.140/0001-58 - LG TECHNOLOGY COMÉRCIO DE MÁQUINAS EIRELI – ME,MATERIAL PERMANENTE,"11.750,00",6.171 CONTRATOS,"10.208.904.525,07"
0612/2021,22.204.005761.2021,27/07/2021,30/12/2021,5,UEPB - 35.0401,29.363.286/0001-51 - GLOBAL ROUPAS PROFISSIONAIS EIRELI,MATERIAL DE CONSUMO,"16.691,74",6.171 CONTRATOS,"10.208.904.525,07"
0004/2021,58085-300,22/07/2021,22/07/2022,12,FUNESBOM - 57.0001 ,07.797.967/0001-95 - NP CAPACITAÇÃO E SOLUÇÕES TECNOLOGICAS LTDA,SERVIÇO ESPECIALIZADO,"9.875,00",6.171 CONTRATOS,"10.208.904.525,07"
0007/2021,,25/07/2021,23/10/2021,3,SEE - 22.0001,08.916.124/0001-23 - PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ,DOAÇÕES,,6.171 CONTRATOS,"10.208.904.525,07"
0020/2021,21.201.001962.2020,23/07/2021,13/09/2023,26,CINEP - 21.0101,25.175.320/0001-03 - L & M SERVIÇOS - EIRELI,RECUPERAÇÃO E MANUTENÇÃO DE BENS IMÓVEIS,"71.407,56",6.171 CONTRATOS,"10.208.904.525,07"
0028/2021,15.201.000107.2021,26/07/2021,26/07/2023,24,IHGER - 15.0101,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"85.200,00",6.171 CONTRATOS,"10.208.904.525,07"
0029/2021,25.250.000353.2020,26/07/2021,26/07/2026,60,IASS - 25.5001,00.765.965/0001-75 - RADIO MED DIAGNOSTICO MEDICO POR IMAGEM EIRELI,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"166.536,00",6.171 CONTRATOS,"10.208.904.525,07"
0034/2021,25.210.000103.2021,26/07/2021,22/01/2022,6,HRDJC- 25.1001,15.085.199/0001-75 - AMAURY BEZERRA NOBREGA JUNIOR ME ,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"24.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0047/2021,25.239.000108.2021,23/07/2021,19/01/2022,6,HMDJMP - 25.4001,16.538.388/0001-19 - TAG - FABRICAÇÃO DE MATERIAIS PARA MEDICINA E ODONTOLOGIA LTDA,MATERIAL DA ÁREA DE SAÚDE,"804.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0057/2021,31.202.002036.2021,26/07/2021,20/08/2022,13,SUPLAN - 31.0201,07.914.131/0001-23 - GASA ENGENHARIA EIRELI EPP,OBRAS,"733.748,50",6.171 CONTRATOS,"10.208.904.525,07"
0089/2021,25.215.000066.2021,23/07/2021,23/07/2023,24,HEETSHL - 25.1501,12.929.519/0001-38 - SERVPROL SERVIÇOS E COMÉRCIO DE PRODUTOS MÉDICOS LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"84.360,00",6.171 CONTRATOS,"10.208.904.525,07"
0179/2021,25.239.000898.2020,23/07/2021,19/01/2022,6,HMDJMP - 25.4001,24.216.228/0001-81 - COSTA GONDIM & CIA LTDA,MATERIAL DE EXPEDIENTE,"4.400,00",6.171 CONTRATOS,"10.208.904.525,07"
0180/2021,25.239.000898.2020,23/07/2021,31/12/2021,5,HMDJMP - 25.4001,34.387.726/0001-40 - SMART COMÉRCIO LTDA,MATERIAL DE EXPEDIENTE,"20.700,00",6.171 CONTRATOS,"10.208.904.525,07"
0185/2021,31.206.018380.2021,23/07/2021,21/10/2021,3,CAGEPA - 31.0601,10.921.911/0003-77 - FORTLEV INDÚSTRIA E COMÉRCIO DE PLÁSTICO LTDA ,MATERIAL DE USO ESPECÍFICO,"341.872,50",6.171 CONTRATOS,"10.208.904.525,07"
0195/2021,25.239.000023.2021,23/07/2021,19/01/2022,6,HMDJMP - 25.4001,07.759.127/0001-38 - FULLTEC INDUSTRIA COMERCIO E MANUTENÇÃO DE EQUIPAMENTOS LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"106.800,00",6.171 CONTRATOS,"10.208.904.525,07"
0212/2021,27.000.003298.2021,23/07/2021,23/07/2023,24,SEDH - 27.0001,35.453.021/0001-47 - GICELE LORRANA DE OLIVEIRA,FORNECIMENTO DE REFEIÇÕES,"983.400,00",6.171 CONTRATOS,"10.208.904.525,07"
0264/2021,27.000.002120.2021,26/07/2021,30/11/2021,4,SEDH - 27.0001,35.715.263/0001-61 - COOPERATIVA AGROPECUARIA DO CARIRI PARAIBANO - AGUA VIVA,GÊNEROS ALIMENTÍCIOS,"1.219.574,20",6.171 CONTRATOS,"10.208.904.525,07"
0357/2021,25.000.1604523.2021,23/07/2021,27/01/2022,6,SES - 25.0001,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,MEDICAMENTOS,"36.835,20",6.171 CONTRATOS,"10.208.904.525,07"
0358/2021,25.000.2202524.2021,23/07/2021,23/01/2022,6,SES - 25.0001,33.765.573/0001-65 - HOME CARE CLINICA JK - PRESTAÇÃO DE SERV. DE INFRAEST. E APOIO DE ASSIST. DOMIC ,SERVIÇOS,"166.656,00",6.171 CONTRATOS,"10.208.904.525,07"
042//2021,31.203.000064.2021,26/07/2021,26/10/2021,3,DOCAS - 31.0301,09.019.150/0001-11 - ATITUDE TERCEIRIZAÇÃO DE MAO DE OBRA EIRELI,SERVIÇO ESPECIALIZADO NA ÁREA ADMINISTRATIVA,"35.970,93",6.171 CONTRATOS,"10.208.904.525,07"
0606/2021,22.204.96492019.2021,25/07/2021,31/12/2021,5,UEPB - 35.0401,04.880.181/0001-49 - CARLOS PATRICIO CAMUSSETTI MUNOZ,MATERIAL PERMANENTE,"21.999,99",6.171 CONTRATOS,"10.208.904.525,07"
0607/2021,22.204.96492019.2021,25/07/2021,31/12/2021,5,UEPB - 35.0401,02.405.020/0001-78 - MICRO SERVICE ELETRÔNICOS EIRELI – EPP,MATERIAL PERMANENTE,"4.736,97",6.171 CONTRATOS,"10.208.904.525,07"
0009/2021,,22/07/2021,20/10/2021,3,SEE - 22.0001,08.924.011/0001-70 - PREFEITURA MUNICIPAL DE MONTE HOREBE,DOAÇÕES,,6.171 CONTRATOS,"10.208.904.525,07"
0009/2021,,22/07/2021,20/10/2021,3,SEE - 22.0001,08.924.011/0001-70 - PREFEITURA MUNICIPAL DE MONTE HOREBE,DOAÇÕES,,6.171 CONTRATOS,"10.208.904.525,07"
0020/2021,25.234.000014.2021,22/07/2021,22/01/2022,6,LACEN 25.3701,07.400.977/0001-45 - PLANTEK SERVIÇOS LTDA,MANUTENÇÃO E RECUPERAÇÃO,"33.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0021/2021,25.234.000012.2021,22/07/2021,22/01/2022,6,LACEN 25.3701,41.116.302/0001-07 - MULTQUIL DISTRIBUIDORA E SERVIÇOS DE LIMPEZA EIRELI,MATERIAL DE USO ESPECÍFICO,"16.875,00",6.171 CONTRATOS,"10.208.904.525,07"
0022/2021,25.234.000012.2021,22/07/2021,22/01/2022,6,LACEN 25.3701,18.588.224/0001-21 - NACIONAL COMERCIO E REPRESENTAÇÃO EIRELLI,MATERIAL DE USO ESPECÍFICO,"530.360,00",6.171 CONTRATOS,"10.208.904.525,07"
0023/2021,25.234.000012.2021,22/07/2021,22/01/2022,6,LACEN 25.3701,23.622.391/0001-81 - 1000 MARCAS SAFEDY BRASIL LTDA,MATERIAL DE USO ESPECÍFICO,"1.915,30",6.171 CONTRATOS,"10.208.904.525,07"
0055/2021,31.202.002529.2021,22/07/2021,20/09/2021,2,SUPLAN - 31.0201,10.588.767/0001-37 - MH CONSTRUTORA SUZANA AZEVEDO MEIRA EPP,OBRAS,"59.245,51",6.171 CONTRATOS,"10.208.904.525,07"
0056/2021,31.202.002358.2021,22/07/2021,18/01/2022,6,SUPLAN - 31.0201,14.977.470/0001-14 - MINDELO CONSTRUÇÕES E INCORPORAÇÕES LTDA EPP,OBRAS,"121.442,73",6.171 CONTRATOS,"10.208.904.525,07"
0077/2021,30.000.273906.2021,22/07/2021,21/07/2022,12,SEAD - 19.0001,014.509.004-37 - PEDRO HIGOR DE SOUZA BORGES,LOCAÇÃO DE BENS IMÓVEIS,"9.600,00",6.171 CONTRATOS,"10.208.904.525,07"
0084/2021,25.215.000111.2020,22/07/2021,31/12/2021,5,HEETSHL - 25.1501,36.898.820/0001-90 - PREMIUM DISTRIBUIDORA DE MATERIAIS DE ESCRITORIO E LIMPEZA LTDA,MATERIAL DA ÁREA DE SAÚDE,"14.022,73",6.171 CONTRATOS,"10.208.904.525,07"
0104/2021,31.206.031322.2019,22/07/2021,22/07/2022,12,CAGEPA - 31.0601,08.942.276/0001-09 - UZZO COMERCIO E DISTRIBUIÇÃO LTDA-ME,MATERIAL DE USO ESPECÍFICO,"511.177,00",6.171 CONTRATOS,"10.208.904.525,07"
0174/2021,,22/07/2021,22/01/2024,30,CAGEPA - 31.0601,09.267.923/0001-89 - SANCCOL SANEAMENTO CONSTRUÇÃO E COMERCIO LTDA,AMPLIAÇÃO E CONSERVAÇÃO DE REDE DE ESGOTO SANITÁRIO,"24.058.461,26",6.171 CONTRATOS,"10.208.904.525,07"
0193/2021,25.239.000100.2021,22/07/2021,31/12/2021,5,HMDJMP - 25.4001,24.116.337/0001-27 - PAPELARIA E LIVRARIA PEDRO II LTDA,MATERIAL DA ÁREA DE SAÚDE,"88.650,00",6.171 CONTRATOS,"10.208.904.525,07"
0194/2021,25.239.000100.2021,22/07/2021,31/12/2021,5,HMDJMP - 25.4001,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRONICO LTDA,MATERIAL DA ÁREA DE SAÚDE,"1.650,00",6.171 CONTRATOS,"10.208.904.525,07"
0204/2021,25.239.000066.2021,22/07/2021,31/12/2021,5,HMDJMP - 25.4001,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,MEDICAMENTOS,"855,00",6.171 CONTRATOS,"10.208.904.525,07"
0351/2021,25.000.605579.2021,22/07/2021,31/12/2021,5,SES - 25.0001,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUIMICOS E FARMACEUTICOS LTDA,MEDICAMENTOS,"80.910,00",6.171 CONTRATOS,"10.208.904.525,07"
0354/2021,25.000.303572.2021,22/07/2021,31/12/2021,5,SES - 25.0001,24.499.337/0001-53 - ORTOTEC ORTOPEDIA TECNICA LTDA,MATERIAL MÉDICO-HOSPITALAR,"18.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0355/2021,25.000.1705522.2021,22/07/2021,31/12/2021,5,SES - 25.0001,56.998.982/0031-22 - BRISTOL MYERS SQUIBB FARMACEUTICA LTDA,MEDICAMENTOS,"209.480,64",6.171 CONTRATOS,"10.208.904.525,07"
0356/2021,25.000.103582.2021,22/07/2021,31/12/2021,5,SES - 25.0001,06.948.769/0001-12 - TECNOCENTER MATERIAIS MEDICOS HOSPITALARES,MEDICAMENTOS,"185.736,00",6.171 CONTRATOS,"10.208.904.525,07"
0548/2021,22.204.69332018.2020,22/07/2021,31/12/2021,5,UEPB - 35.0401,19.291.176/0001-78 - LUZIANO MACEDO DA SILVA,MATERIAL PERMANENTE,"1.069,95",6.171 CONTRATOS,"10.208.904.525,07"
0002/2021,31.903.1000.776.2021,20/07/2021,20/09/2023,26,SEIRH - 31.0001,67.393.181/0001-34 - IMAGEM GEOSISTEMAS E COMÉRCIO LTDA,SERVIÇO ESPECIALIZADO,"1.459.265,03",6.171 CONTRATOS,"10.208.904.525,07"
0010/2021,,21/07/2021,21/05/2023,22,PCOOPERAR - 28.0001,02.735.064/0001-66 - HYDROGEO PROJETOS E SERVIÇOS EIRELLI,OUTRAS OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"1.249.236,95",6.171 CONTRATOS,"10.208.904.525,07"
0011/2021,25.238.000030.2021,20/07/2021,20/01/2022,6,HGM - 25.4101,04.829.970/0001-55 - JOSE DA SILVA ARAUJO - FILMAGEM - ME,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"50.400,00",6.171 CONTRATOS,"10.208.904.525,07"
0024/2021,31.201.002917.2021,20/07/2021,14/08/2022,13,DER - 31.0101,03.006.548/0001-37 - COSAMPA PROJETOS E CONSTRUÇÕES LTDA,OUTRAS OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"14.412.810,41",6.171 CONTRATOS,"10.208.904.525,07"
0025/2021,31.201.002921.2021,20/07/2021,10/02/2023,19,DER - 31.0101,03.006.548/0001-37 - COSAMPA PROJETOS E CONSTRUÇÕES LTDA,OUTRAS OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"12.360.222,07",6.171 CONTRATOS,"10.208.904.525,07"
0025/2021,32.901.900011.2021,20/07/2021,20/10/2021,3,SEDAP - 32.0001,04.207.672/0007-19 - SANTANA AGROINDUSTRIAL LTDA,"SEMENTES, MUDAS E PLANTAS","905.276,00",6.171 CONTRATOS,"10.208.904.525,07"
0026/2021,329019000112021,20/07/2021,20/10/2021,3,SEDAP - 32.0001,09.304.855/0001-80 - BOA SAFRA DISTRIBUIDORA DE PRODUTOS AGROPECUÁRIOS E RAÇÕES LTDA,"SEMENTES, MUDAS E PLANTAS","139.221,00",6.171 CONTRATOS,"10.208.904.525,07"
0027/2021,32.901.900011.2021,20/07/2021,20/10/2021,3,SEDAP - 32.0001,06.049.929/0001-91 - ATACADÃO DO CRIADOR - COMÉRCIO INDÚSTRIA AGROPECUÁRIA E TRANSPORTES LTDA,"SEMENTES, MUDAS E PLANTAS","905.364,00",6.171 CONTRATOS,"10.208.904.525,07"
0048/2021,26.201.006075.2021,20/07/2021,19/07/2022,12,DETRAN - 26.0101,18.829.315/0001-01 - SSF-SERVIÇOS DE PSICOLOGIA EIRELI,SERVIÇO ESPECIALIZADO,"214.162,35",6.171 CONTRATOS,"10.208.904.525,07"
0049/2021,26.201.005840.2021,20/07/2021,19/07/2022,12,DETRAN - 26.0101,97.550.948/0001-52 - PSICOCLIN - CLÍNICA DE PSICOLOGIA LTDA,SERVIÇO ESPECIALIZADO,"253.099,95",6.171 CONTRATOS,"10.208.904.525,07"
0074/2021,30.000.062452.2021,20/07/2021,19/07/2022,12,SEAD - 19.0001,548.769.904-68 - EVA ELIANA RAMOS GOUVEIA,LOCAÇÃO DE BENS IMÓVEIS,"36.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0075/2021,30.000.011014.2021,20/07/2021,19/07/2022,12,SEAD - 19.0001,17.349.179/0001-90 - MACEDO PATRIMONIAL LTDA,LOCAÇÃO DE BENS IMÓVEIS,"87.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0150/2021,27.000.003298.2021,20/07/2021,20/07/2023,24,SEDH - 27.0001,20.272.632/0001-11 - DELIVERY NOVO HORIZONTE,FORNECIMENTO DE REFEIÇÕES,"1.053.360,00",6.171 CONTRATOS,"10.208.904.525,07"
0155/2021,27.000.003298.2021,20/07/2021,20/07/2023,24,SEDH - 27.0001,31.279.236/0001-32 - SILVANIO S. BARBOSA,FORNECIMENTO DE REFEIÇÕES,"1.689.600,00",6.171 CONTRATOS,"10.208.904.525,07"
0168/2021,27.000.003298.2021,20/07/2021,20/01/2022,6,SEDH - 27.0001,24.298.895/0001-50 - CHURRASCARIA BOI NA BRASA,FORNECIMENTO DE REFEIÇÕES,"369.072,00",6.171 CONTRATOS,"10.208.904.525,07"
0348/2021,25.000.1005515.2021,21/07/2021,21/01/2022,6,SES - 25.0001,05.329.222/0001-76 - SELLENE COMERCIO E REPRESENTAÇÕES LTDA,MATERIAL MÉDICO-HOSPITALAR,"67.743,44",6.171 CONTRATOS,"10.208.904.525,07"
0349/2021,25.000.1604527.2021,21/07/2021,31/12/2021,5,SES - 25.0001,29.329.985/0001-85 - MEDERI DISTRIBUIÇÃO E IMPORTAÇÃO DE PRODUTOS PARA SAÚDE LTDA,MEDICAMENTOS,"80.910,00",6.171 CONTRATOS,"10.208.904.525,07"
0350/2021,25.000.1604525.2021,21/07/2021,17/01/2022,6,SES - 25.0001,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,MEDICAMENTOS,"503.505,12",6.171 CONTRATOS,"10.208.904.525,07"
0366/2021,19.000.034414.2019,21/07/2021,31/12/2021,5,SES - 25.0001,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLÓGICOS LTDA,MEDICAMENTOS,"73.862,80",6.171 CONTRATOS,"10.208.904.525,07"
0614/2021,22.204.003356.2020,22/07/2021,31/12/2021,5,UEPB - 35.0401,22.065.938/0001-22 - CCK COMERCIAL LTDA,MATERIAL DE CONSUMO,"2.636,00",6.171 CONTRATOS,"10.208.904.525,07"
0004/2021,,19/07/2021,18/01/2022,6,CEHAP - 31.0401,13.493.236/0001-59 - CONSTRUTORA BRTEC LTDA,OBRAS,"309.193,61",6.171 CONTRATOS,"10.208.904.525,07"
0012/2021,,19/07/2021,18/07/2031,120,SEAD - 19.0001,08.789.299/0001-17 - PREFEITURA MUNICIAPAL DE PIRPIRITUBA,TERMO DE CESSÃO DE USO,,6.171 CONTRATOS,"10.208.904.525,07"
0019/2021,34.204.90102021.2021,19/07/2021,19/07/2023,24,PBGÁS - 34.0401,61.074.175/0001-38 - MAPFRE SEGUROS GERAIS S/A ,SEGURO EM GERAL,"742.903,93",6.171 CONTRATOS,"10.208.904.525,07"
0027/2021,25.250.000353.2020,19/07/2021,19/07/2026,60,IASS - 25.5001,09.299.371/0001-90 - LABORATORIO DE ANALISES CLINICAS ALCIDES CANDEIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"23.655,96",6.171 CONTRATOS,"10.208.904.525,07"
0028/2021,25.250.000353.2020,19/07/2021,19/07/2026,60,IASS - 25.5001,09.613.191/0001-31 - LABORATÓRIO DE PATOLOGIA DR IVAN RODRIGUES DE CARVALHO LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"22.479,60",6.171 CONTRATOS,"10.208.904.525,07"
0042/2021,19.000.005794.2020,19/07/2021,19/12/2021,5,CPAM - 25.0601,49.324.221/0008-80 - FESENIUS KABI BRASIL LTDA.,MEDICAMENTOS,"255.790,00",6.171 CONTRATOS,"10.208.904.525,07"
0178/2021,27.000.002676.2021,20/07/2021,20/07/2023,24,SEDH - 27.0001,15.601.879/0001-02 - LAERVERSON DA SILVA GONÇALVES,FORNECIMENTO DE REFEIÇÕES,"2.111.800,00",6.171 CONTRATOS,"10.208.904.525,07"
0182/2021,27.000.003298.2021,20/07/2021,20/07/2023,24,SEDH - 27.0001,16.577.984/0001-08 - BAR DA FAVA,FORNECIMENTO DE REFEIÇÕES,"1.848.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0192/2021,27.000.003298.2021,20/07/2021,20/07/2023,24,SEDH - 27.0001,41.969.259/0001-22 - MARCIA MARIA DE LIMA GONÇALVES,FORNECIMENTO DE REFEIÇÕES,"1.056.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0207/2021,27.000.003298.2021,20/07/2021,20/07/2023,24,SEDH - 27.0001,27.070.526/0001-02 - FRANCISCO ARLEY DE SOUSA MOURA,FORNECIMENTO DE REFEIÇÕES,"922.740,00",6.171 CONTRATOS,"10.208.904.525,07"
0209/2021,27.000.003298.2021,20/07/2021,20/07/2023,24,SEDH - 27.0001,38.538.430/0001-34 - MARIA DO SOCORRO SANTOS SILVA,FORNECIMENTO DE REFEIÇÕES,"1.636.800,00",6.171 CONTRATOS,"10.208.904.525,07"
0222/2021,25.239.000831.2020,20/07/2021,31/12/2021,5,HMDJMP - 25.4001,15.496.980/0001-32 - STARMEDIC COMÉRCIO DE EQUIPAMENTOS HOSPITALARES LTDA,MATERIAL DE USO ESPECÍFICO,"3.120,00",6.171 CONTRATOS,"10.208.904.525,07"
0339/2021,19.000.034414.2019,20/07/2021,31/12/2021,5,SES - 25.0001,28.911.309/0001-52 - ESPIRITO SANTO DISTRIBUIDORA DE PRODUTOS HOSPITALARES EIRELI,MEDICAMENTOS,"514.686,12",6.171 CONTRATOS,"10.208.904.525,07"
0340/2021,19.000.034414.2019,20/07/2021,31/12/2021,5,SES - 25.0001,15.800.545/0003-11 - ABBVIE FARMACEUTICA LTDA,MEDICAMENTOS,"110.394,90",6.171 CONTRATOS,"10.208.904.525,07"
0341/2021,19.000.026483.2020,20/07/2021,31/12/2021,5,SES - 25.0001,01.490.595/0001-73 - DIAGNOCEL COMÉRCIO E REPRESENTAÇÕES LTDA,MATERIAL MÉDICO-HOSPITALAR,"127.030,00",6.171 CONTRATOS,"10.208.904.525,07"
0343/2021,25.000.2403571.2021,20/07/2021,31/12/2021,5,SES - 25.0001,18.459.628/0097-67 - BAYER S.A,MEDICAMENTOS,"304.320,00",6.171 CONTRATOS,"10.208.904.525,07"
0344/2021,25.000.1705513.2021,20/07/2021,31/12/2021,5,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,MEDICAMENTOS,"84.369,60",6.171 CONTRATOS,"10.208.904.525,07"
0345/2021,25.000.1304508.2021,20/07/2021,31/12/2021,5,SES - 25.0001,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,MEDICAMENTOS,"106.174,80",6.171 CONTRATOS,"10.208.904.525,07"
0603/2021,22.204.49722020.2021,20/07/2021,31/12/2021,5,UEPB - 35.0401,09.045.285/0001-51 - VILELA COELHO SOCIEDADE DE ADVOGADOS,SERVIÇO ESPECIALIZADO,"8.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0615/2021,22.204.003356.2020,20/07/2021,31/12/2021,5,UEPB - 35.0401,10.942.831/0001-36 - COMERCIAL VANGUARDEIRA EIRELI,MATERIAL DE CONSUMO,"4.899,73",6.171 CONTRATOS,"10.208.904.525,07"
0027/2021,31.201.005082.2020,16/07/2021,05/08/2023,25,DER - 31.0101,00.779.059/0001-20 - CONSTRUTORA LUIZ COSTA LTDA,OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"27.521.052,22",6.171 CONTRATOS,"10.208.904.525,07"
0051/2021,31.202.001910.2021,16/07/2021,09/10/2022,15,SUPLAN - 31.0201,26.252.816/0001-04 - CONSTRUTORA IDENGE EIRELI,OBRAS,"853.171,44",6.171 CONTRATOS,"10.208.904.525,07"
0052/2021,25.210.000023.2021,19/07/2021,31/12/2021,5,HRDJC- 25.1001,03.092.570/0001-47 - REVENDEDORA DE GAS DO BRASIL,GÁS LIQUEFEITO DE PETRÓLEO - GLP,"38.543,40",6.171 CONTRATOS,"10.208.904.525,07"
0052/2021,31.202.001758.2021,16/07/2021,12/01/2022,6,SUPLAN - 31.0201,"00.976.179/0001-17 - LINK ENGENHARIA, INDÚSTRIA E COMÉRCIO LTDA",OBRAS,"593.483,49",6.171 CONTRATOS,"10.208.904.525,07"
0052/2021,25.240.000080.2021,16/07/2021,31/12/2021,5,HCCG - 25.4201,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,MATERIAL DE EXPEDIENTE,"98.755,00",6.171 CONTRATOS,"10.208.904.525,07"
0053/2021,31.202.001843.2020,16/07/2021,08/11/2022,16,SUPLAN - 31.0201,02.297.146/0001-76 - CONSTRUTORA METROPOLITANA E SERVIÇOS LTDA,OBRAS,"1.427.372,34",6.171 CONTRATOS,"10.208.904.525,07"
0053/2021,25.240.000080.2021,16/07/2021,31/12/2021,5,HCCG - 25.4201,09.183.224/0001-50 - O ESCOLAR COMÉRCIO E SERVIÇOS LTDA,MATERIAL DE EXPEDIENTE,"1.106,70",6.171 CONTRATOS,"10.208.904.525,07"
0054/2021,31.202.001704.2020,16/07/2021,11/06/2022,11,SUPLAN - 31.0201,09.221.904/0001-11 - BETA PROJETOS E CONSTRUÇÕES LTDA - EPP,OBRAS,"1.052.643,91",6.171 CONTRATOS,"10.208.904.525,07"
