CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0190/2019,31.206.015722.2019,04/11/2019,04/11/2023,48,CAGEPA - 31.0601,08.972.408/0001-37 - SEVERINO DIAS DE SOUSA FILHO - EPP,OUTRAS MANUTENÇÕES E RECUPERAÇÕES,"2.140.581,28",4.730 CONTRATOS,"9.425.152.937,90"
0191/2019,31.206.024847.2019,01/11/2019,29/04/2020,5,CAGEPA - 31.0601,15.367.556/0001-98 - NUNES INTERLIGAÇÕES LTDA - EPP,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"305.830,00",4.730 CONTRATOS,"9.425.152.937,90"
0003/2019,21.201.000160.2019,30/10/2019,31/10/2023,48,CINEP - 21.0101,00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELI - EPP,SERVIÇO DE DESLOCAMENTO,"126.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0006/2019,37.000.001183.2019,30/10/2019,31/12/2019,2,SEPLAG - 37.0001,63.056.469/0001-62 - FUNDAÇÃO ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO - FESPSP,SERVIÇO ESPECIALIZADO,"195.100,00",4.730 CONTRATOS,"9.425.152.937,90"
0033/2019,19.000.000318.2019,29/10/2019,28/07/2023,45,EMPAER 32.0501,07.990.965/0001-18 - AGAPE CONSTRUÇÕES E SERVIÇOS LTDA,SERVIÇOS,"4.863.667,88",4.730 CONTRATOS,"9.425.152.937,90"
0050/2019,26.000.002554.2019,31/10/2019,31/12/2019,2,SEDS - 26.0001,19.918.905/0001-73 - THOMAS JOSÉ BELTRÃO DE ARAÚJO ALBUQUERQUE ME,MATERIAL PERMANENTE,"313.970,00",4.730 CONTRATOS,"9.425.152.937,90"
0052/2019,31.202.000534.2019,31/10/2019,28/02/2020,4,SUPLAN - 31.0201,10.868.103/0001-21 - ECO LATINA PARTICIPAÇÕES EMPREENDIMENTOS LTDA,OBRAS,"807.516,91",4.730 CONTRATOS,"9.425.152.937,90"
0052/2019,26.000.002554.2019,31/10/2019,31/12/2019,2,SEDS - 26.0001,29.903.019/0001-20 - DOUGLAS BERNARDO AZEVEDO EIRELI,MATERIAL PERMANENTE,"248.001,00",4.730 CONTRATOS,"9.425.152.937,90"
0053/2019,26.000.000143.2019,30/10/2019,31/12/2019,2,SEDS - 26.0001,08.228.010/0001-90 - PORT DISTRIBUIDORA DE INFORMÁTICA E PAPELARIA LTDA,MATERIAL DE EXPEDIENTE,"314.800,00",4.730 CONTRATOS,"9.425.152.937,90"
0079/2019,31.202.001444.2019,29/10/2019,26/04/2020,6,SUPLAN - 31.0201,14.977.470/0001-14 - MINDÊLO CONSTRUÇÕES E INCORPORAÇÕES LTDA - EPP,OBRAS,"49.053,50",4.730 CONTRATOS,"9.425.152.937,90"
0081/2019,31.202.001362.2019,29/10/2019,26/11/2020,13,SUPLAN - 31.0201,19.088.045/0001-98 - ECOMAQ - EMPRESA DE CONSTRUÇÃO E MÁQUINAS EIRELI - EPP,OBRAS,"773.988,53",4.730 CONTRATOS,"9.425.152.937,90"
0082/2019,31.202.001385.2019,31/10/2019,07/06/2021,20,SUPLAN - 31.0201,02.349.757/0001-10 - ACCOCIL - CONSTRUÇÕES E LOCAÇÕES EIRELLI EPP,OBRAS,"1.585.996,87",4.730 CONTRATOS,"9.425.152.937,90"
0083/2019,31.202.001373.2019,31/10/2019,28/05/2020,7,SUPLAN - 31.0201,03.395.789/0001-15 - TCL - TAMBAÚ CONSERVAÇÕES LTDA - EPP,OBRAS,"1.410.478,86",4.730 CONTRATOS,"9.425.152.937,90"
0130/2019,19.000.027204.2018,31/10/2019,31/12/2019,2,MFD- 25.0301,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA - ME,MATERIAL DE CONSUMO,"88.620,00",4.730 CONTRATOS,"9.425.152.937,90"
0131/2019,19.000.027204.2018,30/10/2019,31/12/2019,2,MFD- 25.0301,30.250.913/0001-27 - JOSÉ FHILLYPE DOS SANTOS BRITO,MATERIAL DE CONSUMO,"23.184,00",4.730 CONTRATOS,"9.425.152.937,90"
0132/2019,19.000.027204.2018,31/10/2019,31/12/2019,2,MFD- 25.0301,08.370.039/0001-02 - MEGA MASTER COMERCIAL DE ALIMENTOS LTDA,MATERIAL DE CONSUMO,"99.642,00",4.730 CONTRATOS,"9.425.152.937,90"
0194/2019,27.000.00184.2019,31/10/2019,30/04/2021,18,SEDH - 27.0001,04.762.060/0001-00 - INSTITUTO BRASILEIRO DE DESENVOLVIMENTO HUMANO SOCIAL-IBRADHES                 ,SERVIÇO ESPECIALIZADO,"720.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0195/2019,31.206.024120.2019,01/11/2019,02/11/2023,48,CAGEPA - 31.0601,11.725.176/0001-27 - BOA VISTA SERVIÇOS S.A. ,SERVIÇO ESPECIALIZADO NA ÁREA JURÍDICA,"623.696,95",4.730 CONTRATOS,"9.425.152.937,90"
0209/2019,31.206.015830.2019,01/11/2019,31/12/2020,13,CAGEPA - 31.0601,23.647.365/0010-07 - BAUMINAS QUIMICA N/NE LTDA,PRODUTOS QUÍMICOS,"35.568.750,00",4.730 CONTRATOS,"9.425.152.937,90"
0602/2019,25.000.409584.2019,30/10/2019,29/04/2020,6,SES - 25.0001,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRIÇÃO ENTERAL E PARENTAL - CENEP LTDA,MATERIAL DA ÁREA DE SAÚDE,"18.720,00",4.730 CONTRATOS,"9.425.152.937,90"
0944/2019,22.204.003349.2019,01/11/2019,31/12/2019,1,UEPB - 35.0401,02.213.325/0002-69 - PLUGNET COMÉRCIO E REPRESENTAÇÕES LTDA,MATERIAL PERMANENTE,"296.100,00",4.730 CONTRATOS,"9.425.152.937,90"
0948/2019,22.204.108772017.2019,01/11/2019,31/12/2019,1,UEPB - 35.0401,19.595.110/0001-71 - ORGANIZAÇÃO SANTANA MACHADO LTDA- EPP,MATERIAL PERMANENTE,"94.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0006/2019,,25/10/2019,24/10/2021,24,SEAD - 19.0001,07.894.206/0001-51 - EMTOQUE - ESCOLA DE MÚSICA TOQUE DE VIDA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.730 CONTRATOS,"9.425.152.937,90"
0024/2019,,24/10/2019,28/12/2019,2,SES - 25.0001,"03.254.082/0001-99 - INSTITUTO ACQUA - AÇÃO, CIDADANIA, QUALIDADE URBANA E AMBIENTAL",CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.730 CONTRATOS,"9.425.152.937,90"
0073/2019,,25/10/2019,25/10/2021,24,SUDEMA - 34.0101,113.146.334-06 - JOÃO VIRGINIO ACIOLY NETO,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",4.730 CONTRATOS,"9.425.152.937,90"
0080/2019,31.202.001299.2019,25/10/2019,16/07/2021,21,SUPLAN - 31.0201,02.503.487/0001-50 - FORTCON CONSTRUÇÕES LTDA - ME ,OBRAS,"672.855,84",4.730 CONTRATOS,"9.425.152.937,90"
0118/2019,19.000.029840.2018,29/10/2019,31/12/2019,2,SEAP - 24.0001,23.332.534/0001-10 - COMERCIO DE CEREAIS SAFRA LTDA,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"74.223,66",4.730 CONTRATOS,"9.425.152.937,90"
0127/2019,19.000.027317.2017,29/10/2019,31/12/2019,2,MFD- 25.0301,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVIÇOS - EIRELI EPP,MATERIAL DE EXPEDIENTE,"1.010,00",4.730 CONTRATOS,"9.425.152.937,90"
0127/2019,19.000.005566.2018,25/10/2019,31/12/2019,2,SEAP - 24.0001,07.190.090/0001-70 - DISTRIBUIDORA MACBRAZ LTDA,MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS,"90.104,78",4.730 CONTRATOS,"9.425.152.937,90"
0128/2019,19.000.005566.2018,25/10/2019,31/12/2019,2,SEAP - 24.0001,19.894.881/0001-60 - PERGON DISTRIBUIDORA DE MATERIAL DE CONSTRUÇÃO LTDA,MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS,"21.550,00",4.730 CONTRATOS,"9.425.152.937,90"
0216/2019,22.201.000464.2019,29/10/2019,31/12/2019,2,FUNESC - 33.0101,16.558.038/0001-14 - KELONIK DO BRASIL SERVIÇOS DIGITAIS LTDA,AQUISIÇÃO DE BENS MÓVEIS,"134.562,61",4.730 CONTRATOS,"9.425.152.937,90"
0589/2019,19.000.010123.2019,25/10/2019,31/12/2019,2,SES - 25.0001,18.459.628/0001-15 - BAYER S.A.,MEDICAMENTOS,"120.440,00",4.730 CONTRATOS,"9.425.152.937,90"
0591/2019,25.000.3007537.2019,25/10/2019,24/04/2020,6,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,MEDICAMENTOS,"98.751,60",4.730 CONTRATOS,"9.425.152.937,90"
0592/2019,25.000.2207584.2019,25/10/2019,24/04/2020,6,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,MEDICAMENTOS,"40.815,60",4.730 CONTRATOS,"9.425.152.937,90"
0593/2019,25.000.208580.2019,25/10/2019,22/04/2020,6,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,MEDICAMENTOS,"241.812,48",4.730 CONTRATOS,"9.425.152.937,90"
0595/2019,25.000.1508539.2019,25/10/2019,31/12/2019,2,SES - 25.0001,12.600.168/0001-17 - MOLNLYCKE HEALTH CARE VENDA DE PRODUTOS MÉDICOS LTDA,MATERIAL DA ÁREA DE SAÚDE,"398.761,20",4.730 CONTRATOS,"9.425.152.937,90"
0596/2019,25.000.1508539.2019,25/10/2019,31/12/2019,2,SES - 25.0001,06.948.769/0001-12 - TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA,MATERIAL DA ÁREA DE SAÚDE,"9.039,00",4.730 CONTRATOS,"9.425.152.937,90"
0597/2019,25.000.905637.2019,29/10/2019,31/12/2019,2,SES - 25.0001,61.100.244/0001-30 - FANEM LTDA,MATERIAL DE USO ESPECÍFICO,"286.900,00",4.730 CONTRATOS,"9.425.152.937,90"
0598/2019,25.000.3007536.2019,29/10/2019,28/04/2020,6,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,MEDICAMENTOS,"43.333,64",4.730 CONTRATOS,"9.425.152.937,90"
0599/2019,25.000.305527.2019,29/10/2019,31/12/2019,2,SES - 25.0001,05.672.519/0001-30 - PADARIA PONTES LTDA-ME,MATERIAL DE CONSUMO,"27.600,00",4.730 CONTRATOS,"9.425.152.937,90"
0600/2019,25.000.208578.2019,29/10/2019,28/04/2020,6,SES - 25.0001,44.734.671/0001-51 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MEDICAMENTOS,"53.060,40",4.730 CONTRATOS,"9.425.152.937,90"
0601/2019,25.000.3007535.2019,29/10/2019,26/04/2020,6,SES - 25.0001,06.948.769/0001-12 - TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA,MATERIAL DA ÁREA DE SAÚDE,"134.781,00",4.730 CONTRATOS,"9.425.152.937,90"
0005/2019,,22/10/2019,21/10/2024,60,SEAD - 19.0001,14.809.007/0001-63 - VIDEIRA - IGREJA EM CÉLULAS DE JOÃO PESSOA - PB,CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.730 CONTRATOS,"9.425.152.937,90"
0007/2019,19.000.024420.2017,23/10/2019,31/12/2019,2,IHGER - 15.0101,05.731.550/0001-02 - WEBMED SOLUÇÕES EM SAÚDE EIRELI,MATERIAL MÉDICO-HOSPITALAR,"144.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0009/2019,25.202.004243.2019,23/10/2019,23/10/2023,48,AGEVISA - 25.0201 ,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S.A - EPC,SERVIÇOS,"44.992,00",4.730 CONTRATOS,"9.425.152.937,90"
0018/2019,31.000.002407.2019,22/10/2019,31/12/2019,2,SEIRH - 31.0001,19.918.905/0001-73 - THOMAS JOSÉ BELTRÃO DE ARAÚJO ALBUQUERQUE-ME,AQUISIÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"18.920,00",4.730 CONTRATOS,"9.425.152.937,90"
0047/2019,26.000.003708.2019,22/10/2019,24/10/2023,48,SEDS - 26.0001,05.514.490/0001-68 - RM SERVIÇOS DE REFRIGERAÇÕES EIRELI,SERVIÇO ESPECIALIZADO,"930.551,54",4.730 CONTRATOS,"9.425.152.937,90"
0061/2019,,23/10/2019,23/10/2020,12,SUDEMA - 34.0101,114.254.394-38 - ITALO RENAN DA SILVA ROCHA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.730 CONTRATOS,"9.425.152.937,90"
0066/2019,,23/10/2019,23/10/2021,24,SUDEMA - 34.0101,079.458.746-14 - TAINA PEREIRA MATOS,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",4.730 CONTRATOS,"9.425.152.937,90"
0067/2019,,22/10/2019,22/10/2021,24,SUDEMA - 34.0101,709.630.094-51 - CINTHIA DE ARAUJO GOMES,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",4.730 CONTRATOS,"9.425.152.937,90"
0070/2019,19.000.010950.2019,24/10/2019,31/12/2019,2,PM/PB - 15.0001,01.756.582/0001-01 - J. R. MACHADO COMÉRCIO E SERVIÇOS,MATERIAL PARA HOMENAGENS,"22.740,00",4.730 CONTRATOS,"9.425.152.937,90"
0073/2019,15.000.000510.2019,23/10/2019,31/12/2020,14,PM/PB - 15.0001,32.185.141/0001-12 - CASTRO E ROCHA LTDA,RECUPERAÇÃO E MANUTENÇÃO DE BENS IMÓVEIS,"136.191,14",4.730 CONTRATOS,"9.425.152.937,90"
0074/2019,,24/10/2019,24/10/2020,12,SUDEMA - 34.0101,121.731.294-30 - BEATRIZ ARANHA DE FARIAS,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.730 CONTRATOS,"9.425.152.937,90"
0119/2019,19.000.032474.2019,23/10/2019,31/12/2019,2,SEAP - 24.0001,13.167.781/0001-55 - EMPRESA GILMARA MARTINS DE PONTES,AQUISIÇÃO DE BENS MÓVEIS,"279.500,00",4.730 CONTRATOS,"9.425.152.937,90"
0128/2019,19.000.015334.2018,23/10/2019,31/12/2019,2,MFD- 25.0301,07.484.373/0001-24 - UNI HOSPITALAR LTDA,MATERIAL DE CONSUMO,"10.940,00",4.730 CONTRATOS,"9.425.152.937,90"
0174/2019,,24/10/2019,25/12/2021,26,CAGEPA - 31.0601,23.572.690/0001-59 - LAPOC ENGENHARIA E PLANEJAMENTO LTDA - EPP,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"123.758,40",4.730 CONTRATOS,"9.425.152.937,90"
0175/2019,,24/10/2019,25/12/2021,26,CAGEPA - 31.0601,08.846.230/0001-88 - ATECEL - ASSOCIAÇÃO TECNICO CIENTIFICA ERNESTO LUIS DE O JUNIOR,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"153.577,68",4.730 CONTRATOS,"9.425.152.937,90"
0181/2019,,24/10/2019,24/04/2021,18,CAGEPA - 31.0601,02.904.580/0001-77 - CONSSOL CONSTRUÇÕES E SANEAMENTO LTDA - ME,CONSTRUÇÃO E IMPLANTAÇÃO DE REDE DE ESGOTO SANITÁRIO,"6.665.532,53",4.730 CONTRATOS,"9.425.152.937,90"
0187/2019,19.000.014069.2018,22/10/2019,31/12/2019,2,SEDH - 27.0001,29.903.019/0001-20 - DOUGLAS BERNARDO AZEVEDO EIRELI,MATERIAL ESPORTIVO,"63.301,00",4.730 CONTRATOS,"9.425.152.937,90"
0199/2019,31.206.029516.2019,24/10/2019,23/05/2022,31,CAGEPA - 31.0601,09.080.623/0001-96 - VIPETRO CONSTRUÇÕES E MONTAGENS INDUSTRIAIS LTDA ,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"1.619.781,41",4.730 CONTRATOS,"9.425.152.937,90"
0585/2019,19.000.018144.2018,24/10/2019,31/12/2019,2,SES - 25.0001,07.484.373/0001-24 - UNI HOSPITALAR LTDA,MEDICAMENTOS,"623.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0586/2019,25.000.2904527.2019,24/10/2019,23/04/2020,6,SES - 25.0001,51.780.468/0002-68 - JANSSEN - CILAG FARMACÊUTICA LTDA,MEDICAMENTOS,"80.357,04",4.730 CONTRATOS,"9.425.152.937,90"
0002/2019,,21/10/2019,20/10/2022,36,FCJA - 33.0301,00.677.870/0003-61 - DRIVE A INFORMÁTICA LTDA - FILIAL PARÁ,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"24.790,00",4.730 CONTRATOS,"9.425.152.937,90"
0026/2019,19.000.009768.2019,18/10/2019,18/10/2023,48,DER - 31.0101,07.147.056/0001-12 - SANEAPE SOLUÇÕES AMBIENTAIS,LOCAÇÃO DE BENS MÓVEIS,"1.862.430,84",4.730 CONTRATOS,"9.425.152.937,90"
0032/2019,,21/10/2019,20/10/2020,12,EMPAER 32.0501,40.938.508/0001-50 - MAQ-LAREM MAQ MOVEIS E EQUIPAMENTOS LTDA,SERVIÇOS,"202.752,00",4.730 CONTRATOS,"9.425.152.937,90"
0048/2019,34.204.1712019.2019,21/10/2019,21/10/2024,60,PBGÁS - 34.0401,09.094.300/0001-51 - OPEN TREINAMENTOS E EDITORA LTDA,OUTROS EVENTOS,"35.940,00",4.730 CONTRATOS,"9.425.152.937,90"
0048/2019,,21/10/2019,10/12/2019,2,SEFAZ - 20.0001,10.673.625/0001-78 - C2 COMÉRCIO DE MERCADORIAS EM GERAL E SERVIÇOS EIRELI-EPP,MATERIAL DE CONSUMO,"123.411,00",4.730 CONTRATOS,"9.425.152.937,90"
0060/2019,,21/10/2019,21/10/2020,12,SUDEMA - 34.0101,097.210.644-83 - ALEX BRUNO DA SILVA FARIAS,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.730 CONTRATOS,"9.425.152.937,90"
0076/2019,19.000.014072.2018,18/10/2019,31/12/2019,2,PM/PB - 15.0001,09.211.871/0001-29 - RAFAEL INDUSTRIA E CONFECÇÕES LTDA,MATERIAL DE USO ESPECÍFICO,"692.500,00",4.730 CONTRATOS,"9.425.152.937,90"
0077/2019,31.202.001301.2019,18/10/2019,26/11/2020,13,SUPLAN - 31.0201,09.047.935/0001-06 - A3T CONSTRUÇÃO E INCORPORAÇÃO LTDA,OBRAS,"641.197,56",4.730 CONTRATOS,"9.425.152.937,90"
0078/2019,31.202.001365.2019,18/10/2019,26/03/2021,17,SUPLAN - 31.0201,19.369.906/0001-06 - FFJ CONSTRUTORA LTDA - ME,OBRAS,"712.175,84",4.730 CONTRATOS,"9.425.152.937,90"
0125/2019,19.000.023554.2018,18/10/2019,31/12/2019,2,MFD- 25.0301,13.344.533/0001-32 - BRUNO BARBOZA DE SOUZA EIRELI ,MATERIAL DE EXPEDIENTE,"23.520,00",4.730 CONTRATOS,"9.425.152.937,90"
0162/2019,31.206.023499.2019,21/10/2019,16/12/2020,14,CAGEPA - 31.0601,08.008.080/0001-33 - INAPI INDUSTRIA NORDESTINA DE ACESSÓRIOS PARA IRRIGAÇÃO LTDA,MATERIAL DE USO ESPECÍFICO,"1.079.799,29",4.730 CONTRATOS,"9.425.152.937,90"
0163/2019,31.206.021779.2019,21/10/2019,20/10/2020,12,CAGEPA - 31.0601,04.438.673/0001-89 - HDA AGUA E EFLUENTES LTDA - EPP,MATERIAL DE USO ESPECÍFICO,"1.020.936,72",4.730 CONTRATOS,"9.425.152.937,90"
0188/2019,19.000.023554.2018,22/10/2019,31/12/2019,2,SEDH - 27.0001,08.228.010/0001-90 - PORT DISTRIBUIDORA DE INFORMÁTICA E PAPELARIA LTDA,MATERIAL DE EXPEDIENTE,"79.950,00",4.730 CONTRATOS,"9.425.152.937,90"
0189/2019,27.000.003274.2019,22/10/2019,31/12/2019,2,SEDH - 27.0001,22.525.528/0001-17 - NATALY DECOR COMERCIO DE MOVEIS E DECORAÇÃO EIRELI ,AQUISIÇÃO DE COLCHÕES,"65.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0430/2019,25.000.1604602.2019,18/10/2019,31/12/2019,2,SES - 25.0001,01.772.798/0002-33 - MEDTRONIC COMERCIAL LTDA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"346.154,00",4.730 CONTRATOS,"9.425.152.937,90"
0579/2019,25.000.260118590.2019,18/10/2019,18/10/2020,12,SES - 25.0001,63.067.904/0002-35 - LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD,SERVIÇO ESPECIALIZADO,"46.663,56",4.730 CONTRATOS,"9.425.152.937,90"
0583/2019,25.000.1907520.2019,22/10/2019,21/04/2020,6,SES - 25.0001,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,MEDICAMENTOS,"91.147,35",4.730 CONTRATOS,"9.425.152.937,90"
0584/2019,19.000.027213.2019,22/10/2019,31/12/2019,2,SES - 25.0001,01.490.595/0001-73 - DIAGNOCEL COMÉRCIO E REPRESENTAÇÕES LTDA,MATERIAL DA ÁREA DE SAÚDE,"84.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0947/2019,22.204.005193.2019,21/10/2019,31/12/2019,2,UEPB - 35.0401,40.979.684/0001-30 - ANDRE FELIPE DE SOUZA SANTOS - EPP,MATERIAL DE CONSUMO,"1.400,00",4.730 CONTRATOS,"9.425.152.937,90"
0949/2019,22.204.001378.2018,21/10/2019,31/12/2019,2,UEPB - 35.0401,07.340.993/0001-90 - WEBTRIP AGÊNCIA DE VIAGENS E TURISMO LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"50.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0016/2019,19.000.014519.2018,17/10/2019,17/10/2020,12,SES CDC 25.3401,07.400.977/0001-45 - PLANTEK SERVIÇOS LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"15.360,00",4.730 CONTRATOS,"9.425.152.937,90"
0065/2019,31.202.001510.2019,16/10/2019,31/03/2021,17,SUPLAN - 31.0201,02.503.487/0001-50 - FORTCON CONSTRUÇÕES LTDA - ME ,OBRAS,"1.463.993,48",4.730 CONTRATOS,"9.425.152.937,90"
0069/2019,31.202.001303.2019,16/10/2019,13/05/2020,7,SUPLAN - 31.0201,03.395.789/0001-15 - TCL - TAMBAÚ CONSERVAÇÕES LTDA - EPP,OBRAS,"2.214.559,38",4.730 CONTRATOS,"9.425.152.937,90"
0070/2019,31.202.001358.2019,17/10/2019,08/02/2021,16,SUPLAN - 31.0201,00.374.836/0001-56 - CONSTRUTORA COPLANAR LTDA - EPP,OBRAS,"2.080.713,04",4.730 CONTRATOS,"9.425.152.937,90"
0072/2019,31.202.001302.2019,17/10/2019,11/03/2021,17,SUPLAN - 31.0201,09.605.291/0001-16 - CBA CONSTRUÇÕES LTDA - EPP,OBRAS,"1.582.716,58",4.730 CONTRATOS,"9.425.152.937,90"
0073/2019,31.202.001330.2019,17/10/2019,10/11/2020,13,SUPLAN - 31.0201,00.374.836/0001-56 - CONSTRUTORA COPLANAR LTDA - EPP,OBRAS,"841.123,30",4.730 CONTRATOS,"9.425.152.937,90"
0074/2019,31.202.001388.2019,17/10/2019,08/06/2021,20,SUPLAN - 31.0201,"04.847.233/0001-85 - COPLAN-CONSULTORIA, CONSTRUÇÃO E PLANEJAMENTO DE OBRAS E ENGENHARIA LTDA EPP",OBRAS,"1.394.295,25",4.730 CONTRATOS,"9.425.152.937,90"
0075/2019,31.202.001353.2019,17/10/2019,10/11/2020,13,SUPLAN - 31.0201,04.320.189/0001-50 - JATOBÁ CONSTRUÇÕES E SERVIÇOS LTDA - EPP,OBRAS,"752.465,74",4.730 CONTRATOS,"9.425.152.937,90"
0075/2019,19.000.031212.2019,17/10/2019,31/12/2019,2,PM/PB - 15.0001,09.266.128/0001-76 - SOS GÁS LTDA,GÁS LIQUEFEITO DE PETRÓLEO - GLP,"5.660,00",4.730 CONTRATOS,"9.425.152.937,90"
0076/2019,31.202.001386.2019,17/10/2019,09/05/2021,19,SUPLAN - 31.0201,03.263.984/0001-91 - LK CONSTRUÇÕES E INCORPORAÇÕES EIRELLI EPP,OBRAS,"1.447.559,43",4.730 CONTRATOS,"9.425.152.937,90"
0126/2019,19.000.005567.2018,17/10/2019,31/12/2019,2,MFD- 25.0301,"13.344.533/0001-32 - BRUNO BARBOZA DE SOUZA EIRELI,",MATERIAL DE CONSUMO,"33.600,00",4.730 CONTRATOS,"9.425.152.937,90"
0167/2019,31.206.021452.2019,16/10/2019,15/10/2020,12,CAGEPA - 31.0601,03.391.001/0005-26 - P.Q.A. PRODUTOS QUIMICOS ARACRUZ S.A,PRODUTOS QUÍMICOS,"424.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0571/2019,19.000.018144.2018,17/10/2019,31/12/2019,2,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS SA,MEDICAMENTOS,"28.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0572/2019,25.000.2407604.2019,16/10/2019,15/04/2020,6,SES - 25.0001,18.459.628/0001-15 - BAYER S.A.,MEDICAMENTOS,"408.900,00",4.730 CONTRATOS,"9.425.152.937,90"
0575/2019,25.000.803578.2019,17/10/2019,17/10/2021,24,SES - 25.0001,02.168.943/0001-53 - FUNDAÇÃO DE EDUCAÇÃO TECNOLÓGICA E CULTURAL DA PARAÍBA - FUNETEC/PB,SERVIÇOS,"535.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0576/2019,25.000.2404520.2019,17/10/2019,31/12/2019,2,SES - 25.0001,16.631.594/0001-79 - DROPS BUFFET E EVENTOS EIRELI - ME,FORNECIMENTO DE REFEIÇÕES,"214.400,00",4.730 CONTRATOS,"9.425.152.937,90"
0578/2019,25.000.2703525.2019,17/10/2019,31/12/2019,2,SES - 25.0001,17.792.470/0001-38 - MAIS TRUCK COMERCIO DE CAMINHÕES LTDA,AQUISIÇÃO DE VEÍCULOS,"162.500,00",4.730 CONTRATOS,"9.425.152.937,90"
0582/2019,19.000.027204.2018,18/10/2019,31/12/2019,2,SES - 25.0001,26.290.355/0001-56 - LUCIELMA MARIA OLIVEIRA DA SILVA,GÊNEROS ALIMENTÍCIOS,"22.143,40",4.730 CONTRATOS,"9.425.152.937,90"
0914/2019,22.204.003629.2019,18/10/2019,31/12/2019,2,UEPB - 35.0401,02.536.937/0001-01 - DP UNION INSTRUMENTAÇÃO ANALÍTICA E CIENTÍFICA LTDA,MATERIAL DE CONSUMO,"21.300,58",4.730 CONTRATOS,"9.425.152.937,90"
0943/2019,22.204.003349.2019,18/10/2019,31/12/2019,2,UEPB - 35.0401,15.785.674/0001-16 - ANDREI SANTOS SILVA 05062492556,MATERIAL PERMANENTE,"3.793,09",4.730 CONTRATOS,"9.425.152.937,90"
0003/2019,,15/10/2019,31/12/2019,2,FCJA - 33.0301,12.477.490/0001-09 - LÍDER NOTEBOOKS COMÉRCIO E SERVIÇOS LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"20.100,00",4.730 CONTRATOS,"9.425.152.937,90"
0005/2019,19.000.026839.2018,15/10/2019,14/02/2023,40,FDRH - 49.0001,09.377.459/0001-83 - KAIROS SRGURANÇA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"846.682,93",4.730 CONTRATOS,"9.425.152.937,90"
