Data Criacao;Num Contrato;Orgao;Resumo Objeto;Num Processo Tce;Num Processo Adm;Tipo Instrumento;Tipo Procedimento;Num Procedimento;Valor Contratado;Status;Contratada;Dt Vig Atual Inicio;Dt Vig Atual Fim;Data Assinatura;Tipo Contrato
25/05/2021;020/2021;SEFAZ - SECRETARIA DA FAZENDA DO ESTADO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MINISTRAR CURSOS DE CAPACITAÇÃO AOS SERVIDORES DESTA SECRE...;CW-005168/21;00009.07359/2020-80;TERMO DE CONTRATO;OUTRAS Nº CP 07/2021;-;R$ 68.139,00;Em vigência;08819035000169 - EXECUTE ASSES ADMIN INFORM CONTABILIDADE;24/05/2021;24/05/2022;24/05/2021;Outros serviços
25/05/2021;028/2021;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;AQUISIÇÃO DE BEBEDOUROS DO TIPO INDUSTRIAL? PARA ATENDER À DEMANDA DAS UNIDADES ESCOLARES DA REDE ES...;CW-005164/21;00011.000179/2020-28;TERMO DE CONTRATO;PREGÃO Nº 005/2021;-;R$ 1.540.000,00;Em vigência;34596450000100 - N C F ROCHA EIRELI;24/05/2021;24/05/2022;24/05/2021;Compra - Material Permanente
25/05/2021;jan/21;FUNDACAO PIAUI PREVIDENCIA;AQUISIÇÃO EM CARÁTER DE URGÊNCIA DE 03 (TRÊS) NOBREAKS SENOIDAIS DE 2200VA DE POTÊNCIA, QUE ATENDERÃ...;CW-005158/21;00227000441-90/2021;TERMO DE CONTRATO;DISPENSA;jan/21;R$ 11.850,00;Em vigência;00173679000110 - INFOCOMPANY INFORMATICA & COMPANIA LTDA;19/05/2021;19/05/2022;19/05/2021;Compra - Material Permanente
24/05/2021;2945/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 6 SERINGAS PREENCHIDAS DE ACETATO DE GOSSERRELINA....;CW-005129/21;1091/2021;NOTA DE EMPENHO;DISPENSA;48/2021;R$ 2.912,46;Encerrado;60318797000100 - ASTRAZENECA DO BRASIL LTDA;11/05/2021;31/12/2021;11/05/2021;Compra - Material de Consumo
24/05/2021;139/2021;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS LABORATORIAIS COM FORNE...;CW-005128/21;3230/2020;TERMO DE CONTRATO;PREGÃO Nº 015/2021;-;R$ 59.977,60;Em vigência;73008682000152 - LABINBRAZ COMERCIAL LTDA;18/05/2021;18/05/2022;18/05/2021;Outros serviços
24/05/2021;142/2021;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;AQUISIÇÃO DE MEDICAMENTOS PARA HEMODIÁLISE, PARA UM PERÍODO DE 45 (QUARENTA E CINCO) DIAS, PARA SER ...;CW-005123/21;634/2021;TERMO DE CONTRATO;DISPENSA;16/2021;R$ 69.300,00;Encerrado;34973438000178 - J NERVAL DE SOUSA – TECNIQUIMICA;18/05/2021;30/07/2021;18/05/2021;Compra - Material de Consumo
24/05/2021;138/2021;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE MATERIAIS PARA MANUTENÇÃO PREDIAL, DO HOSP...;CW-005117/21;3003/2020;TERMO DE CONTRATO;PREGÃO Nº 020/2021;-;R$ 1.038.669,00;Em vigência;07239237000179 - C.L BESERRA & CIA LTDA-EPP;11/05/2021;11/05/2022;11/05/2021;Compra - Material de Consumo
24/05/2021;026/2021;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;A ESCOLHA DA PROPOSTA MAIS VANTAJOSA PARA CONTRATAÇÃO DE EMPRESAS ESPECIALIZADAS NO FORNECIMENTO DE ...;CW-005113/21;00011.008628/2020-86;TERMO DE CONTRATO;PREGÃO Nº 007/2021;-;R$ 16.700,00;Em vigência;00557774000118 - TEIXEIRA E LEITE LTDA;19/05/2021;19/05/2022;19/05/2021;Compra - Material de Consumo
24/05/2021;025/2021;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;A ESCOLHA DA PROPOSTA MAIS VANTAJOSA PARA CONTRATAÇÃO DE EMPRESAS ESPECIALIZADAS NO FORNECIMENTO DE ...;CW-005107/21;00011.008628/2020-86;TERMO DE CONTRATO;PREGÃO Nº 007/2021;-;R$ 19.950,00;Em vigência;07239237000179 - C.L BESERRA & CIA LTDA-EPP;19/05/2021;19/05/2022;19/05/2021;Compra - Material de Consumo
21/05/2021;023/2021;HOSPITAL LOCAL DE DEMERVAL LOBÃO;AQUISIÇÃO DE MEDICAMENTOS E MATERIAL HOSPITALAR DE FORMA EMERGENCIAL PARA ATENDER AS NECESSIDADES DO...;CW-005069/21;023/2021;TERMO DE CONTRATO;DISPENSA;023/2021;R$ 611.758,58;Encerrado;02956130000128 - DIMENSÃO DISTRIBUIDORA DE MEDICAMENTOS LTDA;31/03/2021;31/07/2021;31/03/2021;Compra - Material de Consumo
21/05/2021;044/2021;SECRETARIA DA AGRICULTURA FAMILIAR;SISTEMA DE REGISTRO DE PREÇOS, SRP, PARA AQUISIÇÕES E/OU MONTAGENS DE KITS DE IRRIGAÇÃO, DESTINADOS ...;CW-005066/21;2544/2018;TERMO DE CONTRATO;PREGÃO Nº 05/2019;-;R$ 49.612,00;Em vigência;13674397000149 - F.M.A COM. INS. Ferragens;19/05/2021;19/05/2022;19/05/2021;Compra - Material Permanente
21/05/2021;017/2021;SEFAZ - SECRETARIA DA FAZENDA DO ESTADO;CONTRATAÇÃO DAS OBRAS DE REFORMA DOS PRÉDIOS ONDE FUNCIONAM O POSTO FISCAL JACARANDÁ, EM COCAL/PI E ...;CW-005045/21;00009.010370/2020-27;TERMO DE CONTRATO;COMPARAÇÃO DE PREÇOS Nº 01/2021;-;R$ 471.725,88;Em vigência;19988502000109 - BARTOLOMEU A DE SOUSA - ME;19/05/2021;19/05/2022;19/05/2021;Obra e serviço de engenharia
21/05/2021;06.02/2021;COMPANHIA ADM.DA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO;CONTRATAÇÃO DE EMPRESA PARA REFORMA DO PRÉDIO DA ADMINISTRAÇÃO DA ÁREA ADUANEIRA DA ZONA DE PROCESSA...;CW-005042/21;015/2021;TERMO DE CONTRATO;LICITAÇÃO-ESTATAIS Nº 001/2021;-;R$ 193.665,25;Encerrado;40516063000110 - H DUTRA ENGENHARIA E SOLUÇÕES SUSTENTÁVEIS EIRELI;17/05/2021;14/08/2021;17/05/2021;Obra e serviço de engenharia
21/05/2021;118/2021;HOSP. REG. TIBÉRIO NUNES / FLORIANO;AQUISIÇÃO DE PEÇAS E ACESSÓRIOS PARA MANUTENÇÃO CORRETIVA DE REFRIGERADORES E CONDICIONADORES DE AR...;CW-005032/21;176/2021;TERMO DE CONTRATO;DISPENSA;176/2021;R$ 29.020,50;Aguarda informações;33173792000155 - W & R REFRIGERAÇÃO LTDA;19/04/2021;19/10/2021;19/04/2021;Compra - Material de Consumo
21/05/2021;70/2021;SECRETARIA DA SAÚDE;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL....;CW-005028/21;00012000988/2021;TERMO DE CONTRATO;PREGÃO Nº 42/2020;-;R$ 2.874.713,60;Em vigência;20626083000136 - T C E TORRES EIRELI ME (TCE TORRES);12/05/2021;12/05/2022;12/05/2021;Compra - Material de Consumo
21/05/2021;71/2021;SECRETARIA DA SAÚDE;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL....;CW-005023/21;00012002492/2021;TERMO DE CONTRATO;PREGÃO Nº 42/2020;-;R$ 3.813.286,40;Em vigência;20626083000136 - T C E TORRES EIRELI ME (TCE TORRES);12/05/2021;12/05/2022;12/05/2021;Compra - Material de Consumo
20/05/2021;3104/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 06 FRASCOS DE CANABIDIOL LÍQUIDO 3.000MG, PUREZA 99,82%, CONCENTRAÇÃO 100MG/ML, COM GOT...;CW-004994/21;2031/2021;NOTA DE EMPENHO;DISPENSA;64/2021;R$ 11.273,72;Encerrado;28644035000182 - ASSESSORIA E IMPORTADOR ASSOSSIAÇÃO NACIONAL DOS USUARIOS DE CANABIDIOL -ANUC;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
20/05/2021;007/2021;CMTP - COMPANHIA METROPOLITANA DE TRANSPORTE PUBLICO;CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE PEÇAS PARA MANUTENÇÃO DO ELEVADOR DA ESTAÇÃO ALBERTO SIL...;CW-004990/21;135/2021;TERMO DE CONTRATO;DISPENSA;013/2021;R$ 2.459,78;Encerrado;90347840005772 - THYSSENKRUPP ELEVADORES S/A;04/05/2021;02/07/2021;04/05/2021;Compra - Material de Consumo
20/05/2021;02946/2021;SECRETARIA DA SAÚDE;"AQUISIÇÃO DE 31.890 COMPRIMIDOS DE ATORVASTATINA 20MG GRUPO 2 
1230 COMPRIMIDOS DE CIPROFIBRATO 100...";CW-004987/21;012678/2020;NOTA DE EMPENHO;DISPENSA;47/2021;R$ 41.975,10;Encerrado;11229270000195 - MEDFARMA COMÉRCIO DE MEDICAMENTOS MATERIAIS E EQUIPAMENTOS HOSPITALARES LTDA-ME;11/05/2021;31/12/2021;11/05/2021;Compra - Material de Consumo
20/05/2021;009/2021;SECRETARIA DE DEFESA CIVIL;OBJETO: VISANDO À CONTRATAÇÃO DE EMPRESA(S) PARA EXECUTAR SERVIÇOS DE ENGENHARIA CONFORME ESPECIFICA...;CW-004983/21;00013.000013/2021;TERMO DE CONTRATO;CONCORRÊNCIA Nº 005/2020;-;R$ 484.218,80;Em vigência;24400713000100 - JDN EMPREENDIMENTOS URBANOS EIRELI ME;17/05/2021;16/05/2022;17/05/2021;Obra e serviço de engenharia
20/05/2021;37/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE MOBILIÁRIO HOSPITALAR PARA SEREM UTILIZADOS NO HOSPITAL GETÚLIO VARGAS OBJETIVANDO O RE...;CW-004980/21;13822/2019;TERMO DE CONTRATO;PREGÃO Nº 38/2020;-;R$ 33.315,36;Encerrado;05750248000193 - Médica Hospitalar Comércio e Representações Ltda.;19/02/2021;19/02/2022;19/02/2021;Compra - Material Permanente
20/05/2021;008/2021;SECRETARIA DE DEFESA CIVIL;OBJETO: VISANDO À CONTRATAÇÃO DE EMPRESA(S) PARA EXECUTAR SERVIÇOS DE ENGENHARIA CONFORME ESPECIFICA...;CW-004979/21;00013.000015/2021;TERMO DE CONTRATO;CONCORRÊNCIA Nº 005/2020;-;R$ 554.098,32;Em vigência;24400713000100 - JDN EMPREENDIMENTOS URBANOS EIRELI ME;17/05/2021;16/05/2022;17/05/2021;Obra e serviço de engenharia
20/05/2021;135/2021;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;AQUISIÇÃO MATERIAL MÉDICO HOSPITALAR PARA HEMODINAMICA (PROCEDIMENTOS ENDOVASCULARES), PERÍODO DE 12...;CW-004976/21;3210/2020;TERMO DE CONTRATO;PREGÃO Nº 009/2021;-;R$ 56.398,50;Em vigência;33486199000169 - NEURORT DISTRIBUIDORA DE INSTRUMENTOS E MATERIAIS HOSPITALARES LTDA;11/05/2021;11/05/2022;11/05/2021;Compra - Material de Consumo
20/05/2021;007/2021;SECRETARIA DE DEFESA CIVIL;OBJETO: VISANDO À CONTRATAÇÃO DE EMPRESA(S) PARA EXECUTAR SERVIÇOS DE ENGENHARIA CONFORME ESPECIFICA...;CW-004975/21;SEI 00013.000010/2021;TERMO DE CONTRATO;CONCORRÊNCIA Nº 005/2020;-;R$ 614.980,40;Em vigência;24400713000100 - JDN EMPREENDIMENTOS URBANOS EIRELI ME;17/05/2021;16/05/2022;17/05/2021;Obra e serviço de engenharia
20/05/2021;006/2021;SECRETARIA DE DEFESA CIVIL;OBJETO: VISANDO À CONTRATAÇÃO DE EMPRESA(S) PARA EXECUTAR SERVIÇOS DE ENGENHARIA CONFORME ESPECIFICA...;CW-004974/21;0358/2020;TERMO DE CONTRATO;CONCORRÊNCIA Nº 005/2020;-;R$ 737.015,76;Em vigência;24400713000100 - JDN EMPREENDIMENTOS URBANOS EIRELI ME;17/05/2021;16/05/2022;17/05/2021;Obra e serviço de engenharia
20/05/2021;007/2021;SECRETARIA DE CULTURA DO ESTADO DO PIAUI;DISPONIBILIZAÇÃO DE RECURSO FINANCEIRO A TÍTULO DE EMENDA PARLAMENTAR DO DEP. MARDEN MENEZES  PARA A...;CW-004970/21;00022.000237/2021;TERMO DE CONTRATO;INEXIGIBILIDADE;007/2021;R$ 200.000,00;Encerrado;14992156000100 - ASSOCIAÇÃO DE DESENVOLVIMENTO CULTURAL DE ALTO LONGÁ/PI;03/05/2021;03/09/2021;03/05/2021;Outros serviços
19/05/2021;002/2021;SECRETARIA DE CULTURA DO ESTADO DO PIAUI;DISPONIBILIZAÇÃO DE RECURSO FINANCEIRO A TÍTULO DE EMENDA PARLAMENTAR DO DEP.  MARDEN MENEZES  PARA ...;CW-004967/21;00022.000142/2021;TERMO DE CONTRATO;INEXIGIBILIDADE;002/2021;R$ 90.000,00;Encerrado;20433228000182 - G. DA C. COSTA (NAVILOU PRODUÇÕES E EVENTOS);14/05/2021;14/09/2021;14/05/2021;Outros serviços
19/05/2021;out/21;SECRETARIA DO GOVERNO;CONTRATAÇÃO DOS SERVIÇOS DE CONFECÇÃO DE FOTOLITO, IMPRESSÃO E ACABAMENTO DE MATERIAL GRÁFICO, SOB D...;CW-004933/21;00010.002340/2020-16;TERMO DE CONTRATO;DISPENSA;dez/21;R$ 16.870,00;Encerrado;06553499000140 - REI GRAFICA E EDITORA LTDA;11/05/2021;07/11/2021;11/05/2021;Outros serviços
19/05/2021;010/2021;CMTP - COMPANHIA METROPOLITANA DE TRANSPORTE PUBLICO;CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO NO SISTEMA DE AR CONDICIONADOS DOS VLT´S...;CW-004932/21;051/2021;TERMO DE CONTRATO;DISPENSA;mar/21;R$ 49.536,00;Em vigência;24109950000117 - CONCRETIZAR REFRIGERAÇÃO E MANUTENÇÃO ELÉTRICA EIRELI;07/05/2021;06/05/2022;07/05/2021;Outros serviços
19/05/2021;29-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;CREDENCIAMENTO DE SOCIEDADE DE ADVOGADOS PARA PRESTAÇÃO DE SERVIÇOS DE ASSESSORAMENTO JURÍDICO REGUL...;CW-004918/21;1162/2020;TERMO DE CONTRATO;INEXIGIBILIDADE;jan/20;R$ 0,00;Em vigência;01442338000166 - ALMEIDA E COSTA ADVOGADOS ASSOCIADOS;06/05/2021;05/05/2022;06/05/2021;Outros serviços
19/05/2021;009/2021;CMTP - COMPANHIA METROPOLITANA DE TRANSPORTE PUBLICO;CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS GRÁFICOS, IMPRESSÃO DE TICKET´S, CARTELAS, CAPAS DE PROCESSO, P...;CW-004910/21;067/2021;TERMO DE CONTRATO;DISPENSA;out/21;R$ 47.650,00;Em vigência;10597913000190 - G H M FREIRE EIRELI-ME;07/05/2021;06/05/2022;06/05/2021;Outros serviços
19/05/2021;fev/21;CONTROLADORIA GERAL DO ESTADO;CONTRATAÇÃO DE PRODUTOS E SERVIÇOS POR MEIO DE PACOTE DE SERVIÇOS DOS CORREIOS MEDIANTE ADESÃO AO TE...;CW-004901/21;00313.000104/2019-17;TERMO DE CONTRATO;INEXIGIBILIDADE;jan/21;R$ 24.000,00;Em vigência;34028316002238 - ECT - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;29/04/2021;28/04/2022;29/04/2021;Outros serviços
18/05/2021;02186/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 06 (SEIS) FRASCOS-AMPOLA RANIBIZUMABE 10MG/ML SOLUÇÃO INJETÁVEL FRASCO COM 0,23 ML DE S...;CW-004873/21;17512/2020;NOTA DE EMPENHO;DISPENSA;002/2021;R$ 17.100,00;Encerrado;03359898000268 - REDE BRASIL EMPREENDIMENTOS FARMACEUTICOS LTDA-ME;22/04/2021;31/12/2021;22/04/2021;Compra - Material de Consumo
18/05/2021;03094/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 240 COMPRIMIDOS DE ABEMACICLIBE 150MG...;CW-004872/21;1304/2021;NOTA DE EMPENHO;DISPENSA;68/2021;R$ 52.572,00;Encerrado;43940618000144 - ELI LILLY DO BRASIL LT;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
18/05/2021;03092/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 12.000G DE FORMULA ALIMENTAR INFANTIL PARA LACTANTES DE 0 A 3 ANOS DE IDADE DESTINADA A...;CW-004868/21;1345/2021;NOTA DE EMPENHO;DISPENSA;57/2021;R$ 6.120,00;Encerrado;05577401000122 - R. O. CARVALHO DO NASCIMENTO - OTIMA DISTRIBUIDORA;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
18/05/2021;mar/19;SECRETARIA DA ASSISTENCIA SOCIAL, TRABALHO E DIREITOS HUMANOS;REGISTRO DE PREÇOS A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE DIETAS  COM ...;CW-004866/21;AA.001.1.001523/2019;TERMO DE CONTRATO;PREGÃO Nº 002/2018;-;R$ 1.460.409,50;Em vigência;04222450000180 - M. P. SANTOS ALIMENTOS LTDA;02/02/2022;02/02/2023;01/02/2019;Compra - Material de Consumo
18/05/2021;3107/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 360 COMPRIMIDOS DE CLORIDRATO DE METILFENITADO 10MG...;CW-004857/21;2054/2021;NOTA DE EMPENHO;DISPENSA;69/2021;R$ 306,00;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
18/05/2021;fev/19;SECRETARIA DA ASSISTENCIA SOCIAL, TRABALHO E DIREITOS HUMANOS;REGISTRO DE PREÇOS A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE DIETAS  COM ...;CW-004856/21;AA.001.000533/2019;TERMO DE CONTRATO;PREGÃO Nº 002/2018;-;R$ 1.460.409,50;Em vigência;04222450000180 - M. P. SANTOS ALIMENTOS LTDA;02/02/2022;02/02/2023;02/02/2022;Compra - Material de Consumo
18/05/2021;3097/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 05 CAIXASCOM 28 COMPRIMIDOS CADA DE VISMODEGIBE 150MG...;CW-004852/21;1344/2021;NOTA DE EMPENHO;DISPENSA;73/2021;R$ 101.791,20;Encerrado;33009945000204 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
18/05/2021;3091/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 180 CÁPSULAS DE CLORIDRATO DE METILFENIDATO...;CW-004844/21;1617/2021;NOTA DE EMPENHO;DISPENSA;61/2021;R$ 986,40;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
18/05/2021;3096/2021;SECRETARIA DA SAÚDE;"AQUISIÇÃO DE 30 UNIDADES DE CATETER QUICK 
30 UNIDADE DE RESERVATORIO DE BOMBA DE INSULINA 
15 UNI...";CW-004840/21;2170/2021;NOTA DE EMPENHO;DISPENSA;71/2021;R$ 8.844,00;Encerrado;01772798000233 - MEDTRONIC COMERCIAL LTDA;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
18/05/2021;020/2021;SECRETARIA DE TURISMO;PAVIMENTAÇÃO EM PARALELEPÍPEDO EM DIVERSAS RUAS NO MUNICÍPIO DE PORTO DO PIAUÍ....;CW-004836/21;AA.153.1.0001293/19-9;TERMO DE CONTRATO;CONCORRÊNCIA Nº 28/2020;-;R$ 402.030,33;Aguarda informações;17323084000105 - POTY CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA EPP;04/03/2021;31/12/2021;04/03/2021;Obra e serviço de engenharia
18/05/2021;3105/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 12 FRASCOS DE OMALIZUMABE 150 MG...;CW-004832/21;1089/2021;NOTA DE EMPENHO;DISPENSA;52/2021;R$ 20.622,24;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
18/05/2021;3093/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 9.600 DE FORMULA ALIMENTAR INFANTIL...;CW-004824/21;18175/2020;NOTA DE EMPENHO;DISPENSA;65/2021;R$ 768,00;Encerrado;05577401000122 - R. O. CARVALHO DO NASCIMENTO - OTIMA DISTRIBUIDORA;17/05/2021;31/12/2021;17/05/2021;Compra - Material de Consumo
17/05/2021;001/2020;LACEN - LABORATORIO CENTRAL DR. COSTA ALVARENGA / TERESINA;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E PEÇAS PARA SU...;CW-004786/21;070/-2019;TERMO DE CONTRATO;INEXIGIBILIDADE;fev/19;R$ 22.225,78;Encerrado;63067904000235 - LIFE TECHNOLOGIES BRASIL COMÉRCIO E INDÚSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTDA;03/02/2020;02/05/2020;03/02/2020;Outros
17/05/2021;mai/21;CMTP - COMPANHIA METROPOLITANA DE TRANSPORTE PUBLICO;CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE MANUTENÇÃO DO TRANSFORMADOR NA ESTAÇÃO ALBERTO SILVA, COM AQ...;CW-004784/21;095/2021;TERMO DE CONTRATO;DISPENSA;set/21;-;Em vigência;03143714000228 - LEJANINDUSTRIA DE TRANSFORMADORES LTDA;05/05/2021;04/05/2022;04/05/2021;Outros serviços
17/05/2021;nov/21;POLICIA MILITAR DO PIAUI;CONTRATAÇÃO DE EMPRESA HOMOLOGADA PELA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL (ANAC), PARA PRESTAÇÃO DE S...;CW-004778/21;00028.014081/2020-79;TERMO DE CONTRATO;PREGÃO Nº 001/2021;-;R$ 242.243,82;Em vigência;11235859000104 - HELIFOR COMERCIO E SERVIÇOS AERONAUTICOS LTDA;10/05/2021;10/05/2022;10/05/2021;Outros serviços
17/05/2021;004/2021;SECRETARIA DA AGRICULTURA FAMILIAR;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA REALIZAR OBRAS E SERVIÇOS DE EXECUÇÃO DE 7.499,99 M² PAVIM...;CW-004769/21;000081/2020;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 09/2020;-;R$ 601.386,00;Em vigência;04603664000104 - V M PESSOA FEITOSA MONTEIRO - ME;10/05/2021;10/05/2022;10/05/2021;Obra e serviço de engenharia
17/05/2021;2996/2021;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 88.000 MILILITROS DE DIETA LIQUIDA NUTRICIONALMENTE COMPLETA...;CW-004764/21;1619/2021;NOTA DE EMPENHO;DISPENSA;62/2021;R$ 5.786,88;Encerrado;05268490000125 - BRASIL PHARMA HOSPITALAR;13/05/2021;31/12/2021;13/05/2021;Compra - Material de Consumo
17/05/2021;out/21;SETRANS - SECRETARIA DOS TRANSPORTES;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO EM PAR...;CW-004759/21;AA.319.1.004501/19-80;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 018/2020;-;R$ 459.187,31;Encerrado;10525283000149 - CONSTRUIR EMPREENDIMENTOS EIRELI;16/02/2021;31/12/2021;16/02/2021;Obra e serviço de engenharia
14/05/2021;abr/21;SETRANS - SECRETARIA DOS TRANSPORTES;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA OBJETIVANDO A EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO EM PARALELE...;CW-004702/21;3191001163/20-69;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 019/2020;-;R$ 439.528,10;Encerrado;10525283000149 - CONSTRUIR EMPREENDIMENTOS EIRELI;19/01/2021;31/12/2021;19/01/2021;Obra e serviço de engenharia
14/05/2021;32-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;AQUISIÇÃO DE 01 (UM) BOMBA ALTERNATIVA DE ALTA PRESSÃO TRIPLEX DE SIMPLES EFEITO, COM DESTINO A ATEN...;CW-004695/21;440/2021;TERMO DE CONTRATO;INEXIGIBILIDADE;mar/21;R$ 38.260,00;Encerrado;59598946000144 - PROMINAS BRASIL EQUIPAMENTOS LTDA;11/05/2021;07/09/2021;11/05/2021;Compra - Material Permanente
14/05/2021;28-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;AQUISIÇÃO DE 02 (DOIS) GRUPOS GERADORES COM MOTOR A DIESEL DE POTÊNCIAS VARIÁVEIS PARA USO EM ESTAÇÕ...;CW-004690/21;40/2021;TERMO DE CONTRATO;PREGÃO Nº SRP 003/2021;-;R$ 61.700,00;Em vigência;10846808000148 - L P TOTAL SERVIÇO MECÂNICO EIRELI-ME;05/05/2021;04/05/2022;05/05/2021;Compra - Material Permanente
14/05/2021;31-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;AQUISIÇÃO DE MATERIAIS DO GRUPO HIDRÁULICO PARA ÁGUA, COM DESTINO A ATENDER ÀS NECESSIDADES OPERACIO...;CW-004674/21;281/2021;TERMO DE CONTRATO;PREGÃO Nº SRP N 004/2021;-;R$ 385.591,00;Em vigência;23862769000114 - I2TEC MATERIAIS ELÉTRICOS LTDA-ME;11/05/2021;10/05/2022;11/05/2021;Compra - Material de Consumo
14/05/2021;27-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;AQUISIÇÃO DE MATERIAIS DO GRUPO HIDRÁULICO PARA ÁGUA, PARA ATENDER ÀS NECESSIDADES OPERACIONAIS DA Á...;CW-004672/21;281/2021;TERMO DE CONTRATO;PREGÃO Nº SRP N 004/2021;-;R$ 3.781.226,00;Em vigência;69939239000128 - HIDROPLAST INDUSTRIA E COMÉRCIO LTDA;03/05/2021;02/05/2022;03/05/2021;Compra - Material de Consumo
14/05/2021;ago/21;CMTP - COMPANHIA METROPOLITANA DE TRANSPORTE PUBLICO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ASSESSORIA NA ELABORAÇÃO DE ANTEPROJETO DE EXTENSÃO FERROV...;CW-004667/21;048/2021;TERMO DE CONTRATO;CONVITE Nº 001/2021;-;R$ 157.566,23;Encerrado;18568718000144 - F T S CONSTRUTORA LTDA-ME;06/05/2021;04/11/2021;05/05/2021;Outros serviços
