﻿Licitacoes2022
Nº da Licitação;Modalidade;Situação;Órgão;Tipo;Objeto;Edital;Total Proposto;Total Homologado;
"127/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS EM PVC, PEAD E AÇO PARA ADUTORAS E REDES DE ÁGUA E ESGOTO (CONEXÕES, BARRA INOX, ARRUELAS, PORCAS, TUBOS, PORCA PARA HIDRÔMETRO).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1272022";92.407,48;192.714,40;
"127/2022";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  SOLICITAÇÃO DE REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR: TUBO DE SILICONE Nº 204 E OUTROS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1272022";1.585.224,56;775.049,76;
"127/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO E INSTALAÇÃO DE GRUPO MOTOR GERADOR - GMG, NOVO E EM PRIMEIRO USO, A FIM DE ATENDER ÀS NECESSIDADES DA SECRETARIA DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL (SEEC/DF), CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1272022";179.000,00;90.000,00;
"126/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE AQUISIÇÃO DE COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS (ABRAÇADEIRA,   ALICATE, ANILHA, BATERIA E OUTROS)";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1262022";1.769.866,40;180.605,15;
"126/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  A FIM DE ATENDER ÀS NECESSIDADES  DA CASA DA MULHER BRASILEIRA DO DISTRITO FEDERAL (CMB/DF), VINCULADA À SECRETARIA DE ESTADO DA MULHER DO DISTRITO FEDERAL, A SUBSECRETARIA DE COMPRAS GOVERNAMENTAIS   SCG/SPLAN/SEEC OPERACIONALIZARÁ LICITAÇÃO, MEDIANTE O SISTEMA DE REGISTRO DE PREÇOS VISANDO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇO DE LAVANDERIA, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1262022";92.844,00;78.804,00;
"125/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE RÁDIOS DIGITAIS LICENCIADOS SOBRESSALENTES PARA USO NA REDE DE DADOS INDUSTRIAIS DA   CAESB, NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1252022";2.920.000,00;839.082,15;
"125/2022";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  SOLICITAÇÃO DE REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MEDICAMENTO COLAGENASE POMADA DERMATOLOGICA E OUTROS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1252022";2.538.719,15;1.270.837,89;
"125/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO DE ELABORAÇÃO DE PROJETO ""AS BUILT"" DE ARQUITETURA E MEMORIAL DESCRITIVO APROFUNDADO DA INFRAESTRUTURA E DAS ATIVIDADES EXISTENTE NO LOTE DA FUNDAÇÃO HEMOCENTRO DE BRASÍLIA (FHB-DF), CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA - ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1252022";98.803,71;49.000,00;
"124/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE EQUIPAMENTOS E UTENSÍLIOS PARA REFEITÓRIO, COPA E COZINHA (CARTUCHO PURIFICADOR, ELEMENTO FILTRANTE, GARRAFA TÉRMICA E REFIL), NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1242022";363.572,25;42.145,49;
"124/2022";"PREGÃO";"EVENTO DE ADIAMENTO PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO SERVIÇOS DE PLOTAGEM COM ADESIVO FOSCO, IMPRESSÃO DIGITAL DE ALTA QUALIDADE, 4 (QUATRO) CORES COM RESISTÊNCIA A SOL E CHUVA, COM INSTALAÇÃO, A FIM DE ATENDER AS NECESSIDADES DA SECRETARIA DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL (SEEC/DF), CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1242022";12.827,70;9.450,00;
"123/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE CIMENTO COMUM CP II, NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS - SRP";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1232022";450.000,00;366.570,00;
"123/2022";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR, TORNIQUETE TÁTICO, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1232022";66.725,00;34.453,65;
"123/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS DIVERSOS, PARA ATENDIMENTO DAS NECESSIDADES INSTITUCIONAIS E DIDÁTICO-PEDAGÓGICAS DA UNIVERSIDADE DO DISTRITO FEDERAL PROFESSOR JORGE AMAURY MAIA NUNES - UNDF, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1232022";300.000,00;178.910,00;
"122/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE ACESSÓRIOS PARA TUBOS E CONEXÕES EM FERRO FUNDIDO (ANEL BORRACHA, ARRUELA E PERFIL BORRACHA).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1222022";153.292,76;50.183,02;
"122/2022";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  SOLICITAÇÃO DE REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR KIT DE DRENAGEM TORÁCICA MEDIASTINAL INFANTIL  E OUTROS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1222022";280.714,00;74.834,75;
"122/2022";"PREGÃO";"EVENTO DE ALTERAÇÃO PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE 3 (TRÊS) LICENÇAS DE SOFTWARE DA ADOBE CREATIVE CLOUD FOR TEAMS  - GOVERNO, COM VALIDADE DE 24 (VINTE E QUATRO) MESES,  VISANDO ATENDER ÀS NECESSIDADES DA  CONTROLADORIA-GERAL DO DISTRITO FEDERAL,  CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1222022";42.000,00;27.928,38;
"121/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  SERVIÇOS DE ANÁLISES (FÍSICO-QUÍMICA, CROMATOGRÁFICA E ESPECIAIS) EM ÓLEO ISOLANTE MINERAL DOS   PRINCIPAIS TRANSFORMADORES DE POTÊNCIA, EXISTENTES NAS SUBESTAÇÕES ELÉTRICAS DE DIVERSAS   UNIDADES OPERACIONAIS DO SISTEMA DE ABASTECIMENTO DE ÁGUA - SAA E NO SISTEMA DE   ESGOTAMENTO SANITÁRIO - SES DA CAESB, NO DISTRITO FEDERAL E ÁREAS DE ABRANGÊNCIA.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1212022";1,00;486.015,00;
"121/2022";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO REGULAR DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO, CONSERVAÇÃO, ASSEIO E DESINFECÇÃO HOSPITALAR NAS UNIDADES DESTA SECRETARIA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL SES-DF, INCLUINDO OS SERVIÇOS DE DESINFECÇÃO DE SUPERFÍCIES E EQUIPAMENTOS (DE ACORDO COM O MANUAL DE HIGIENIZAÇÃO E NORMAS VIGENTES), LIMPEZA DE ÁREAS VERDES, VISANDO À ADEQUADA CONDIÇÃO DE SALUBRIDADE E HIGIENE, SOB INTEIRA RESPONSABILIDADE DA CONTRATADA,";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1212022";277.963.054,25;224.594.863,50;
"120/2022";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO, EM SISTEMA DE REGISTRO DE PREÇOS, DE MATERIAL DE ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME)   ARTROSCOPIA DE JOELHO E OMBRO , CONTEMPLADOS E NÃO CONTEMPLADOS NA TABELA SUS DE OPME DO MINISTÉRIO DA SAÚDE, PARA ATENDER A DEMANDA DA UNIDADE DE TRAUMATOLOGIA E ORTOPEDIA, DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1202022";1.821.062,00;1.456.930,00;
"120/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE P REÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAIS DE INFORMÁTICA (CARTUCHO DE TONER, TECLADO, NOBREAK E OUTROS), A FIM DE ATENDER AS DEMANDAS DOS ÓRGÃOS QUE COMPÕEM A ESTRUTURA ADMINISTRATIVA DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E QUANTIDADES CONSTANTES NO EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1202022";1.671.869,75;823.626,10;
"119/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE COMBUSTÍVEIS, LUBRIFICANTES, ÓLEOS E GRAXAS, NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1192022";799.848,00;666.105,96;
"119/2022";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  SOLICITAÇÃO DE REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR AGULHA ANESTÉSICA  E OUTRO, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1192022";125.700,00;11.975,67;
"119/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS CONTINUADO DE INFORMÁTICA PARA MANUTENÇÃO EMERGENCIAL, PROGRAMADA E PREVENTIVA DA INFRAESTRUTURA DE REDE ÓTICA DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1192022";1.937.524,68;1.485.602,40;
"118/2022";"PREGÃO";"EVENTO DE ADIAMENTO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS EM PLÁSTICO, RÍGIDOS E FLEXÍVEIS E AÇO PARA ADUTORAS E REDES DE ÁGUA E   ESGOTO (ARRUELA, BUCHA, CURVA, FLANGE E OUTROS), NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS -  SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1182022";1.619.249,05;573.494,87;
"118/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS DE NATUREZA INDUSTRIAL, MÁQUINAS E EQUIPAMENTOS ENERGÉTICOS E MÁQUINAS, FERRAMENTAS E UTENSÍLIOS DE OFICINA  (GERADOR DE ENERGIA, MAQUINA DE SOLDA, BETONEIRA), A FIM DE ATENDER AS DEMANDAS DOS ÓRGÃOS QUE COMPÕEM A ESTRUTURA ADMINISTRATIVA DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E QUANTIDADES CONSTANTES DO EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1182022";742.257,25;459.712,00;
"117/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE REAGENTES PARA LABORATÓRIO (FLUORETO DE POTÁSSIO, SOLUÇÃO DE AMÔNIA, SOLUÇÃO   PADRÃO E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1172022";4.309.204,00;294.782,99;
"117/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS, PARA EVENTUAL AQUISIÇÃO DE APARELHOS E UTENSÍLIOS DOMÉSTICOS (CAFETEIRA, MICRO-ONDAS E OUTROS) E EQUIPAMENTOS PARA ÁUDIO, VÍDEO E FOTO (PROJETOR DE MULTIMÍDIA E OUTROS) , A FIM DE ATENDER AS DEMANDAS DOS ÓRGÃOS QUE COMPÕEM A ESTRUTURA ADMINISTRATIVA DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1172022";4.453.381,17;1.755.517,27;
"116/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS DE FERRO FUNDIDO (VÁLVULA E VENTOSA), NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1162022";647.373,76;595.712,05;
"116/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE AVALIAÇÃO DE IMÓVEIS DE PROPRIEDADE DO FUNDO SOLIDÁRIO GARANTIDOR VINCULADO - IPREV/DF, DE ACORDO COM AS CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DO EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1162022";31.402,50;19.000,00;
"115/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE (APONTADOR, BORRACHA, CANETA, CINTA ELÁSTICA, COLA E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1152022";94.254,38;52.179,54;
"115/2022";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  SOLICITAÇÃO DE REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAL DE ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME)   CATETER CENTRAL   , CONTEMPLADOS E NÃO CONTEMPLADO NA TABELA SUS DE OPME DO MINISTÉRIO DA SAÚDE, PARA ATENDER A DEMANDA DA UNIDADE DE CIRURGIA VASCULAR, DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1152022";551.362,36;301.004,00;
"115/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA A  DE MATERIAL DE ACONDICIONAMENTO E EMBALAGEM (CAIXA PLÁSTICA VAZADA), VISANDO AO ATENDIMENTO DOS ÓRGÃOS COMPONENTES DA ESTRUTURA ADMINISTRATIVA DO DISTRITO FEDERA, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1152022";466.047,93;216.814,50;
"114/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE FERRAMENTAS MANUAIS DIVERSAS (ALICATE, CADEADO, CHAVE COMBINADA, CHAVE DE FENDA, CHAVE PARA TUBO, LÂMINA DE SERRA, MARRETA, VARETA EM AÇO E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1142022";278.284,42;124.627,95;
"114/2022";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  SOLICITAÇÃO DE REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MEDICAMENTO ATROPINA  E OUTROS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1142022";55.975.567,63;6.857.345,77;
"114/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE P REÇOS PARA EVENTUAL AQUISIÇÃO REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL DE LIMPEZA E PRODUÇÃO DE HIGIENIZAÇÃO (ÁLCOOL EM GEL ETÍLICO), A FIM DE ATENDER AS DEMANDAS DOS ÓRGÃOS QUE COMPÕEM A ESTRUTURA ADMINISTRATIVA DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1142022";376.037,20;180.693,20;
"113/2022";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE PEÇAS E ACESSÓRIOS ORIGINAIS PARA REPOSIÇÃO EM CENTRÍFUGAS GRATT, NA FORMA DO   SISTEMA DE REGISTRO DE PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=1132022";7.415.206,91;6.097.964,39;
"113/2022";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  SOLICITAÇÃO DE REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE EQUIPAMENTOS: APARELHO DE RAIOS X MÓVEL DIGITAL MOTORIZADO, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=1132022";24.664.000,00;20.312.000,00;
"113/2022";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE P REÇOS PARA EVENTUAL AQUISIÇÃO DE FERRAMENTAS (ENXADA, PRUMO E OUTROS) , A FIM DE ATENDER AS DEMANDAS DOS ÓRGÃOS QUE COMPÕEM A ESTRUTURA ADMINISTRATIVA DO DISTRITO FEDERAL,, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=1132022";2.337.713,50;196.243,20;
