﻿Licitacoes2020
Nº da Licitação;Modalidade;Situação;Órgão;Tipo;Objeto;Edital;Total Proposto;Total Homologado;
"266/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE EQUIPAMENTOS MÉDICOS E HOSPITALARES: ESPECTROFOTÔMETRO UV/VIS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2662020";950.000,00;578.600,00;
"265/2020";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO EM SISTEMA DE REGISTRO DE PREÇOS DE MATERIAL DE ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME)   SONDAS DE GASTROSTOMIA E OUTROS, NÃO CONTEMPLADO NA TABELA SUS DE OPME DO MINISTÉRIO DA SAÚDE, PARA ATENDER A DEMANDA DA UNIDADE DE ENDOSCOPIA, DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2652020";52.800,00;22.185,60;
"264/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR FIO DE SUTURA   E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2642020";260.652,90;108.525,16;
"263/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR LANCETADOR   E LANCETA DESCARTÁVEL EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2632020";83.876.445,00;439.754,82;
"262/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO VARFARINA SODICA CRISTALINA COMPRIMIDO 2,5MG  E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2622020";1.386.021,25;1.307.418,46;
"261/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL  BATA DESCARTÁVEL PARA RADIOLOGIA, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2612020";382.264,50;233.904,60;
"260/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MATERIAL ODONTOLÓGICO PARAMONOCLOROFENOL E OUTROS, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2602020";2.923,20;2.338,56;
"259/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO EM SISTEMA DE REGISTRO DE PREÇOS DE MATERIAL DE ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME) - CATETERES CENTRAIS, CONTEMPLADOS NA TABELA SUS DO MINISTÉRIO DA SAÚDE, PARA ATENDER A DEMANDA DA UNIDADE DE TERAPIA INTENSIVA DA REDE SES-DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2592020";1.698.691,75;788.616,13;
"258/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR SONDAS DE FOLEY   E SONDAS URETRAIS EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2582020";2.907.045,00;2.359.641,60;
"257/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL ODONTOLÓGICO GEL DE FLUORETO E OUTROS,  EM SISTEMA DE REGISTRO DE PREÇOS,  PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2572020";26.356.381,70;506.975,43;
"255/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  SOLICITAÇÃO DE REGISTRO DE PREÇOS (SRP) PARA O MEDICAMENTO LEVODOPA E OUTROS, PARA ATENDIMENTO DAS DEMANDAS DA REDE SES/DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2552020";434.512,81;402.241,02;
"254/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR AGULHA PARA PUNÇÃO, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2542020";97.500,00;36.000,00;
"252/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CURATIVO ESTERIL E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2522020";7.938.178,00;1.461.833,86;
"251/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DOS ITENS DO  LABORATÓRIO CENTRAL COMSUMÍVEIS DESCARTÁVEIS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2512020";29.012,40;18.753,00;
"250/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR GLUTARALDEÍDO SOLUÇÃO A 2% PRÉ-ATIVADA  EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2502020";1.412.520,00;127.734,72;
"248/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO EM SISTEMA DE REGISTRO DE PREÇOS DE MATERIAL DE ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME)   CADEIRA DE RODAS PARA BANHO COM ENCOSTO RECLINÁVEL, CONTEMPLADOS NA TABELA SUS DE OPME DO MINISTÉRIO DA SAÚDE, PARA ATENDER AS DEMANDAS DA GERÊNCIA DE SERVIÇOS DE SAÚDE FUNCIONAL DA SECRETARIA DE SAÚDE DO DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2482020";244.885,00;192.637,85;
"246/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CURATIVO ADESIVO DE HIDROPOLÍMERO/ESPUMA SACRAL E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2462020";17.155.543,06;6.297.889,07;
"244/2020";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DE MEDICAMENTOS NÃO PADRONIZADOS NA SES-DF, POR SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDIMENTO A DECISÕES JUDICIAIS, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2442020";20.080.110,60;18.567.630,00;
"242/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR SONDA PARA NUTRIÇÃO ENTERAL E OUTROS, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2422020";3.149.944,95;1.247.897,70;
"241/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL DE CONSUMO DE ELETRODOS/ALÇAS LEEP PARA BISTURI ELÉTRICO, EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2412020";49.200,00;16.464,00;
"240/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MATERIAL ODONTOLÓGICO CATALISADOR PARA SILICONE DE CONDENSAÇÃO E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2402020";578.184,96;261.928,56;
"239/2020";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL DE CONSUMO: REAGENTES PARA REALIZAÇÃO DE DOSAGENS BIOQUÍMICAS E IMUNOLÓGICAS EM SANGUE E  OUTROS LÍQUIDOS BIOLÓGICOS , EM SISTEMA DE REGISTRO DE PREÇOS, COM SISTEMA INTEGRADO DE AUTOMAÇÃO E EQUIPAMENTOS AUTOMATIZADOS, EM REGIME DE COMODATO, PARA A REALIZAÇÃO DESTES EXAMES PARA ATENDER AS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2392020";103.833.336,00;14.078.608,89;
"238/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DO ITEM FILME RADIOLÓGICO EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2382020";352.836,00;303.534,00;
"237/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MATERIAL ODONTOLÓGICO LIMA USO ODONTOLÓGICO, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2372020";144.741,00;75.772,56;
"236/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL DE CONSUMO DE ESCOVA PARA COLETA E OUTROS, EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2362020";193.741,92;93.335,35;
"235/2020";"PREGÃO";"EVENTO DE ALTERAÇÃO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE INSUMOS LABORATORIAIS PONTEIRA EM POLIPROPILENO E OUTROS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2352020";6.043.680,00;296.409,60;
"234/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO TESTOSTERONA (UNDECILATO) SOLUÇAO INJETAVEL 250MG/ML AMPOLA 4ML   E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2342020";18.015.068,40;9.840.637,20;
"231/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MATERIAL ODONTOLÓGICO CONE ENDODÔNTICO E OUTROS,  EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2312020";174.880,44;102.009,00;
"230/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO BRINZOLAMIDA 10MG/ML SUSPENSAO OFTALMICA FRASCO 5ML E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2302020";99.512,89;62.381,51;
"229/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR COLETOR DE URINA E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2292020";7.705.411,78;4.633.886,50;
"228/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO MIKANIA GLOMERATA SPRENG XAROPE FRASCO 100 ML  E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2282020";5.831.156,85;3.345.764,47;
"227/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO BEZAFIBRATO DRAGEA OU COMPRIMIDO REVESTIDO 200MG  E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2272020";1.408.650,94;781.753,56;
"227/2020";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  PRESTAÇÃO DE SERVIÇOS, ADMINISTRAÇÃO, GERENCIAMENTO E IMPLEMENTAÇÃO DE CARTÕES ELETRÔNICOS/MAGNÉTICOS EM PVC, EQUIPADO COM MICROPROCESSADOR COM CHIP ELETRÔNICO DE SEGURANÇA, COM RECARGAS MENSAIS, PARA OS EMPREGADOS DA CAESB, A FIM DE POSSIBILITAR A AQUISIÇÃO DE REFEIÇÕES PRONTAS E GÊNEROS ALIMENTÍCIOS  IN NATURA  EM REDES DE ESTABELECIMENTOS CREDENCIADOS NA FORMA DEFINIDA PELA LEGISLAÇÃO PERTINENTE E DISPOSITIVOS NORMATIVOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2272020";0,01;42.199.872,00;
"226/2020";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE FERRAGENS, ABRASIVOS E MATERIAIS DE VEDAÇÃO (DISCOS, GAXETAS, ARRUELAS, PARAFUSOS, REBOLOS, VELUMÓIDES, ABRAÇADEIRAS, DENTRE OUTROS), NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2262020";42.855,40;22.030,93;
"226/2020";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO IMIPRAMINA DRAGEA OU COMPRIMIDO REVESTIDO 25 MG   E OUTROS, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2262020";4.520.270,55;3.476.558,87;
"225/2020";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  EXECUÇÃO DO PLANO DE RECUPERAÇÃO DE ÁREA DEGRADADA NO SISTEMA PRODUTOR DE ÁGUA COM CAPTAÇÃO NO RIBEIRÃO BANANAL, O PLANO DE RECUPERAÇÃO DE ÁREAS DEGRADADAS NO PARQUE ECOLÓGICO E VIVENCIAL DO RIACHO FUNDO E REVEGETAÇÃO POR GRAMA BATATAIS E RECOMPOSIÇÃO TOPOGRÁFICA NO PARQUE DA ASA SUL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2252020";0,01;241.512,48;
"224/2020";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS DE REFERÊNCIA CERTIFICADOS (MRC DE ÁCIDO CLORÍDRICO, CLORO RESIDUAL, CONDUTIVIDADE, FÓSFORO E OUTROS), NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2242020";30.309,20;26.665,20;
"224/2020";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO EM SISTEMA DE REGISTRO DE PREÇOS DE MATERIAL DE ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS (OPME) -  FIXADOR EXTERNO LINEAR, CONTEMPLADOS NA TABELA SUS DO MINISTÉRIO DA SAÚDE, PARA ATENDER A DEMANDA DA UNIDADE DE TRAUMATOLOGIA E ORTOPEDIA DA REDE SES/DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=2242020";30.000,00;7.500,00;
"223/2020";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO (GLP), NA FORMA DO SISTEMA DE REGISTRO DE  PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2232020";100.000,00;79.796,40;
