01/11/2019;Encerrada;0066/2019;55/000.301/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PRÉ-HOSPITALARES;SAD - 2022;PREGÃO ELETRÔNICO;
01/11/2019;Aguardando abertura;0001/2017;27/000.559/2017;                              ;CREDENCIAMENTO DE PESSOA JURÍDICA OU FISÍCA PARA PRESTAÇÃO DE SERVIÇO DE AVALIAÇÃO, ANALISE E APROVAÇÃO DE PROJETOS DE ARQUITETURA E COMPLEMENTARES NA AREA DE SAÚDE.;FESA;CREDENCIAMENTO;
31/10/2019;Encerrada;0070/2019;55/001.005/2019;                              ;REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE AERONAVE ;SAD - 2022;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;45222                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;49036                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;49893                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;55116                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;58512                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;60235                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;60236                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;60394                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;61890                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;70866                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
28/10/2019;Encerrada;0012/2019;29/011.917/2019;70879                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. JOAQUIM MALAQUIAS DA SILVA LINHA VACHIANO NOTURNO MUNICÍPIO DE CAMAPUÃ/MS DISTRITO DE PONTINHA DO COCHO 
;SED;PREGÃO ELETRÔNICO;
25/10/2019;Encerrada;0004/2019;71/000.343/2018;45289                         ;AQUISIÇÃO DE MATERIAL PERMANENTE;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
25/10/2019;Encerrada;0004/2019;71/000.343/2018;45290                         ;AQUISIÇÃO DE MATERIAL PERMANENTE;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
25/10/2019;Encerrada;0004/2019;71/000.343/2018;45291                         ;AQUISIÇÃO DE MATERIAL PERMANENTE;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
25/10/2019;Encerrada;0004/2019;71/000.343/2018;45765                         ;AQUISIÇÃO DE MATERIAL PERMANENTE;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
25/10/2019;Encerrada;0079/2019;55/000.339/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL DE EXPEDIENTE;SAD - 2022;PREGÃO ELETRÔNICO;
24/10/2019;Encerrada;0027/2019;27/000.839/2019;                              ;AQUISIÇÃO DE PASTA SUSPENSA;FESA;PREGÃO ELETRÔNICO;
23/10/2019;Aguardando abertura;0003/2019;57/500.025/2019;45309                         ;Execução das obras de construção de bases para unidades habitacionais, com área unitária de 42,56 m², no Loteamento Jardim Pantanal I, município de Aquidauana/MS.;AGEHAB;TOMADA DE PREÇOS;
23/10/2019;Aguardando abertura;0003/2019;57/500.025/2019;48173                         ;Execução das obras de construção de bases para unidades habitacionais, com área unitária de 42,56 m², no Loteamento Jardim Pantanal I, município de Aquidauana/MS.;AGEHAB;TOMADA DE PREÇOS;
22/10/2019;Encerrada;0004/2019;11/006.734/2019;45539                         ;AQUISIÇÃO DE FITA MAGNÉTICA PARA BACKUP;SEFAZ;PREGÃO ELETRÔNICO;
21/10/2019;Aguardando abertura;0006/2019;57/500.100/2019;45768                         ;Execução das obras de construção de bases para unidades habitacionais, com área unitária de 42,56 m², no Loteamento Jardim Bonanza,  município de Caarapó/MS.;AGEHAB;CONVITE;
21/10/2019;Encerrada;0060/2019;55/000.882/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE ALVOS DE TIROS, OBREIAS, ÓCULOS DE PROTEÇÃO E ABAFADORES AURICULARES;SAD - 2022;PREGÃO ELETRÔNICO;
17/10/2019;Suspenso;0017/2019;29/017.569/2019;                              ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE SERVIÇO DE HOSPEDAGEM E ALIMENTAÇÃO;SED;PREGÃO ELETRÔNICO;
16/10/2019;Encerrada;0003/2019;71/000.055/2017;45650                         ;AQUISIÇÃO DE BANDEJAS, TUBETES, TESOURAS, CABOS E ESCADA;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
16/10/2019;Encerrada;0040/2019;55/000.315/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS - AÇÃO JUDICIAL;SAD - 2022;PREGÃO ELETRÔNICO;
16/10/2019;Encerrada;0019/2019;29/001.929/2019;45393                         ;02ª REPETIÇÃO AQUISIÇÃO DE FERRAMENTAS E MATERIAIS PARA CURSO DE PEDREIRO;SED;PREGÃO ELETRÔNICO;
16/10/2019;Encerrada;0019/2019;29/001.929/2019;45394                         ;02ª REPETIÇÃO AQUISIÇÃO DE FERRAMENTAS E MATERIAIS PARA CURSO DE PEDREIRO;SED;PREGÃO ELETRÔNICO;
16/10/2019;Encerrada;0019/2019;29/001.929/2019;45395                         ;02ª REPETIÇÃO AQUISIÇÃO DE FERRAMENTAS E MATERIAIS PARA CURSO DE PEDREIRO;SED;PREGÃO ELETRÔNICO;
16/10/2019;Encerrada;0019/2019;29/001.929/2019;45396                         ;02ª REPETIÇÃO AQUISIÇÃO DE FERRAMENTAS E MATERIAIS PARA CURSO DE PEDREIRO;SED;PREGÃO ELETRÔNICO;
09/10/2019;Encerrada;0008/2019;71/600.739/2019;45808                         ;AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS (MICRO TRATOR E IMPLEMENTOS) ;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
09/10/2019;Encerrada;0008/2019;71/600.739/2019;45810                         ;AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS (MICRO TRATOR E IMPLEMENTOS) ;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
09/10/2019;Encerrada;0008/2019;71/600.739/2019;45811                         ;AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS (MICRO TRATOR E IMPLEMENTOS) ;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
09/10/2019;Aguardando abertura;0002/2019;57/500.101/2019;45287                         ;Execução das obras de construção de bases para unidades habitacionais, com área unitária de 42,56 m², no Conjunto Habitacional João Paulo II, município de Deodápolis/MS.;AGEHAB;TOMADA DE PREÇOS;
09/10/2019;Encerrada;0047/2019;55/000.495/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE DIETAS ENTERAIS SISTEMA FECHADO;SAD - 2022;PREGÃO ELETRÔNICO;
08/10/2019;Aguardando abertura;0006/2019;71/505.773/2018;45237                         ;2ª REPETIÇÃO AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER OS LABORATÓRIOS DA IAGRO;IAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
08/10/2019;Aguardando abertura;0006/2019;71/505.773/2018;45238                         ;2ª REPETIÇÃO AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER OS LABORATÓRIOS DA IAGRO;IAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
08/10/2019;Aguardando abertura;0006/2019;71/505.773/2018;45239                         ;2ª REPETIÇÃO AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER OS LABORATÓRIOS DA IAGRO;IAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
08/10/2019;Aguardando abertura;0006/2019;71/505.773/2018;45243                         ;2ª REPETIÇÃO AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER OS LABORATÓRIOS DA IAGRO;IAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;44964                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;49030                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;49902                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;55062                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;58509                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;60213                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;60226                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;60400                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;61840                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;70851                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
08/10/2019;Encerrada;0010/2019;29/003.794/2019;70868                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL EE. PADRE JOSÉ SCAMPINI - LINHA BR 060;SED;PREGÃO ELETRÔNICO;
03/10/2019;Encerrada;0032/2019;55/000.965/2018;                              ;01ª REPETIÇÃO REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CERTIFICADO DIGITAL;SAD - 2022;PREGÃO ELETRÔNICO;
03/10/2019;Encerrada;0052/2019;55/000.326/2019;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
02/10/2019;Encerrada;0006/2019;71/600.522/2019;45541                         ;AQUISIÇÃO DE DISCO RÍGIDO E SCANNER;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
02/10/2019;Encerrada;0043/2019;55/000.381/2019;                              ;01ª REPETIÇÃO REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
02/10/2019;Encerrada;0049/2019;55/000.330/2019;                              ;01ª REPETIÇÃO REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
02/10/2019;Encerrada;0002/2019;31/950.045/2018;                              ;01ª REPETIÇÃO AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO;FUNPES-MS;PREGÃO ELETRÔNICO;
30/09/2019;Encerrada;0022/2019;27/003.659/2018;45318                         ;01º REPETIÇÃO CONTRATAÇÃO DE SERVIÇOS DE DESPACHANTE ADUANEIRO;FESA;PREGÃO ELETRÔNICO;
30/09/2019;Encerrada;0022/2019;27/003.659/2018;51429                         ;01º REPETIÇÃO CONTRATAÇÃO DE SERVIÇOS DE DESPACHANTE ADUANEIRO;FESA;PREGÃO ELETRÔNICO;
30/09/2019;Encerrada;0022/2019;27/003.659/2018;51447                         ;01º REPETIÇÃO CONTRATAÇÃO DE SERVIÇOS DE DESPACHANTE ADUANEIRO;FESA;PREGÃO ELETRÔNICO;
30/09/2019;Encerrada;0022/2019;27/003.659/2018;57017                         ;01º REPETIÇÃO CONTRATAÇÃO DE SERVIÇOS DE DESPACHANTE ADUANEIRO;FESA;PREGÃO ELETRÔNICO;
30/09/2019;Encerrada;0022/2019;27/003.659/2018;58208                         ;01º REPETIÇÃO CONTRATAÇÃO DE SERVIÇOS DE DESPACHANTE ADUANEIRO;FESA;PREGÃO ELETRÔNICO;
30/09/2019;Encerrada;0022/2019;27/003.659/2018;67259                         ;01º REPETIÇÃO CONTRATAÇÃO DE SERVIÇOS DE DESPACHANTE ADUANEIRO;FESA;PREGÃO ELETRÔNICO;
30/09/2019;Encerrada;0022/2019;27/003.659/2018;68221                         ;01º REPETIÇÃO CONTRATAÇÃO DE SERVIÇOS DE DESPACHANTE ADUANEIRO;FESA;PREGÃO ELETRÔNICO;
25/09/2019;Encerrada;0023/2019;55/000.222/2019;                              ;REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA REALIZAÇÃO DE EVENTOS NA CIDADE DE CAMPO GRANDE  MS.;SAD - 2022;PREGÃO ELETRÔNICO;
20/09/2019;Suspenso;0016/2019;55/000.643/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MOBILIÁRIO ESCOLAR;SAD - 2022;PREGÃO ELETRÔNICO;
19/09/2019;Aguardando abertura;0003/2019;27/100.548/2018;44527                         ;01ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS PARA DIÁLISE PERITONEAL COM EQUIPAMENTOS CEDIDOS EM REGIME DE COMODATO;FUNSAU;PREGÃO ELETRÔNICO;
19/09/2019;Aguardando abertura;0003/2019;27/100.548/2018;44535                         ;01ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS PARA DIÁLISE PERITONEAL COM EQUIPAMENTOS CEDIDOS EM REGIME DE COMODATO;FUNSAU;PREGÃO ELETRÔNICO;
18/09/2019;Aguardando abertura;0009/2019;29/001.906/2019;44514                         ;01º REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE COPA E COZINHA;SED;PREGÃO ELETRÔNICO;
17/09/2019;Aguardando abertura;0036/2019;55/000.949/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CARIMBOS, REFIL E TINTA;SAD - 2022;PREGÃO ELETRÔNICO;
17/09/2019;Aguardando abertura;0016/2019;27/000.795/2019;                              ;01ª REPETIÇÃO AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE ;FESA;PREGÃO ELETRÔNICO;
16/09/2019;Aguardando abertura;0006/2018;27/003.609/2018;                              ;CREDENCIAMENTO DE PESSOAS FÍSICAS PARA COMPOR A EQUIPE DE CREDENCIADOS QUE ATUARÁ NO PROJETO DE EXPANSÃO DO TELESSÁUDE NO MATO GROSSO DO SUL NAS FUNÇÕES DE TELECONSULTOR, TUTOR E CONTEUDISTA;FESA;CREDENCIAMENTO;
16/09/2019;Encerrada;0002/2019;11/020.830/2018;45080                         ;01º REPETIÇÃO AQUISIÇÃO DE EQUIPAMENTOS DE ARMAZENAMENTO.;FUNFAZ;PREGÃO ELETRÔNICO;
16/09/2019;Encerrada;0002/2019;11/020.830/2018;45081                         ;01º REPETIÇÃO AQUISIÇÃO DE EQUIPAMENTOS DE ARMAZENAMENTO.;FUNFAZ;PREGÃO ELETRÔNICO;
13/09/2019;Aguardando abertura;0004/2019;57/500.285/2018;44339                         ;Prestação de serviços técnicos sociais especializados, necessários à execução do Projeto de Trabalho Social  PTS, integrante do Programa Nacional de Habitação Rural  PNHR/MCMV, no empreendimento Aldeia Indígena Água Bonita, no município de Campo Grande/MS. (Termo de Cooperação e Parceria-TCP/PNHR: Módulo I, n° 490.349-57; Módulo II, n° 490.359-84 e Módulo III, n° 513.102-99/2018/MCIDADES/CAIXA).;AGEHAB;CONVITE;
13/09/2019;Aguardando abertura;0004/2019;57/500.285/2018;55774                         ;Prestação de serviços técnicos sociais especializados, necessários à execução do Projeto de Trabalho Social  PTS, integrante do Programa Nacional de Habitação Rural  PNHR/MCMV, no empreendimento Aldeia Indígena Água Bonita, no município de Campo Grande/MS. (Termo de Cooperação e Parceria-TCP/PNHR: Módulo I, n° 490.349-57; Módulo II, n° 490.359-84 e Módulo III, n° 513.102-99/2018/MCIDADES/CAIXA).;AGEHAB;CONVITE;
13/09/2019;Aguardando abertura;0004/2019;57/500.285/2018;55801                         ;Prestação de serviços técnicos sociais especializados, necessários à execução do Projeto de Trabalho Social  PTS, integrante do Programa Nacional de Habitação Rural  PNHR/MCMV, no empreendimento Aldeia Indígena Água Bonita, no município de Campo Grande/MS. (Termo de Cooperação e Parceria-TCP/PNHR: Módulo I, n° 490.349-57; Módulo II, n° 490.359-84 e Módulo III, n° 513.102-99/2018/MCIDADES/CAIXA).;AGEHAB;CONVITE;
13/09/2019;Encerrada;0062/2019;55/000.474/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE AGASALHOS, CONJUNTO DE CAMISA E CALÇA E MOCHILAS;SAD - 2022;PREGÃO ELETRÔNICO;
13/09/2019;Suspenso;0004/2019;27/100.222/2019;45083                         ;Aquisição de poltrona hospitalar ;FUNSAU;PREGÃO ELETRÔNICO;
12/09/2019;Aguardando abertura;0050/2019;55/000.524/2019;                              ;01º REPETIÇÃO REGISTRO DE PREÇOS PARA AQUISIÇÃO DE VACINA ANTI AFTOSA;SAD - 2022;PREGÃO ELETRÔNICO;
12/09/2019;Aguardando abertura;0001/2019;27/001.614/2019;                              ;SELEÇÃO DE ORGANIZAÇÃO SOCIAL PARA CELEBRAR CONTRATO DE GESTÃO COM OBJETIVO DE GERENCIAR, OPERACIONALIZAR E EXECUTAR AS AÇÕES E SERVIÇOS DE SAÚDE NO HOSPITAL REGIONAL DR. JOSÉ SIMONE NETTO EM PONTA PORÃ-MS;FESA;CHAMAMENTO PÚBLICO;
11/09/2019;Aguardando abertura;0003/2019;57/500.201/2018;44450                         ;Execução das obras de construção de bases para unidades habitacionais, com área unitária de 42,56m², no Loteamento Hilda Durê, município de Tacuru/MS.;AGEHAB;CONVITE;
11/09/2019;Aguardando abertura;0003/2019;57/500.201/2018;47569                         ;Execução das obras de construção de bases para unidades habitacionais, com área unitária de 42,56m², no Loteamento Hilda Durê, município de Tacuru/MS.;AGEHAB;CONVITE;
09/09/2019;Aguardando abertura;0085/2019;55/000.488/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE PÃES E SALGADOS;SAD - 2022;PREGÃO ELETRÔNICO;
06/09/2019;Aguardando abertura;0005/2019;55/000.961/2018;                              ;02º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS - AÇÃO JUDICIAL;SAD - 2022;PREGÃO ELETRÔNICO;
06/09/2019;Aguardando abertura;0074/2019;55/000.708/2018;                              ;REGISTRO DE PREÇOS AQUISIÇÃO DE MATERIAL ELÉTRICO;SAD - 2022;PREGÃO ELETRÔNICO;
05/09/2019;Encerrada;0004/2019;71/501.227/2019;45431                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS GRÁFICOS;IAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
04/09/2019;Aguardando abertura;0005/2019;57/500.151/2019;44382                         ;Execução das obras de construção de 167,50 m de muro de arrimo para 10 (dez) lotes no Conjunto Habitacional Caiuás Etapa II  Quadra 04, Lotes: 13 a 17 e Quadra 05: Lotes 13 a 17, município de Amambai/MS, conforme especificações no Memorial Descritivo e Planilha Orçamentária.;AGEHAB;CONVITE;
04/09/2019;Aguardando abertura;0005/2019;57/500.151/2019;44394                         ;Execução das obras de construção de 167,50 m de muro de arrimo para 10 (dez) lotes no Conjunto Habitacional Caiuás Etapa II  Quadra 04, Lotes: 13 a 17 e Quadra 05: Lotes 13 a 17, município de Amambai/MS, conforme especificações no Memorial Descritivo e Planilha Orçamentária.;AGEHAB;CONVITE;
04/09/2019;Aguardando abertura;0005/2019;57/500.151/2019;48163                         ;Execução das obras de construção de 167,50 m de muro de arrimo para 10 (dez) lotes no Conjunto Habitacional Caiuás Etapa II  Quadra 04, Lotes: 13 a 17 e Quadra 05: Lotes 13 a 17, município de Amambai/MS, conforme especificações no Memorial Descritivo e Planilha Orçamentária.;AGEHAB;CONVITE;
04/09/2019;Aguardando abertura;0067/2019;55/000.979/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE VIDRARIAS PARA ANÁLISES DE ALIMENTOS E ÁGUA.;SAD - 2022;PREGÃO ELETRÔNICO;
04/09/2019;Encerrada;0077/2019;55/000.494/2019;                              ;Registro de Preços para Aquisição de Materiais Esportivos;SAD - 2022;PREGÃO ELETRÔNICO;
04/09/2019;Encerrada;0046/2019;55/000.389/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE ETILÔMETRO E BOCAL;SAD - 2022;PREGÃO ELETRÔNICO;
04/09/2019;Aguardando abertura;0021/2019;29/016.651/2019;44455                         ;AQUISIÇÃO DE MESAS ESCOLARES ADAPTADAS;SED;PREGÃO ELETRÔNICO;
03/09/2019;Aguardando abertura;0007/2019;71/000.115/2018;44342                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE REVISÃO, EDITORAÇÃO, DIAGRAMAÇÃO E IMPRESSÃO DO PLANO ESTADUAL DE RESÍDUOS SÓLIDOS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
03/09/2019;Aguardando abertura;0007/2019;71/000.115/2018;47949                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE REVISÃO, EDITORAÇÃO, DIAGRAMAÇÃO E IMPRESSÃO DO PLANO ESTADUAL DE RESÍDUOS SÓLIDOS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
03/09/2019;Encerrada;0005/2019;71/000.030/2019;44421                         ;2ª REPETIÇÃO AQUISIÇÃO DE ARAME E MOURÃO;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
03/09/2019;Encerrada;0005/2019;71/000.030/2019;44422                         ;2ª REPETIÇÃO AQUISIÇÃO DE ARAME E MOURÃO;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
02/09/2019;Encerrada;0061/2019;55/000.477/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MÓDULOS, SUPLEMENTOS NUTRICIONAIS E CORRELATOS;SAD - 2022;PREGÃO ELETRÔNICO;
02/09/2019;Aguardando abertura;0089/2019;55/000.466/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS HIDRÁULICOS;SAD - 2022;PREGÃO ELETRÔNICO;
29/08/2019;Aguardando abertura;0076/2019;55/000.487/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE BANDEIRAS;SAD - 2022;PREGÃO ELETRÔNICO;
29/08/2019;Encerrada;0059/2019;55/000.475/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDALHAS, TROFÉUS E PLACAS;SAD - 2022;PREGÃO ELETRÔNICO;
29/08/2019;Encerrada;0017/2019;27/101.846/2018;                              ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO CORRETIVA COM SUBSTITUIÇÃO DE PEÇAS E PINTURA DOS EXAUSTORES VENTILADORES;FESA;PREGÃO ELETRÔNICO;
28/08/2019;Aguardando abertura;0010/2019;31/000.166/2019;                              ;Aquisição de mobiliários e materiais cirúrgicos.;FUNRESPMS;PREGÃO ELETRÔNICO;
27/08/2019;Aguardando abertura;0005/2019;71/505.752/2018;44748                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS GRÁFICOS;IAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
